ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.153576e+05,3.667168e+04
HI 1215Å,81297,8.129700e+01,2.660250e-01,8.074791e+03,1.583318e+00
