ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10099,1.009900e+01,9.999828e-01,9.671466e+03,1.438822e+03
HI 1215Å,7614,7.614000e+00,1.720303e-02,7.736613e+03,9.995259e-01
