k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err
0.000000e+00,9.996669e+00,7.438775e+01,7.438775e-01
2.843466e-03,7.929671e+00,1.247026e+01,1.247026e-01
5.686932e-03,6.979822e+00,9.127524e+00,9.127524e-02
8.530398e-03,5.703760e+00,7.042402e+00,7.042402e-02
1.137386e-02,5.022024e+00,6.129879e+00,6.129879e-02
1.421733e-02,4.118589e+00,4.869723e+00,4.869723e-02
1.706080e-02,3.532566e+00,4.256701e+00,4.256701e-02
1.990426e-02,2.915698e+00,3.380321e+00,3.380321e-02
2.274773e-02,2.523740e+00,2.871021e+00,2.871021e-02
2.559119e-02,2.160966e+00,2.538662e+00,2.538662e-02
2.843466e-02,1.886621e+00,2.191973e+00,2.191973e-02
3.127813e-02,1.639987e+00,1.905369e+00,1.905369e-02
3.412159e-02,1.404715e+00,1.628544e+00,1.628544e-02
3.696506e-02,1.204847e+00,1.416151e+00,1.416151e-02
3.980852e-02,1.030102e+00,1.130332e+00,1.130332e-02
4.265199e-02,8.991512e-01,1.005590e+00,1.005590e-02
4.549546e-02,7.929434e-01,8.847072e-01,8.847072e-03
4.833892e-02,6.924170e-01,7.872202e-01,7.872202e-03
5.118239e-02,5.928283e-01,6.805205e-01,6.805205e-03
5.402585e-02,5.310519e-01,6.001152e-01,6.001152e-03
5.686932e-02,4.740718e-01,5.346018e-01,5.346018e-03
5.971278e-02,4.131410e-01,4.614766e-01,4.614766e-03
6.255625e-02,3.516279e-01,3.953391e-01,3.953391e-03
6.539972e-02,3.089227e-01,3.540298e-01,3.540298e-03
6.824318e-02,2.745061e-01,3.077639e-01,3.077639e-03
7.108665e-02,2.457923e-01,2.772904e-01,2.772904e-03
7.393011e-02,2.179996e-01,2.479315e-01,2.479315e-03
7.677358e-02,1.922893e-01,2.172285e-01,2.172285e-03
7.961705e-02,1.687433e-01,1.905002e-01,1.905002e-03
8.246051e-02,1.475414e-01,1.662681e-01,1.662681e-03
8.530398e-02,1.301977e-01,1.475620e-01,1.475620e-03
8.814744e-02,1.140821e-01,1.270322e-01,1.270322e-03
9.099091e-02,1.020671e-01,1.144959e-01,1.144959e-03
9.383438e-02,9.213738e-02,1.026020e-01,1.026020e-03
9.667784e-02,7.943090e-02,8.918246e-02,8.918246e-04
9.952131e-02,7.172101e-02,8.041181e-02,8.041181e-04
1.023648e-01,6.243495e-02,7.052078e-02,7.052078e-04
1.052082e-01,5.352608e-02,6.106459e-02,6.106459e-04
1.080517e-01,4.886875e-02,5.483254e-02,5.483254e-04
1.108952e-01,4.317482e-02,4.879392e-02,4.879392e-04
1.137386e-01,3.790322e-02,4.342035e-02,4.342035e-04
1.165821e-01,3.437784e-02,3.910333e-02,3.910333e-04
1.194256e-01,2.990760e-02,3.348546e-02,3.348546e-04
1.222690e-01,2.663196e-02,2.924409e-02,2.924409e-04
1.251125e-01,2.371070e-02,2.652319e-02,2.652319e-04
1.279560e-01,2.054642e-02,2.297389e-02,2.297389e-04
1.307994e-01,1.824499e-02,2.067860e-02,2.067860e-04
1.336429e-01,1.619651e-02,1.823207e-02,1.823207e-04
1.364864e-01,1.443152e-02,1.629572e-02,1.629572e-04
1.393298e-01,1.278331e-02,1.466194e-02,1.466194e-04
1.421733e-01,1.134472e-02,1.308445e-02,1.308445e-04
1.450168e-01,9.892900e-03,1.104945e-02,1.104945e-04
1.478602e-01,8.780137e-03,1.022629e-02,1.022629e-04
1.507037e-01,7.770122e-03,8.905510e-03,8.905510e-05
1.535472e-01,6.908373e-03,8.178692e-03,8.178692e-05
1.563906e-01,6.002186e-03,6.999781e-03,6.999781e-05
1.592341e-01,5.399600e-03,6.202823e-03,6.202823e-05
1.620776e-01,4.758671e-03,5.577548e-03,5.577548e-05
1.649210e-01,4.309512e-03,5.187733e-03,5.187733e-05
1.677645e-01,3.782676e-03,4.540353e-03,4.540353e-05
1.706080e-01,3.412371e-03,4.285090e-03,4.285090e-05
1.734514e-01,3.006359e-03,3.623045e-03,3.623045e-05
1.762949e-01,2.629113e-03,3.261654e-03,3.261654e-05
1.791384e-01,2.334222e-03,2.837907e-03,2.837907e-05
1.819818e-01,2.087560e-03,2.609546e-03,2.609546e-05
1.848253e-01,1.847790e-03,2.279557e-03,2.279557e-05
1.876688e-01,1.654198e-03,2.130751e-03,2.130751e-05
1.905122e-01,1.456524e-03,1.835119e-03,1.835119e-05
1.933557e-01,1.285433e-03,1.617863e-03,1.617863e-05
1.961992e-01,1.124180e-03,1.428491e-03,1.428491e-05
1.990426e-01,1.036027e-03,1.371387e-03,1.371387e-05
2.018861e-01,9.293542e-04,1.237685e-03,1.237685e-05
2.047295e-01,8.390280e-04,1.211294e-03,1.211294e-05
2.075730e-01,7.450831e-04,1.048915e-03,1.048915e-05
2.104165e-01,6.818065e-04,1.000421e-03,1.000421e-05
2.132599e-01,5.896505e-04,8.395660e-04,8.395660e-06
2.161034e-01,5.251675e-04,7.744396e-04,7.744396e-06
2.189469e-01,4.685824e-04,7.037083e-04,7.037083e-06
2.217903e-01,4.239775e-04,6.666672e-04,6.666672e-06
2.246338e-01,3.780389e-04,5.898858e-04,5.898858e-06
2.274773e-01,3.401199e-04,5.343323e-04,5.343323e-06
2.303207e-01,3.009314e-04,4.841175e-04,4.841175e-06
2.331642e-01,2.689130e-04,4.180908e-04,4.180908e-06
2.360077e-01,2.368075e-04,3.844389e-04,3.844389e-06
2.388511e-01,2.152080e-04,3.495274e-04,3.495274e-06
2.416946e-01,1.927465e-04,3.255867e-04,3.255867e-06
2.445381e-01,1.736188e-04,3.034420e-04,3.034420e-06
2.473815e-01,1.566408e-04,2.945792e-04,2.945792e-06
2.502250e-01,1.437365e-04,2.762547e-04,2.762547e-06
2.530685e-01,1.305224e-04,2.719799e-04,2.719799e-06
2.559119e-01,1.160123e-04,2.460824e-04,2.460824e-06
2.587554e-01,1.058380e-04,2.295808e-04,2.295808e-06
2.615989e-01,9.405745e-05,2.206741e-04,2.206741e-06
2.644423e-01,8.604061e-05,2.035846e-04,2.035846e-06
2.672858e-01,7.830181e-05,1.993172e-04,1.993172e-06
2.701293e-01,6.908107e-05,1.729895e-04,1.729895e-06
2.729727e-01,6.261982e-05,1.647084e-04,1.647084e-06
2.758162e-01,5.675061e-05,1.528509e-04,1.528509e-06
2.786597e-01,4.999581e-05,1.321341e-04,1.321341e-06
2.815031e-01,4.501746e-05,1.212502e-04,1.212502e-06
2.843466e-01,4.176502e-05,1.137254e-04,1.137254e-06
2.871901e-01,3.805143e-05,1.116781e-04,1.116781e-06
2.900335e-01,3.392994e-05,9.880715e-05,9.880715e-07
2.928770e-01,3.139840e-05,9.601489e-05,9.601489e-07
2.957205e-01,2.853601e-05,8.922134e-05,8.922134e-07
2.985639e-01,2.650091e-05,8.913507e-05,8.913507e-07
3.014074e-01,2.440243e-05,8.440360e-05,8.440360e-07
3.042509e-01,2.256098e-05,8.467589e-05,8.467589e-07
3.070943e-01,2.044731e-05,7.800583e-05,7.800583e-07
3.099378e-01,1.842054e-05,7.239957e-05,7.239957e-07
3.127813e-01,1.738173e-05,7.083673e-05,7.083673e-07
3.156247e-01,1.578882e-05,6.569538e-05,6.569538e-07
3.184682e-01,1.479388e-05,6.411080e-05,6.411080e-07
3.213117e-01,1.358301e-05,6.092891e-05,6.092891e-07
3.241551e-01,1.221154e-05,5.501033e-05,5.501033e-07
3.269986e-01,1.116381e-05,5.027360e-05,5.027360e-07
3.298420e-01,1.018071e-05,4.771718e-05,4.771718e-07
3.326855e-01,9.415819e-06,4.464119e-05,4.464119e-07
3.355290e-01,8.732240e-06,4.288341e-05,4.288341e-07
3.383724e-01,8.034626e-06,4.077207e-05,4.077207e-07
3.412159e-01,7.455186e-06,3.906239e-05,3.906239e-07
3.440594e-01,7.004983e-06,3.779922e-05,3.779922e-07
3.469028e-01,6.423745e-06,3.494092e-05,3.494092e-07
3.497463e-01,6.101032e-06,3.410101e-05,3.410101e-07
3.525898e-01,5.712426e-06,3.202528e-05,3.202528e-07
3.554332e-01,5.309433e-06,3.036199e-05,3.036199e-07
3.582767e-01,4.978613e-06,2.940936e-05,2.940936e-07
3.611202e-01,4.721159e-06,2.820681e-05,2.820681e-07
3.639636e-01,4.380948e-06,2.744785e-05,2.744785e-07
3.668071e-01,4.140817e-06,2.616568e-05,2.616568e-07
3.696506e-01,3.895688e-06,2.531540e-05,2.531540e-07
3.724940e-01,3.594312e-06,2.379433e-05,2.379433e-07
3.753375e-01,3.366765e-06,2.253061e-05,2.253061e-07
3.781810e-01,3.115248e-06,2.141490e-05,2.141490e-07
3.810244e-01,2.906926e-06,1.986906e-05,1.986906e-07
3.838679e-01,2.752832e-06,1.881609e-05,1.881609e-07
3.867114e-01,2.567991e-06,1.783470e-05,1.783470e-07
3.895548e-01,2.420546e-06,1.684533e-05,1.684533e-07
3.923983e-01,2.257100e-06,1.601669e-05,1.601669e-07
3.952418e-01,2.118504e-06,1.523799e-05,1.523799e-07
3.980852e-01,1.972480e-06,1.436714e-05,1.436714e-07
4.009287e-01,1.920831e-06,1.454264e-05,1.454264e-07
4.037722e-01,1.785479e-06,1.351724e-05,1.351724e-07
4.066156e-01,1.720717e-06,1.321477e-05,1.321477e-07
4.094591e-01,1.620094e-06,1.256367e-05,1.256367e-07
4.123026e-01,1.511634e-06,1.189146e-05,1.189146e-07
4.151460e-01,1.450787e-06,1.152263e-05,1.152263e-07
4.179895e-01,1.369822e-06,1.093146e-05,1.093146e-07
4.208330e-01,1.307543e-06,1.068081e-05,1.068081e-07
4.236764e-01,1.242145e-06,1.030766e-05,1.030766e-07
4.265199e-01,1.176212e-06,9.882233e-06,9.882233e-08
4.293634e-01,1.111205e-06,9.370893e-06,9.370893e-08
4.322068e-01,1.060871e-06,8.928358e-06,8.928358e-08
4.350503e-01,1.008385e-06,8.534286e-06,8.534286e-08
4.378938e-01,9.550315e-07,8.093155e-06,8.093155e-08
4.407372e-01,8.901836e-07,7.556613e-06,7.556613e-08
4.435807e-01,8.321767e-07,7.101364e-06,7.101364e-08
4.464242e-01,7.809109e-07,6.789420e-06,6.789420e-08
4.492676e-01,7.302719e-07,6.366984e-06,6.366984e-08
4.521111e-01,7.040225e-07,6.253048e-06,6.253048e-08
4.549546e-01,6.625495e-07,5.896675e-06,5.896675e-08
4.577980e-01,6.412530e-07,5.762926e-06,5.762926e-08
4.606415e-01,6.054597e-07,5.491990e-06,5.491990e-08
4.634849e-01,5.837494e-07,5.303865e-06,5.303865e-08
4.663284e-01,5.602006e-07,5.143840e-06,5.143840e-08
4.691719e-01,5.399183e-07,4.968266e-06,4.968266e-08
4.720153e-01,5.211141e-07,4.845512e-06,4.845512e-08
4.748588e-01,5.031543e-07,4.732576e-06,4.732576e-08
4.777023e-01,4.718396e-07,4.532727e-06,4.532727e-08
4.805457e-01,4.535455e-07,4.398117e-06,4.398117e-08
4.833892e-01,4.286603e-07,4.180364e-06,4.180364e-08
4.862327e-01,4.029219e-07,3.963668e-06,3.963668e-08
4.890761e-01,3.836951e-07,3.771240e-06,3.771240e-08
4.919196e-01,3.565452e-07,3.539214e-06,3.539214e-08
4.947631e-01,3.358213e-07,3.339356e-06,3.339356e-08
4.976065e-01,3.209804e-07,3.179539e-06,3.179539e-08
5.004500e-01,3.030976e-07,3.008364e-06,3.008364e-08
5.032935e-01,2.956349e-07,2.924407e-06,2.924407e-08
5.061369e-01,2.812448e-07,2.783043e-06,2.783043e-08
5.089804e-01,2.741168e-07,2.718187e-06,2.718187e-08
5.118239e-01,2.624046e-07,2.629308e-06,2.629308e-08
5.146673e-01,2.527524e-07,2.556043e-06,2.556043e-08
5.175108e-01,2.437922e-07,2.503587e-06,2.503587e-08
5.203543e-01,2.327525e-07,2.409228e-06,2.409228e-08
5.231977e-01,2.227652e-07,2.315551e-06,2.315551e-08
5.260412e-01,2.118976e-07,2.225763e-06,2.225763e-08
5.288847e-01,1.987597e-07,2.116764e-06,2.116764e-08
5.317281e-01,1.892586e-07,2.036198e-06,2.036198e-08
5.345716e-01,1.792396e-07,1.949990e-06,1.949990e-08
5.374151e-01,1.711391e-07,1.876665e-06,1.876665e-08
5.402585e-01,1.645401e-07,1.808621e-06,1.808621e-08
5.431020e-01,1.553048e-07,1.724081e-06,1.724081e-08
5.459455e-01,1.508427e-07,1.659307e-06,1.659307e-08
5.487889e-01,1.452910e-07,1.590579e-06,1.590579e-08
5.516324e-01,1.386157e-07,1.519306e-06,1.519306e-08
5.544759e-01,1.349059e-07,1.473623e-06,1.473623e-08
5.573193e-01,1.271925e-07,1.406254e-06,1.406254e-08
5.601628e-01,1.227940e-07,1.363769e-06,1.363769e-08
5.630063e-01,1.171370e-07,1.310977e-06,1.310977e-08
5.658497e-01,1.115169e-07,1.256545e-06,1.256545e-08
5.686932e-01,1.070553e-07,1.206898e-06,1.206898e-08
5.715367e-01,1.025816e-07,1.154633e-06,1.154633e-08
5.743801e-01,9.804563e-08,1.111495e-06,1.111495e-08
5.772236e-01,9.398164e-08,1.074669e-06,1.074669e-08
5.800671e-01,8.888158e-08,1.036265e-06,1.036265e-08
5.829105e-01,8.574892e-08,1.007943e-06,1.007943e-08
5.857540e-01,8.207855e-08,9.772640e-07,9.772640e-09
5.885975e-01,7.929437e-08,9.507482e-07,9.507482e-09
5.914409e-01,7.650605e-08,9.253042e-07,9.253042e-09
5.942844e-01,7.280660e-08,8.928698e-07,8.928698e-09
5.971278e-01,7.042186e-08,8.622919e-07,8.622919e-09
5.999713e-01,6.726071e-08,8.248649e-07,8.248649e-09
6.028148e-01,6.411604e-08,7.834612e-07,7.834612e-09
6.056582e-01,6.160826e-08,7.436351e-07,7.436351e-09
6.085017e-01,5.790890e-08,6.995065e-07,6.995065e-09
6.113452e-01,5.568397e-08,6.665046e-07,6.665046e-09
6.141886e-01,5.269618e-08,6.364173e-07,6.364173e-09
6.170321e-01,5.028007e-08,6.147290e-07,6.147290e-09
6.198756e-01,4.861822e-08,5.996124e-07,5.996124e-09
6.227190e-01,4.698765e-08,5.856858e-07,5.856858e-09
6.255625e-01,4.555810e-08,5.732043e-07,5.732043e-09
6.284060e-01,4.447286e-08,5.626649e-07,5.626649e-09
6.312494e-01,4.265191e-08,5.489713e-07,5.489713e-09
6.340929e-01,4.172768e-08,5.381431e-07,5.381431e-09
6.369364e-01,4.018480e-08,5.229489e-07,5.229489e-09
6.397798e-01,3.863625e-08,5.057211e-07,5.057211e-09
6.426233e-01,3.698282e-08,4.853551e-07,4.853551e-09
6.454668e-01,3.490433e-08,4.606636e-07,4.606636e-09
6.483102e-01,3.322424e-08,4.354941e-07,4.354941e-09
6.511537e-01,3.126820e-08,4.095437e-07,4.095437e-09
6.539972e-01,2.961552e-08,3.866036e-07,3.866036e-09
6.568406e-01,2.825098e-08,3.681219e-07,3.681219e-09
6.596841e-01,2.683409e-08,3.532702e-07,3.532702e-09
6.625276e-01,2.598615e-08,3.436414e-07,3.436414e-09
6.653710e-01,2.491290e-08,3.359887e-07,3.359887e-09
