statistic,value
mean_flux,0.9744731053907055
median_flux,0.998927891254425
std_flux,0.10120797044994541
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,459.85145039980745
median_tau,0.0010727326152846217
effective_tau,0.025858358783033563
deep_absorption_frac,0.004494883795351814
moderate_absorption_frac,0.007964938597543901
weak_absorption_frac,0.9875401776071043
tau_eff_err,0.0009500260853981882
tau_eff_std,0.09500260853981882
mean_flux_err,0.0004253249018773694
mean_flux_std,0.04253249018773694
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,
hi_fraction_eff,
