statistic,value
mean_flux,0.9434028026528866
median_flux,0.9954898953437805
std_flux,0.15513381774483254
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,284.8827249859259
median_tau,0.004520306829363108
effective_tau,0.058261937336212016
deep_absorption_frac,0.010826405294847635
moderate_absorption_frac,0.022560242680516616
weak_absorption_frac,0.9666133520246357
tau_eff_err,0.000891745663510161
tau_eff_std,0.0891745663510161
mean_flux_err,0.0004956829810127867
mean_flux_std,0.04956829810127867
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,
hi_fraction_eff,
