k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err
0.000000e+00,6.006391e+00,5.304833e+01,5.304833e-01
2.887885e-03,3.989904e+00,8.716975e+00,8.716975e-02
5.775771e-03,3.377202e+00,5.698688e+00,5.698688e-02
8.663656e-03,2.839422e+00,4.655588e+00,4.655588e-02
1.155154e-02,2.319321e+00,3.542640e+00,3.542640e-02
1.443943e-02,1.956748e+00,2.968614e+00,2.968614e-02
1.732731e-02,1.676427e+00,2.538608e+00,2.538608e-02
2.021520e-02,1.431428e+00,2.078281e+00,2.078281e-02
2.310308e-02,1.206124e+00,1.769602e+00,1.769602e-02
2.599097e-02,1.023669e+00,1.420861e+00,1.420861e-02
2.887885e-02,8.743133e-01,1.242661e+00,1.242661e-02
3.176674e-02,7.475971e-01,1.010166e+00,1.010166e-02
3.465462e-02,6.408681e-01,8.596310e-01,8.596310e-03
3.754251e-02,5.489720e-01,7.593586e-01,7.593586e-03
4.043039e-02,4.776723e-01,6.496960e-01,6.496960e-03
4.331828e-02,4.100224e-01,5.392894e-01,5.392894e-03
4.620616e-02,3.569472e-01,4.756110e-01,4.756110e-03
4.909405e-02,3.061594e-01,4.015334e-01,4.015334e-03
5.198193e-02,2.689049e-01,3.526652e-01,3.526652e-03
5.486982e-02,2.346060e-01,3.090195e-01,3.090195e-03
5.775771e-02,2.046967e-01,2.649291e-01,2.649291e-03
6.064559e-02,1.782551e-01,2.355882e-01,2.355882e-03
6.353348e-02,1.543346e-01,1.994233e-01,1.994233e-03
6.642136e-02,1.376117e-01,1.780348e-01,1.780348e-03
6.930925e-02,1.219392e-01,1.534024e-01,1.534024e-03
7.219713e-02,1.072322e-01,1.390824e-01,1.390824e-03
7.508502e-02,9.527768e-02,1.230614e-01,1.230614e-03
7.797290e-02,8.495125e-02,1.099162e-01,1.099162e-03
8.086079e-02,7.321637e-02,9.342231e-02,9.342231e-04
8.374867e-02,6.518450e-02,8.340298e-02,8.340298e-04
8.663656e-02,5.851320e-02,7.576867e-02,7.576867e-04
8.952444e-02,5.104500e-02,6.631328e-02,6.631328e-04
9.241233e-02,4.568033e-02,6.103562e-02,6.103562e-04
9.530021e-02,3.968224e-02,5.078930e-02,5.078930e-04
9.818810e-02,3.509722e-02,4.514192e-02,4.514192e-04
1.010760e-01,3.112895e-02,4.044460e-02,4.044460e-04
1.039639e-01,2.749299e-02,3.485633e-02,3.485633e-04
1.068518e-01,2.435672e-02,3.057217e-02,3.057217e-04
1.097396e-01,2.169710e-02,2.764500e-02,2.764500e-04
1.126275e-01,1.899539e-02,2.412912e-02,2.412912e-04
1.155154e-01,1.711669e-02,2.246340e-02,2.246340e-04
1.184033e-01,1.493154e-02,1.935828e-02,1.935828e-04
1.212912e-01,1.336152e-02,1.700506e-02,1.700506e-04
1.241791e-01,1.179769e-02,1.548671e-02,1.548671e-04
1.270670e-01,1.039411e-02,1.366259e-02,1.366259e-04
1.299548e-01,9.207930e-03,1.210352e-02,1.210352e-04
1.328427e-01,8.044050e-03,1.044542e-02,1.044542e-04
1.357306e-01,7.283995e-03,9.498586e-03,9.498586e-05
1.386185e-01,6.556484e-03,8.695955e-03,8.695955e-05
1.415064e-01,5.641472e-03,7.585870e-03,7.585870e-05
1.443943e-01,5.145416e-03,6.798284e-03,6.798284e-05
1.472821e-01,4.571926e-03,6.235214e-03,6.235214e-05
1.501700e-01,4.010932e-03,5.418849e-03,5.418849e-05
1.530579e-01,3.581559e-03,5.012475e-03,5.012475e-05
1.559458e-01,3.149527e-03,4.293290e-03,4.293290e-05
1.588337e-01,2.763919e-03,3.718857e-03,3.718857e-05
1.617216e-01,2.491097e-03,3.488975e-03,3.488975e-05
1.646095e-01,2.185976e-03,3.158651e-03,3.158651e-05
1.674973e-01,1.959655e-03,2.708189e-03,2.708189e-05
1.703852e-01,1.760516e-03,2.476736e-03,2.476736e-05
1.732731e-01,1.578531e-03,2.279398e-03,2.279398e-05
1.761610e-01,1.373164e-03,2.055108e-03,2.055108e-05
1.790489e-01,1.220598e-03,1.779657e-03,1.779657e-05
1.819368e-01,1.075144e-03,1.678927e-03,1.678927e-05
1.848247e-01,9.669475e-04,1.458676e-03,1.458676e-05
1.877125e-01,8.492404e-04,1.266971e-03,1.266971e-05
1.906004e-01,7.650443e-04,1.159889e-03,1.159889e-05
1.934883e-01,6.732029e-04,1.042712e-03,1.042712e-05
1.963762e-01,6.021380e-04,9.770676e-04,9.770676e-06
1.992641e-01,5.379586e-04,8.479813e-04,8.479813e-06
2.021520e-01,4.752271e-04,7.794731e-04,7.794731e-06
2.050399e-01,4.407071e-04,7.833027e-04,7.833027e-06
2.079277e-01,3.972208e-04,7.278331e-04,7.278331e-06
2.108156e-01,3.477554e-04,6.354671e-04,6.354671e-06
2.137035e-01,3.128984e-04,6.347036e-04,6.347036e-06
2.165914e-01,2.821568e-04,5.856345e-04,5.856345e-06
2.194793e-01,2.534974e-04,5.489733e-04,5.489733e-06
2.223672e-01,2.257482e-04,5.061528e-04,5.061528e-06
2.252551e-01,2.018709e-04,4.786294e-04,4.786294e-06
2.281429e-01,1.842374e-04,4.584920e-04,4.584920e-06
2.310308e-01,1.616883e-04,4.231737e-04,4.231737e-06
2.339187e-01,1.446662e-04,3.873642e-04,3.873642e-06
2.368066e-01,1.302650e-04,3.576877e-04,3.576877e-06
2.396945e-01,1.161623e-04,3.291701e-04,3.291701e-06
2.425824e-01,1.014294e-04,3.060363e-04,3.060363e-06
2.454702e-01,9.096388e-05,2.666694e-04,2.666694e-06
2.483581e-01,8.304813e-05,2.668772e-04,2.668772e-06
2.512460e-01,7.541080e-05,2.660628e-04,2.660628e-06
2.541339e-01,6.809016e-05,2.381244e-04,2.381244e-06
2.570218e-01,6.084521e-05,2.322397e-04,2.322397e-06
2.599097e-01,5.633867e-05,2.307274e-04,2.307274e-06
2.627976e-01,5.130111e-05,2.106437e-04,2.106437e-06
2.656854e-01,4.614767e-05,2.101828e-04,2.101828e-06
2.685733e-01,4.317135e-05,1.968479e-04,1.968479e-06
