# n_pixels = 278760000
# n_pixels_in_grid = 275144192
# n_bins = 60
# grid = fixed, log10(tau) in [-3, 2]
# frac_tau_zero = 0.000000e+00
# frac_tau_underflow = 6.457167e-08
# frac_tau_overflow = 1.297098e-02
# density: normalised over the in-grid pixels only
# density_err: Poisson, sqrt(count) / (n_pixels_in_grid * bin_width)
#
log_tau_bin_center,log_tau_bin_low,log_tau_bin_high,density,density_err,count
-2.958333e+00,-3.000000e+00,-2.916667e+00,2.267902e-06,3.145014e-07,52
-2.875000e+00,-2.916667e+00,-2.833333e+00,4.186896e-06,4.273232e-07,96
-2.791667e+00,-2.833333e+00,-2.750000e+00,1.391271e-05,7.789619e-07,319
-2.708333e+00,-2.750000e+00,-2.666667e+00,1.727094e-05,8.678976e-07,396
-2.625000e+00,-2.666667e+00,-2.583333e+00,3.105281e-05,1.163753e-06,712
-2.541667e+00,-2.583333e+00,-2.500000e+00,4.631753e-05,1.421291e-06,1062
-2.458333e+00,-2.500000e+00,-2.416667e+00,7.523328e-05,1.811405e-06,1725
-2.375000e+00,-2.416667e+00,-2.333333e+00,1.313638e-04,2.393582e-06,3012
-2.291667e+00,-2.333333e+00,-2.250000e+00,2.510393e-04,3.308882e-06,5756
-2.208333e+00,-2.250000e+00,-2.166667e+00,5.050443e-04,4.693266e-06,11580
-2.125000e+00,-2.166667e+00,-2.083333e+00,1.119166e-03,6.986468e-06,25661
-2.041667e+00,-2.083333e+00,-2.000000e+00,2.538872e-03,1.052279e-05,58213
-1.958333e+00,-2.000000e+00,-1.916667e+00,5.167240e-03,1.501204e-05,118478
-1.875000e+00,-1.916667e+00,-1.833333e+00,1.079460e-02,2.169770e-05,247506
-1.791667e+00,-1.833333e+00,-1.750000e+00,2.236225e-02,3.122973e-05,512737
-1.708333e+00,-1.750000e+00,-1.666667e+00,4.449527e-02,4.405218e-05,1020218
-1.625000e+00,-1.666667e+00,-1.583333e+00,8.039816e-02,5.921524e-05,1843424
-1.541667e+00,-1.583333e+00,-1.500000e+00,1.317587e-01,7.580540e-05,3021054
-1.458333e+00,-1.500000e+00,-1.416667e+00,1.995873e-01,9.329899e-05,4576275
-1.375000e+00,-1.416667e+00,-1.333333e+00,2.814758e-01,1.107978e-04,6453869
-1.291667e+00,-1.333333e+00,-1.250000e+00,3.692866e-01,1.269089e-04,8467255
-1.208333e+00,-1.250000e+00,-1.166667e+00,4.552718e-01,1.409113e-04,10438783
-1.125000e+00,-1.166667e+00,-1.083333e+00,5.303852e-01,1.520919e-04,12161035
-1.041667e+00,-1.083333e+00,-1.000000e+00,5.900514e-01,1.604188e-04,13529102
-9.583333e-01,-1.000000e+00,-9.166667e-01,6.244435e-01,1.650278e-04,14317667
-8.750000e-01,-9.166667e-01,-8.333333e-01,6.377637e-01,1.667786e-04,14623082
-7.916667e-01,-8.333333e-01,-7.500000e-01,6.379659e-01,1.668050e-04,14627717
-7.083333e-01,-7.500000e-01,-6.666667e-01,6.187204e-01,1.642698e-04,14186444
-6.250000e-01,-6.666667e-01,-5.833333e-01,5.876868e-01,1.600971e-04,13474885
-5.416667e-01,-5.833333e-01,-5.000000e-01,5.542653e-01,1.554781e-04,12708573
-4.583333e-01,-5.000000e-01,-4.166667e-01,5.141861e-01,1.497513e-04,11789609
-3.750000e-01,-4.166667e-01,-3.333333e-01,4.735609e-01,1.437138e-04,10858128
-2.916667e-01,-3.333333e-01,-2.500000e-01,4.342044e-01,1.376124e-04,9955736
-2.083333e-01,-2.500000e-01,-1.666667e-01,3.975268e-01,1.316721e-04,9114766
-1.250000e-01,-1.666667e-01,-8.333333e-02,3.634832e-01,1.259078e-04,8334192
-4.166667e-02,-8.333333e-02,0.000000e+00,3.346686e-01,1.208142e-04,7673509
4.166667e-02,0.000000e+00,8.333333e-02,3.098544e-01,1.162490e-04,7104553
1.250000e-01,8.333333e-02,1.666667e-01,2.884316e-01,1.121584e-04,6613357
2.083333e-01,1.666667e-01,2.500000e-01,2.675651e-01,1.080252e-04,6134916
2.916667e-01,2.500000e-01,3.333333e-01,2.502160e-01,1.044643e-04,5737123
3.750000e-01,3.333333e-01,4.166667e-01,2.337692e-01,1.009727e-04,5360020
4.583333e-01,4.166667e-01,5.000000e-01,2.188086e-01,9.768833e-05,5016994
5.416667e-01,5.000000e-01,5.833333e-01,2.029879e-01,9.409044e-05,4654245
6.250000e-01,5.833333e-01,6.666667e-01,1.851821e-01,8.986900e-05,4245981
7.083333e-01,6.666667e-01,7.500000e-01,1.671980e-01,8.539373e-05,3833630
7.916667e-01,7.500000e-01,8.333333e-01,1.495262e-01,8.075493e-05,3428438
8.750000e-01,8.333333e-01,9.166667e-01,1.332258e-01,7.622627e-05,3054693
9.583333e-01,9.166667e-01,1.000000e+00,1.166331e-01,7.132164e-05,2674243
1.041667e+00,1.000000e+00,1.083333e+00,1.006425e-01,6.625235e-05,2307601
1.125000e+00,1.083333e+00,1.166667e+00,8.598108e-02,6.123672e-05,1971433
1.208333e+00,1.166667e+00,1.250000e+00,7.352790e-02,5.662869e-05,1685898
1.291667e+00,1.250000e+00,1.333333e+00,6.246661e-02,5.219566e-05,1432277
1.375000e+00,1.333333e+00,1.416667e+00,5.205192e-02,4.764626e-05,1193482
1.458333e+00,1.416667e+00,1.500000e+00,4.366164e-02,4.363756e-05,1001104
1.541667e+00,1.500000e+00,1.583333e+00,3.714199e-02,4.024788e-05,851617
1.625000e+00,1.583333e+00,1.666667e+00,3.133686e-02,3.696904e-05,718513
1.708333e+00,1.666667e+00,1.750000e+00,2.661134e-02,3.406778e-05,610163
1.791667e+00,1.750000e+00,1.833333e+00,2.282887e-02,3.155387e-05,523436
1.875000e+00,1.833333e+00,1.916667e+00,1.928946e-02,2.900484e-05,442282
1.958333e+00,1.916667e+00,2.000000e+00,1.681584e-02,2.708131e-05,385565
