ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.785709e+04,2.760718e+03
HI 1215Å,14585,1.458500e+01,3.720025e-02,8.063172e+03,1.091994e+00
