ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,5.440393e+04,1.543087e+04
HI 1215Å,29949,2.994900e+01,9.837014e-02,6.370130e+03,1.250992e+00
