# n_sightlines = 10000
# X = 1.344141e-02 (absorption distance, dimensionless)
# dX_comoving_mpc = 43.775171
# X_absorption = 1.344141e-02
# redshift = 0.269588
# n_absorbers = 450000
# absorber_mode = 2
# cell_dv = 50.0
# colden_mode = 1
# norm_mode = 1
# log_N_min = 13.0
# log_N_max = 22.8
# n_bins = 49
# fit_log_N_min = 13.5
# fit_log_N_max = 15.0
# min_N_gate = 0.0
# dx_mode = 1
# beta_fit = 2.214267
# beta_fit_err = 0.055736
# beta_fit_n_bins = 8
# f_N_HI units: [cm^2]  (f(N) = dn/dN dX)
#
log10_N_HI,f_N_HI,counts,f_N_HI_err,delta_log_N,bin_center
1.311141e+01,7.135779e-12,5610,9.527083e-14,2.000000e-01,1.292447e+13
1.331141e+01,3.272847e-12,4078,5.125098e-14,2.000000e-01,2.048390e+13
1.351141e+01,1.459900e-12,2883,2.718948e-14,2.000000e-01,3.246479e+13
1.371141e+01,6.438039e-13,2015,1.434221e-14,2.000000e-01,5.145323e+13
1.391141e+01,2.850545e-13,1414,7.580594e-15,2.000000e-01,8.154787e+13
1.411141e+01,1.006132e-13,791,3.577394e-15,2.000000e-01,1.292447e+14
1.431141e+01,3.579426e-14,446,1.694907e-15,2.000000e-01,2.048390e+14
1.451141e+01,1.225445e-14,242,7.877460e-16,2.000000e-01,3.246479e+14
1.471141e+01,3.578463e-15,112,3.381330e-16,2.000000e-01,5.145323e+14
1.491141e+01,1.290204e-15,64,1.612755e-16,2.000000e-01,8.154787e+14
1.511141e+01,4.070320e-16,32,7.195376e-17,2.000000e-01,1.292447e+15
1.531141e+01,2.166917e-16,27,4.170234e-17,2.000000e-01,2.048390e+15
1.551141e+01,1.164679e-16,23,2.428524e-17,2.000000e-01,3.246479e+15
1.571141e+01,4.473079e-17,14,1.195481e-17,2.000000e-01,5.145323e+15
1.591141e+01,3.427105e-17,17,8.311951e-18,2.000000e-01,8.154787e+15
1.611141e+01,1.526370e-17,12,4.406250e-18,2.000000e-01,1.292447e+16
1.631141e+01,6.420495e-18,8,2.269988e-18,2.000000e-01,2.048390e+16
1.651141e+01,4.051059e-18,8,1.432265e-18,2.000000e-01,3.246479e+16
1.671141e+01,2.236539e-18,7,8.453325e-19,2.000000e-01,5.145323e+16
1.691141e+01,1.209567e-18,6,4.938035e-19,2.000000e-01,8.154787e+16
1.711141e+01,8.903824e-19,7,3.365329e-19,2.000000e-01,1.292447e+17
1.731141e+01,7.223057e-19,9,2.407686e-19,2.000000e-01,2.048390e+17
1.751141e+01,1.519147e-19,3,8.770799e-20,2.000000e-01,3.246479e+17
1.771141e+01,9.585169e-20,3,5.534000e-20,2.000000e-01,5.145323e+17
1.791141e+01,1.007972e-19,5,4.507789e-20,2.000000e-01,8.154787e+17
1.811141e+01,3.815925e-20,3,2.203125e-20,2.000000e-01,1.292447e+18
1.831141e+01,2.407686e-20,3,1.390078e-20,2.000000e-01,2.048390e+18
1.851141e+01,1.012765e-20,2,7.161327e-21,2.000000e-01,3.246479e+18
1.871141e+01,1.278023e-20,4,6.390113e-21,2.000000e-01,5.145323e+18
1.891141e+01,8.063777e-21,4,4.031889e-21,2.000000e-01,8.154787e+18
1.911141e+01,7.631849e-21,6,3.115689e-21,2.000000e-01,1.292447e+19
1.931141e+01,8.025619e-22,1,8.025619e-22,2.000000e-01,2.048390e+19
1.951141e+01,1.012765e-21,2,7.161327e-22,2.000000e-01,3.246479e+19
1.971141e+01,3.195056e-22,1,3.195056e-22,2.000000e-01,5.145323e+19
1.991141e+01,6.047833e-22,3,3.491718e-22,2.000000e-01,8.154787e+19
2.011141e+01,3.815925e-22,3,2.203125e-22,2.000000e-01,1.292447e+20
2.031141e+01,2.407686e-22,3,1.390078e-22,2.000000e-01,2.048390e+20
2.051141e+01,5.063823e-23,1,5.063823e-23,2.000000e-01,3.246479e+20
2.071141e+01,9.585169e-23,3,5.534000e-23,2.000000e-01,5.145323e+20
2.091141e+01,0.000000e+00,0,,2.000000e-01,8.154787e+20
2.111141e+01,1.271975e-23,1,1.271975e-23,2.000000e-01,1.292447e+21
2.131141e+01,0.000000e+00,0,,2.000000e-01,2.048390e+21
2.151141e+01,0.000000e+00,0,,2.000000e-01,3.246479e+21
2.171141e+01,0.000000e+00,0,,2.000000e-01,5.145323e+21
2.191141e+01,0.000000e+00,0,,2.000000e-01,8.154787e+21
2.211141e+01,0.000000e+00,0,,2.000000e-01,1.292447e+22
2.231141e+01,0.000000e+00,0,,2.000000e-01,2.048390e+22
2.251141e+01,0.000000e+00,0,,2.000000e-01,3.246479e+22
2.271141e+01,0.000000e+00,0,,2.000000e-01,5.145323e+22
