k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err
0.000000e+00,3.888820e+00,5.432700e+01,5.432700e-01
2.783676e-03,2.161562e+00,5.816169e+00,5.816169e-02
5.567352e-03,1.867631e+00,3.614025e+00,3.614025e-02
8.351028e-03,1.595387e+00,2.923791e+00,2.923791e-02
1.113470e-02,1.371603e+00,2.372986e+00,2.372986e-02
1.391838e-02,1.212695e+00,2.077969e+00,2.077969e-02
1.670206e-02,1.022136e+00,1.657165e+00,1.657165e-02
1.948573e-02,8.865946e-01,1.420829e+00,1.420829e-02
2.226941e-02,7.507662e-01,1.166441e+00,1.166441e-02
2.505308e-02,6.378097e-01,9.460280e-01,9.460280e-03
2.783676e-02,5.499802e-01,8.035637e-01,8.035637e-03
3.062044e-02,4.780001e-01,7.003850e-01,7.003850e-03
3.340411e-02,4.136317e-01,5.979088e-01,5.979088e-03
3.618779e-02,3.571994e-01,5.040840e-01,5.040840e-03
3.897146e-02,3.120638e-01,4.408506e-01,4.408506e-03
4.175514e-02,2.714783e-01,3.876295e-01,3.876295e-03
4.453882e-02,2.377145e-01,3.348490e-01,3.348490e-03
4.732249e-02,2.031795e-01,2.880092e-01,2.880092e-03
5.010617e-02,1.784707e-01,2.503110e-01,2.503110e-03
5.288985e-02,1.548097e-01,2.147741e-01,2.147741e-03
5.567352e-02,1.356824e-01,1.894928e-01,1.894928e-03
5.845720e-02,1.191598e-01,1.652363e-01,1.652363e-03
6.124087e-02,1.057848e-01,1.437704e-01,1.437704e-03
6.402455e-02,9.335773e-02,1.272159e-01,1.272159e-03
6.680823e-02,8.220343e-02,1.109877e-01,1.109877e-03
6.959190e-02,7.285535e-02,1.002203e-01,1.002203e-03
7.237558e-02,6.404508e-02,8.672696e-02,8.672696e-04
7.515925e-02,5.701986e-02,7.647469e-02,7.647469e-04
7.794293e-02,5.073085e-02,6.900781e-02,6.900781e-04
8.072661e-02,4.400842e-02,5.870273e-02,5.870273e-04
8.351028e-02,3.948794e-02,5.234317e-02,5.234317e-04
8.629396e-02,3.441702e-02,4.520546e-02,4.520546e-04
8.907763e-02,3.036254e-02,4.059158e-02,4.059158e-04
9.186131e-02,2.711498e-02,3.625508e-02,3.625508e-04
9.464499e-02,2.368048e-02,3.077933e-02,3.077933e-04
9.742866e-02,2.095489e-02,2.778570e-02,2.778570e-04
1.002123e-01,1.890486e-02,2.446649e-02,2.446649e-04
1.029960e-01,1.650968e-02,2.150996e-02,2.150996e-04
1.057797e-01,1.490022e-02,1.956912e-02,1.956912e-04
1.085634e-01,1.303407e-02,1.732498e-02,1.732498e-04
1.113470e-01,1.178797e-02,1.571361e-02,1.571361e-04
1.141307e-01,1.035711e-02,1.373746e-02,1.373746e-04
1.169144e-01,9.083629e-03,1.183028e-02,1.183028e-04
1.196981e-01,8.141101e-03,1.094661e-02,1.094661e-04
1.224817e-01,7.130155e-03,9.403112e-03,9.403112e-05
1.252654e-01,6.410327e-03,8.456958e-03,8.456958e-05
1.280491e-01,5.641317e-03,7.656759e-03,7.656759e-05
1.308328e-01,5.103869e-03,6.640099e-03,6.640099e-05
1.336165e-01,4.452707e-03,5.989200e-03,5.989200e-05
1.364001e-01,3.938716e-03,5.230064e-03,5.230064e-05
