statistic,value
mean_flux,0.9618187494976553
median_flux,0.9968223571777344
std_flux,0.12070964341886148
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,289.6672335022581
median_tau,0.0031827352941036224
effective_tau,0.038929256153437834
deep_absorption_frac,0.0052878117938948204
moderate_absorption_frac,0.014021851047804705
weak_absorption_frac,0.9806903371583005
tau_eff_err,0.000824048392056049
tau_eff_std,0.0824048392056049
mean_flux_err,0.0003992285193559297
mean_flux_std,0.039922851935592966
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,12.842505011784965
hi_fraction_eff,0.003031282137178793
