statistic,value
mean_flux,0.8557645935151696
median_flux,0.9571219682693481
std_flux,0.23451013378364274
min_flux,2.9382650407717056e-39
max_flux,0.9994902014732361
mean_tau,545.1060510418149
median_tau,0.04382442682981491
effective_tau,0.155759948237649
deep_absorption_frac,0.03544735639283508
moderate_absorption_frac,0.05640728227300803
weak_absorption_frac,0.9081453613341569
tau_eff_err,0.0021898083852873234
tau_eff_std,0.21898083852873235
mean_flux_err,0.0006369166588489703
mean_flux_std,0.06369166588489704
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,inf
hi_fraction_eff,0.0
