statistic,value
mean_flux,0.38851211747783604
median_flux,0.39934125542640686
std_flux,0.30392200790932344
min_flux,2.9382650407717056e-39
max_flux,0.9909466505050659
mean_tau,2323.0488500318784
median_tau,0.9179389476776123
effective_tau,0.9454309192417055
deep_absorption_frac,0.2880682264920932
moderate_absorption_frac,0.2950679544295188
weak_absorption_frac,0.41686381907838804
tau_eff_err,0.002589504720963686
tau_eff_std,0.2589504720963686
mean_flux_err,0.0007111130746430619
mean_flux_std,0.07111130746430619
n_sightlines,10000.0
tau_eff_obs_target,0.5554037618171708
mean_flux_target,0.5738405195244356
tau_scale_factor,0.40554395954675154
tau_eff_H_total,inf
hi_fraction_eff,0.0
