k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err,P_k_rescaled,P_k_rescaled_std,P_k_rescaled_err
0.000000e+00,2.471671e+01,1.104052e+02,1.104052e+00,1.257377e+01,7.032125e+01,7.032125e-01
2.541020e-03,2.040822e+01,2.450673e+01,2.450673e-01,9.844951e+00,1.553219e+01,1.553219e-01
5.082039e-03,1.857505e+01,1.892632e+01,1.892632e-01,8.665239e+00,1.058955e+01,1.058955e-01
7.623059e-03,1.376828e+01,1.521857e+01,1.521857e-01,6.753433e+00,8.461352e+00,8.461352e-02
1.016408e-02,1.215905e+01,1.300872e+01,1.300872e-01,5.996308e+00,7.242035e+00,7.242035e-02
1.270510e-02,1.011214e+01,1.087371e+01,1.087371e-01,5.094040e+00,6.096283e+00,6.096283e-02
1.524612e-02,8.805179e+00,9.020660e+00,9.020660e-02,4.420079e+00,5.007254e+00,5.007254e-02
1.778714e-02,7.566973e+00,7.921792e+00,7.921792e-02,3.847444e+00,4.474094e+00,4.474094e-02
2.032816e-02,6.607106e+00,7.052455e+00,7.052455e-02,3.371330e+00,3.897545e+00,3.897545e-02
2.286918e-02,5.526124e+00,5.811627e+00,5.811627e-02,2.821137e+00,3.203122e+00,3.203122e-02
2.541020e-02,4.899318e+00,5.127039e+00,5.127039e-02,2.507567e+00,2.807555e+00,2.807555e-02
2.795122e-02,4.349829e+00,4.522583e+00,4.522583e-02,2.208558e+00,2.459748e+00,2.459748e-02
3.049224e-02,3.807903e+00,4.043193e+00,4.043193e-02,1.925674e+00,2.157867e+00,2.157867e-02
3.303325e-02,3.336131e+00,3.536653e+00,3.536653e-02,1.681271e+00,1.877647e+00,1.877647e-02
3.557427e-02,2.846941e+00,3.081650e+00,3.081650e-02,1.425604e+00,1.631382e+00,1.631382e-02
3.811529e-02,2.513640e+00,2.650119e+00,2.650119e-02,1.248695e+00,1.411950e+00,1.411950e-02
4.065631e-02,2.264619e+00,2.482645e+00,2.482645e-02,1.118707e+00,1.295660e+00,1.295660e-02
4.319733e-02,2.099806e+00,2.255865e+00,2.255865e-02,1.023704e+00,1.147237e+00,1.147237e-02
4.573835e-02,1.804309e+00,1.931628e+00,1.931628e-02,8.805747e-01,9.862393e-01,9.862393e-03
4.827937e-02,1.604737e+00,1.685124e+00,1.685124e-02,7.636863e-01,8.411904e-01,8.411904e-03
5.082039e-02,1.411215e+00,1.484458e+00,1.484458e-02,6.636083e-01,7.438267e-01,7.438267e-03
5.336141e-02,1.272406e+00,1.334519e+00,1.334519e-02,6.018363e-01,6.704439e-01,6.704439e-03
