N_HI,b_param_km_s
5.084246e+13,3.225017e+01
4.856367e+13,3.465242e+01
1.673566e+15,7.987472e+01
3.779980e+13,5.765393e+01
2.270292e+13,7.899647e+01
5.324237e+13,4.984663e+01
6.475815e+14,7.128668e+01
6.161009e+13,4.684382e+01
6.454550e+13,5.903522e+01
6.454550e+13,5.903522e+01
2.152330e+14,8.000000e+01
1.760539e+14,4.888573e+01
2.405738e+13,7.899576e+01
1.961787e+14,6.660230e+01
2.583639e+13,2.672500e+01
3.964166e+13,3.831584e+01
1.611323e+14,7.104646e+01
1.576132e+13,7.899468e+01
4.852991e+14,8.000000e+01
4.852991e+14,8.000000e+01
3.451687e+13,2.768590e+01
1.338813e+13,7.899830e+01
1.932691e+13,7.897439e+01
1.235654e+14,8.000000e+01
1.235654e+14,8.000000e+01
1.235654e+14,8.000000e+01
3.349074e+13,3.429208e+01
4.891584e+14,6.570146e+01
2.778010e+13,2.594427e+01
1.461652e+14,8.000000e+01
1.461652e+14,8.000000e+01
2.268896e+13,7.899011e+01
1.106359e+14,5.591230e+01
2.774759e+13,2.804624e+01
5.633080e+13,4.858545e+01
2.232138e+14,7.915404e+01
7.427850e+14,7.651157e+01
4.992968e+14,8.000000e+01
4.992968e+14,8.000000e+01
3.843941e+13,3.495270e+01
1.833175e+14,8.000000e+01
1.833175e+14,8.000000e+01
1.268786e+13,4.999799e+00
4.326230e+13,3.765522e+01
1.722469e+13,7.899696e+01
4.089447e+13,3.194989e+01
1.032299e+14,8.000000e+01
1.032299e+14,8.000000e+01
3.052255e+13,7.899598e+01
2.433155e+14,8.000000e+01
2.433155e+14,8.000000e+01
5.493289e+13,3.801556e+01
4.417097e+13,2.990798e+01
1.928806e+14,8.000000e+01
1.928806e+14,8.000000e+01
1.928806e+14,8.000000e+01
6.885119e+14,8.000000e+01
6.885119e+14,8.000000e+01
1.107432e+15,8.000000e+01
1.107432e+15,8.000000e+01
1.107432e+15,8.000000e+01
1.294597e+13,7.896889e+01
4.009186e+14,8.000000e+01
4.009186e+14,8.000000e+01
1.187280e+14,8.000000e+01
6.875855e+13,7.993477e+01
6.009368e+13,4.902140e+01
3.491400e+16,8.000000e+01
5.844172e+14,8.000000e+01
5.844172e+14,8.000000e+01
5.844172e+14,8.000000e+01
6.937973e+13,5.381034e+01
1.203771e+13,7.899474e+01
3.392599e+13,3.435213e+01
6.205670e+14,8.000000e+01
6.205670e+14,8.000000e+01
1.075144e+13,7.899855e+01
2.177701e+14,8.000000e+01
2.177701e+14,8.000000e+01
1.077943e+13,7.898659e+01
4.901579e+13,4.083820e+01
1.307794e+13,7.899367e+01
1.843189e+13,7.899760e+01
9.651076e+12,7.899803e+01
1.333677e+14,5.441090e+01
2.279542e+14,6.365955e+01
3.790066e+14,6.377966e+01
3.249413e+14,8.000000e+01
3.249413e+14,8.000000e+01
3.249413e+14,8.000000e+01
2.079475e+14,8.000000e+01
2.079475e+14,8.000000e+01
3.343641e+14,5.867489e+01
1.576197e+14,4.900584e+01
1.262768e+14,6.059668e+01
7.470931e+13,5.801427e+01
6.813334e+13,3.591360e+01
5.766787e+13,6.197798e+01
7.689598e+15,8.000000e+01
2.863000e+14,8.000000e+01
2.863000e+14,8.000000e+01
1.531911e+13,7.899680e+01
1.458877e+13,7.899669e+01
3.212652e+13,2.948758e+01
4.155956e+13,3.068871e+01
9.876295e+12,1.699384e+01
1.592216e+13,7.912584e+01
7.459341e+13,3.687449e+01
8.293160e+13,4.660360e+01
7.559704e+13,7.374899e+01
1.426762e+13,7.899633e+01
2.919521e+15,8.000000e+01
5.080345e+13,3.669433e+01
2.606474e+14,6.263859e+01
4.253389e+14,8.000000e+01
1.911436e+13,7.899641e+01
8.685848e+14,8.000000e+01
8.685848e+14,8.000000e+01
1.095221e+13,7.898555e+01
2.487159e+14,8.000000e+01
2.487159e+14,8.000000e+01
2.087569e+13,7.899843e+01
2.493670e+13,2.516354e+01
1.394602e+13,7.890904e+01
1.988561e+14,8.000000e+01
1.988561e+14,8.000000e+01
1.919429e+13,7.898093e+01
4.252289e+13,3.363146e+01
3.007197e+13,3.146944e+01
1.221283e+13,7.899831e+01
5.345833e+13,3.453230e+01
6.254553e+13,4.948629e+01
2.445918e+13,2.684511e+01
1.032708e+15,8.000000e+01
1.032708e+15,8.000000e+01
1.150070e+14,4.636337e+01
3.120904e+13,7.899152e+01
1.040207e+13,7.899278e+01
1.233221e+13,7.899252e+01
2.837014e+13,2.744567e+01
7.636912e+13,3.747506e+01
3.102459e+13,3.459236e+01
