statistic,value
mean_flux,0.7972827267679057
median_flux,0.9387472867965698
std_flux,0.28607671998373574
min_flux,2.9382650407717056e-39
max_flux,0.9998792409896851
mean_tau,1082.6925722181606
median_tau,0.0632089376449585
effective_tau,0.2265459243667092
deep_absorption_frac,0.06453720629271646
moderate_absorption_frac,0.08821668216928863
weak_absorption_frac,0.8472461115379949
tau_eff_err,0.0016739798615271406
tau_eff_std,0.16739798615271406
mean_flux_err,0.0007971163641897285
mean_flux_std,0.07971163641897284
n_sightlines,10000.0
tau_eff_obs_target,0.12714278068007295
mean_flux_target,0.8806079298214535
tau_scale_factor,0.37910095590906373
tau_eff_H_total,
hi_fraction_eff,
