# n_pixels = 225710000
# n_bins = 50
# grid = fixed, [0, 1]
# density: normalised so sum(density * bin_width) = 1
# density_err: Poisson, sqrt(count) / (n_pixels * bin_width)
#
flux_bin_center,flux_bin_low,flux_bin_high,density,density_err,count
1.000000e-02,0.000000e+00,2.000000e-02,2.208396e-01,2.211811e-04,996914
3.000000e-02,2.000000e-02,4.000000e-02,5.029861e-02,1.055571e-04,227058
5.000000e-02,4.000000e-02,6.000000e-02,4.171703e-02,9.613162e-05,188319
7.000000e-02,6.000000e-02,8.000000e-02,3.870586e-02,9.259722e-05,174726
9.000000e-02,8.000000e-02,1.000000e-01,3.778720e-02,9.149176e-05,170579
1.100000e-01,1.000000e-01,1.200000e-01,3.689424e-02,9.040426e-05,166548
1.300000e-01,1.200000e-01,1.400000e-01,3.666475e-02,9.012265e-05,165512
1.500000e-01,1.400000e-01,1.600000e-01,3.720305e-02,9.078182e-05,167942
1.700000e-01,1.600000e-01,1.800000e-01,3.791259e-02,9.164342e-05,171145
1.900000e-01,1.800000e-01,2.000000e-01,3.845222e-02,9.229333e-05,173581
2.100000e-01,2.000000e-01,2.200000e-01,3.957689e-02,9.363332e-05,178658
2.300000e-01,2.200000e-01,2.400000e-01,4.063356e-02,9.487505e-05,183428
2.500000e-01,2.400000e-01,2.600000e-01,4.156816e-02,9.595995e-05,187647
2.700000e-01,2.600000e-01,2.800000e-01,4.268398e-02,9.723935e-05,192684
2.900000e-01,2.800000e-01,3.000000e-01,4.601458e-02,1.009619e-04,207719
3.100000e-01,3.000000e-01,3.200000e-01,4.695738e-02,1.019909e-04,211975
3.300000e-01,3.200000e-01,3.400000e-01,4.821186e-02,1.033443e-04,217638
3.500000e-01,3.400000e-01,3.600000e-01,5.170994e-02,1.070278e-04,233429
3.700000e-01,3.600000e-01,3.800000e-01,5.354349e-02,1.089088e-04,241706
3.900000e-01,3.800000e-01,4.000000e-01,5.523260e-02,1.106133e-04,249331
4.100000e-01,4.000000e-01,4.200000e-01,5.836250e-02,1.137042e-04,263460
4.300000e-01,4.200000e-01,4.400000e-01,6.015905e-02,1.154410e-04,271570
4.500000e-01,4.400000e-01,4.600000e-01,6.313921e-02,1.182658e-04,285023
4.700000e-01,4.600000e-01,4.800000e-01,6.622126e-02,1.211179e-04,298936
4.900000e-01,4.800000e-01,5.000000e-01,6.998516e-02,1.245124e-04,315927
5.100000e-01,5.000000e-01,5.200000e-01,7.376235e-02,1.278283e-04,332978
5.300000e-01,5.200000e-01,5.400000e-01,7.742723e-02,1.309654e-04,349522
5.500000e-01,5.400000e-01,5.600000e-01,8.324155e-02,1.357937e-04,375769
5.700000e-01,5.600000e-01,5.800000e-01,8.867928e-02,1.401589e-04,400316
5.900000e-01,5.800000e-01,6.000000e-01,9.389704e-02,1.442233e-04,423870
6.100000e-01,6.000000e-01,6.200000e-01,1.015741e-01,1.500034e-04,458526
6.300000e-01,6.200000e-01,6.400000e-01,1.074224e-01,1.542613e-04,484926
6.500000e-01,6.400000e-01,6.600000e-01,1.159441e-01,1.602633e-04,523395
6.700000e-01,6.600000e-01,6.800000e-01,1.253283e-01,1.666227e-04,565757
6.900000e-01,6.800000e-01,7.000000e-01,1.363072e-01,1.737677e-04,615318
7.100000e-01,7.000000e-01,7.200000e-01,1.475686e-01,1.808034e-04,666154
7.300000e-01,7.200000e-01,7.400000e-01,1.630109e-01,1.900282e-04,735864
7.500000e-01,7.400000e-01,7.600000e-01,1.801440e-01,1.997650e-04,813206
7.700000e-01,7.600000e-01,7.800000e-01,2.020207e-01,2.115473e-04,911962
7.900000e-01,7.800000e-01,8.000000e-01,2.263582e-01,2.239276e-04,1021826
8.100000e-01,8.000000e-01,8.200000e-01,2.594114e-01,2.397199e-04,1171035
8.300000e-01,8.200000e-01,8.400000e-01,2.992727e-01,2.574798e-04,1350977
8.500000e-01,8.400000e-01,8.600000e-01,3.514508e-01,2.790242e-04,1586519
8.700000e-01,8.600000e-01,8.800000e-01,4.237269e-01,3.063745e-04,1912788
8.900000e-01,8.800000e-01,9.000000e-01,5.282125e-01,3.420692e-04,2384457
9.100000e-01,9.000000e-01,9.200000e-01,6.840463e-01,3.892713e-04,3087922
9.300000e-01,9.200000e-01,9.400000e-01,9.471909e-01,4.580663e-04,4275809
9.500000e-01,9.400000e-01,9.600000e-01,1.441679e+00,5.651241e-04,6508026
9.700000e-01,9.600000e-01,9.800000e-01,2.802789e+00,7.879612e-04,12652352
9.900000e-01,9.800000e-01,1.000000e+00,3.897906e+01,2.938497e-03,175959271
