ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,7.122661e+04,1.789510e+04
HI 1215Å,59847,5.984700e+01,1.445985e-01,1.008022e+04,1.330970e+00
