# n_sightlines = 10000
# X = 1.344938e-02 (absorption distance, dimensionless)
# dX_comoving_mpc = 37.252272
# X_absorption = 1.344938e-02
# redshift = 0.269964
# n_absorbers = 480000
# absorber_mode = 2
# cell_dv = 50.0
# colden_mode = 1
# norm_mode = 1
# log_N_min = 13.0
# log_N_max = 22.8
# n_bins = 49
# fit_log_N_min = 13.5
# fit_log_N_max = 15.0
# min_N_gate = 0.0
# dx_mode = 1
# beta_fit = 2.242154
# beta_fit_err = 0.069665
# beta_fit_n_bins = 8
# f_N_HI units: [cm^2]  (f(N) = dn/dN dX)
#
log10_N_HI,f_N_HI,counts,f_N_HI_err,delta_log_N,bin_center
1.311141e+01,6.537893e-12,5143,9.116530e-14,2.000000e-01,1.292447e+13
1.331141e+01,2.982960e-12,3719,4.891414e-14,2.000000e-01,2.048390e+13
1.351141e+01,1.338082e-12,2644,2.602268e-14,2.000000e-01,3.246479e+13
1.371141e+01,5.709378e-13,1788,1.350222e-14,2.000000e-01,5.145323e+13
1.391141e+01,2.280698e-13,1132,6.778670e-15,2.000000e-01,8.154787e+13
1.411141e+01,7.423935e-14,584,3.072046e-15,2.000000e-01,1.292447e+14
1.431141e+01,2.253864e-14,281,1.344542e-15,2.000000e-01,2.048390e+14
1.451141e+01,6.933330e-15,137,5.923544e-16,2.000000e-01,3.246479e+14
1.471141e+01,2.394873e-15,75,2.765362e-16,2.000000e-01,5.145323e+14
1.491141e+01,1.470768e-15,73,1.721404e-16,2.000000e-01,8.154787e+14
1.511141e+01,6.483231e-16,51,9.078339e-17,2.000000e-01,1.292447e+15
1.531141e+01,2.406260e-16,30,4.393210e-17,2.000000e-01,2.048390e+15
1.551141e+01,1.366423e-16,27,2.629682e-17,2.000000e-01,3.246479e+15
1.571141e+01,7.663595e-17,24,1.564325e-17,2.000000e-01,5.145323e+15
1.591141e+01,5.036877e-17,25,1.007375e-17,2.000000e-01,8.154787e+15
1.611141e+01,2.796688e-17,22,5.962558e-18,2.000000e-01,1.292447e+16
1.631141e+01,1.363547e-17,17,3.307088e-18,2.000000e-01,2.048390e+16
1.651141e+01,8.097320e-18,16,2.024330e-18,2.000000e-01,3.246479e+16
1.671141e+01,4.470430e-18,14,1.194773e-18,2.000000e-01,5.145323e+16
1.691141e+01,1.813276e-18,9,6.044252e-19,2.000000e-01,8.154787e+16
1.711141e+01,7.627330e-19,6,3.113845e-19,2.000000e-01,1.292447e+17
1.731141e+01,7.218780e-19,9,2.406260e-19,2.000000e-01,2.048390e+17
1.751141e+01,2.530412e-19,5,1.131635e-19,2.000000e-01,3.246479e+17
1.771141e+01,1.915899e-19,6,7.821624e-20,2.000000e-01,5.145323e+17
1.791141e+01,1.410325e-19,7,5.330529e-20,2.000000e-01,8.154787e+17
1.811141e+01,8.898552e-20,7,3.363337e-20,2.000000e-01,1.292447e+18
1.831141e+01,6.416693e-20,8,2.268644e-20,2.000000e-01,2.048390e+18
1.851141e+01,3.542577e-20,7,1.338968e-20,2.000000e-01,3.246479e+18
1.871141e+01,1.915899e-20,6,7.821624e-21,2.000000e-01,5.145323e+18
1.891141e+01,6.044252e-21,3,3.489650e-21,2.000000e-01,8.154787e+18
1.911141e+01,6.356109e-21,5,2.842538e-21,2.000000e-01,1.292447e+19
1.931141e+01,4.812520e-21,6,1.964703e-21,2.000000e-01,2.048390e+19
1.951141e+01,3.036495e-21,6,1.239644e-21,2.000000e-01,3.246479e+19
1.971141e+01,1.277266e-21,4,6.386329e-22,2.000000e-01,5.145323e+19
1.991141e+01,2.014751e-22,1,2.014751e-22,2.000000e-01,8.154787e+19
2.011141e+01,6.356109e-22,5,2.842538e-22,2.000000e-01,1.292447e+20
2.031141e+01,1.604173e-22,2,1.134322e-22,2.000000e-01,2.048390e+20
2.051141e+01,5.060825e-23,1,5.060825e-23,2.000000e-01,3.246479e+20
2.071141e+01,9.579494e-23,3,5.530723e-23,2.000000e-01,5.145323e+20
2.091141e+01,2.014751e-23,1,2.014751e-23,2.000000e-01,8.154787e+20
2.111141e+01,1.271222e-23,1,1.271222e-23,2.000000e-01,1.292447e+21
2.131141e+01,0.000000e+00,0,,2.000000e-01,2.048390e+21
2.151141e+01,0.000000e+00,0,,2.000000e-01,3.246479e+21
2.171141e+01,0.000000e+00,0,,2.000000e-01,5.145323e+21
2.191141e+01,0.000000e+00,0,,2.000000e-01,8.154787e+21
2.211141e+01,0.000000e+00,0,,2.000000e-01,1.292447e+22
2.231141e+01,0.000000e+00,0,,2.000000e-01,2.048390e+22
2.251141e+01,0.000000e+00,0,,2.000000e-01,3.246479e+22
2.271141e+01,0.000000e+00,0,,2.000000e-01,5.145323e+22
