k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err,P_k_rescaled,P_k_rescaled_std,P_k_rescaled_err
0.000000e+00,1.807339e+01,7.780842e+01,7.780842e-01,7.439140e+00,4.578308e+01,4.578308e-01
2.541020e-03,1.993510e+01,2.311648e+01,2.311648e-01,7.572572e+00,1.158395e+01,1.158395e-01
5.082039e-03,1.774291e+01,1.833856e+01,1.833856e-01,6.646715e+00,8.361137e+00,8.361137e-02
7.623059e-03,1.444718e+01,1.473746e+01,1.473746e-01,5.556811e+00,6.631744e+00,6.631744e-02
1.016408e-02,1.276901e+01,1.294785e+01,1.294785e-01,4.976034e+00,5.831867e+00,5.831867e-02
1.270510e-02,1.121615e+01,1.173515e+01,1.173515e-01,4.427633e+00,5.280004e+00,5.280004e-02
1.524612e-02,1.022252e+01,1.062513e+01,1.062513e-01,4.034505e+00,4.688129e+00,4.688129e-02
1.778714e-02,8.819745e+00,9.025509e+00,9.025509e-02,3.529912e+00,4.066855e+00,4.066855e-02
2.032816e-02,8.387127e+00,8.407877e+00,8.407877e-02,3.307629e+00,3.611585e+00,3.611585e-02
2.286918e-02,6.889706e+00,6.946299e+00,6.946299e-02,2.761019e+00,3.054901e+00,3.054901e-02
2.541020e-02,6.234239e+00,6.304787e+00,6.304787e-02,2.483981e+00,2.758413e+00,2.758413e-02
2.795122e-02,5.615892e+00,5.743140e+00,5.743140e-02,2.221527e+00,2.458372e+00,2.458372e-02
3.049224e-02,4.966168e+00,5.000746e+00,5.000746e-02,1.968624e+00,2.171097e+00,2.171097e-02
3.303325e-02,4.489961e+00,4.603908e+00,4.603908e-02,1.755879e+00,1.969198e+00,1.969198e-02
3.557427e-02,3.951902e+00,3.958496e+00,3.958496e-02,1.530850e+00,1.648128e+00,1.648128e-02
3.811529e-02,3.725100e+00,3.825655e+00,3.825655e-02,1.426114e+00,1.553418e+00,1.553418e-02
4.065631e-02,3.299077e+00,3.406727e+00,3.406727e-02,1.248266e+00,1.337960e+00,1.337960e-02
