statistic,value
mean_flux,0.7580911089132307
median_flux,0.895343542098999
std_flux,0.2902552917436411
min_flux,2.9382650407717056e-39
max_flux,0.9989067316055298
mean_tau,616.2532319590185
median_tau,0.11054781079292297
effective_tau,0.27695170410733105
deep_absorption_frac,0.07252963157681887
moderate_absorption_frac,0.10206935738261819
weak_absorption_frac,0.825401011040563
tau_eff_err,0.0013656894831662108
tau_eff_std,0.13656894831662109
mean_flux_err,0.0006481198540352781
mean_flux_std,0.06481198540352781
n_sightlines,10000.0
tau_eff_obs_target,0.12714278068007295
mean_flux_target,0.8806079298214535
tau_scale_factor,0.2942041230855382
tau_eff_H_total,
hi_fraction_eff,
