statistic,value
mean_flux,0.567011746097364
median_flux,0.6878048181533813
std_flux,0.33173362796666794
min_flux,2.9382650407717056e-39
max_flux,0.9983201622962952
mean_tau,2412.816149382438
median_tau,0.374250203371048
effective_tau,0.5673752592478624
deep_absorption_frac,0.17838123834122543
moderate_absorption_frac,0.17766458602381976
weak_absorption_frac,0.6439541756349548
tau_eff_err,0.0025903896359042245
tau_eff_std,0.25903896359042244
mean_flux_err,0.0008789315904580374
mean_flux_std,0.08789315904580373
n_sightlines,10000.0
tau_eff_obs_target,0.3620014421674397
mean_flux_target,0.6962813636867353
tau_scale_factor,0.4581918981547981
tau_eff_H_total,
hi_fraction_eff,
