ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,4.825435e+04,1.361767e+04
HI 1215Å,38683,3.868300e+01,1.036467e-01,7.452739e+03,1.235294e+00
