statistic,value
mean_flux,0.9727900681480023
median_flux,0.9988419413566589
std_flux,0.10427645876971048
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,537.2223972222918
median_tau,0.0011586908949539065
effective_tau,0.02758697737415918
deep_absorption_frac,0.0040793951758070325
moderate_absorption_frac,0.009805384215368614
weak_absorption_frac,0.9861152206088244
tau_eff_err,0.001436282322307975
tau_eff_std,0.1436282322307975
mean_flux_err,0.00036114594603863686
mean_flux_std,0.03611459460386369
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,
hi_fraction_eff,
