# n_pixels = 249990000
# n_pixels_in_grid = 132339758
# n_bins = 60
# grid = fixed, log10(tau) in [-3, 2]
# frac_tau_zero = 7.632305e-06
# frac_tau_underflow = 4.701377e-01
# frac_tau_overflow = 4.745030e-04
# density: normalised over the in-grid pixels only
# density_err: Poisson, sqrt(count) / (n_pixels_in_grid * bin_width)
#
log_tau_bin_center,log_tau_bin_low,log_tau_bin_high,density,density_err,count
-2.958333e+00,-3.000000e+00,-2.916667e+00,8.772976e-01,2.820453e-04,9675113
-2.875000e+00,-2.916667e+00,-2.833333e+00,8.311841e-01,2.745327e-04,9166559
-2.791667e+00,-2.833333e+00,-2.750000e+00,7.774267e-01,2.655065e-04,8573705
-2.708333e+00,-2.750000e+00,-2.666667e+00,7.274852e-01,2.568370e-04,8022935
-2.625000e+00,-2.666667e+00,-2.583333e+00,6.768299e-01,2.477338e-04,7464292
-2.541667e+00,-2.583333e+00,-2.500000e+00,6.224884e-01,2.375807e-04,6864997
-2.458333e+00,-2.500000e+00,-2.416667e+00,5.697214e-01,2.272881e-04,6283066
-2.375000e+00,-2.416667e+00,-2.333333e+00,5.257839e-01,2.183479e-04,5798509
-2.291667e+00,-2.333333e+00,-2.250000e+00,4.867298e-01,2.100823e-04,5367809
-2.208333e+00,-2.250000e+00,-2.166667e+00,4.493665e-01,2.018579e-04,4955754
-2.125000e+00,-2.166667e+00,-2.083333e+00,4.212779e-01,1.954474e-04,4645985
-2.041667e+00,-2.083333e+00,-2.000000e+00,3.933861e-01,1.888665e-04,4338385
-1.958333e+00,-2.000000e+00,-1.916667e+00,3.708371e-01,1.833737e-04,4089708
-1.875000e+00,-1.916667e+00,-1.833333e+00,3.498035e-01,1.780974e-04,3857743
-1.791667e+00,-1.833333e+00,-1.750000e+00,3.276051e-01,1.723538e-04,3612932
-1.708333e+00,-1.750000e+00,-1.666667e+00,3.086107e-01,1.672827e-04,3403455
-1.625000e+00,-1.666667e+00,-1.583333e+00,2.917345e-01,1.626445e-04,3217339
-1.541667e+00,-1.583333e+00,-1.500000e+00,2.746982e-01,1.578241e-04,3029458
-1.458333e+00,-1.500000e+00,-1.416667e+00,2.591489e-01,1.532922e-04,2857975
-1.375000e+00,-1.416667e+00,-1.333333e+00,2.416180e-01,1.480165e-04,2664639
-1.291667e+00,-1.333333e+00,-1.250000e+00,2.288206e-01,1.440433e-04,2523505
-1.208333e+00,-1.250000e+00,-1.166667e+00,2.119631e-01,1.386358e-04,2337595
-1.125000e+00,-1.166667e+00,-1.083333e+00,1.970381e-01,1.336659e-04,2172998
-1.041667e+00,-1.083333e+00,-1.000000e+00,1.797171e-01,1.276557e-04,1981976
-9.583333e-01,-1.000000e+00,-9.166667e-01,1.641600e-01,1.220054e-04,1810408
-8.750000e-01,-9.166667e-01,-8.333333e-01,1.488971e-01,1.161953e-04,1642084
-7.916667e-01,-8.333333e-01,-7.500000e-01,1.353248e-01,1.107730e-04,1492404
-7.083333e-01,-7.500000e-01,-6.666667e-01,1.234076e-01,1.057831e-04,1360978
-6.250000e-01,-6.666667e-01,-5.833333e-01,1.133000e-01,1.013586e-04,1249508
-5.416667e-01,-5.833333e-01,-5.000000e-01,1.029993e-01,9.664128e-05,1135909
-4.583333e-01,-5.000000e-01,-4.166667e-01,9.060887e-02,9.064228e-05,999263
-3.750000e-01,-4.166667e-01,-3.333333e-01,7.977158e-02,8.504907e-05,879746
-2.916667e-01,-3.333333e-01,-2.500000e-01,7.068651e-02,8.005966e-05,779553
-2.083333e-01,-2.500000e-01,-1.666667e-01,6.121235e-02,7.450150e-05,675069
-1.250000e-01,-1.666667e-01,-8.333333e-02,5.290755e-02,6.926347e-05,583481
-4.166667e-02,-8.333333e-02,0.000000e+00,4.550179e-02,6.423322e-05,501808
4.166667e-02,0.000000e+00,8.333333e-02,3.800980e-02,5.870746e-05,419184
1.250000e-01,8.333333e-02,1.666667e-01,3.327009e-02,5.492530e-05,366913
2.083333e-01,1.666667e-01,2.500000e-01,2.838322e-02,5.073133e-05,313019
2.916667e-01,2.500000e-01,3.333333e-01,2.251514e-02,4.518380e-05,248304
3.750000e-01,3.333333e-01,4.166667e-01,1.804737e-02,4.045315e-05,199032
4.583333e-01,4.166667e-01,5.000000e-01,1.416055e-02,3.583320e-05,156167
5.416667e-01,5.000000e-01,5.833333e-01,1.060099e-02,3.100406e-05,116911
6.250000e-01,5.833333e-01,6.666667e-01,9.008993e-03,2.858141e-05,99354
7.083333e-01,6.666667e-01,7.500000e-01,6.820898e-03,2.486945e-05,75223
7.916667e-01,7.500000e-01,8.333333e-01,5.022346e-03,2.134021e-05,55388
8.750000e-01,8.333333e-01,9.166667e-01,3.857888e-03,1.870339e-05,42546
9.583333e-01,9.166667e-01,1.000000e+00,3.408227e-03,1.757963e-05,37587
1.041667e+00,1.000000e+00,1.083333e+00,3.010796e-03,1.652289e-05,33204
1.125000e+00,1.083333e+00,1.166667e+00,2.381688e-03,1.469562e-05,26266
1.208333e+00,1.166667e+00,1.250000e+00,2.052172e-03,1.364119e-05,22632
1.291667e+00,1.250000e+00,1.333333e+00,1.794200e-03,1.275501e-05,19787
1.375000e+00,1.333333e+00,1.416667e+00,1.546655e-03,1.184247e-05,17057
1.458333e+00,1.416667e+00,1.500000e+00,1.313891e-03,1.091503e-05,14490
1.541667e+00,1.500000e+00,1.583333e+00,1.112319e-03,1.004292e-05,12267
1.625000e+00,1.583333e+00,1.666667e+00,1.071968e-03,9.859080e-06,11822
1.708333e+00,1.666667e+00,1.750000e+00,9.436620e-04,9.250255e-06,10407
1.791667e+00,1.750000e+00,1.833333e+00,8.920675e-04,8.993823e-06,9838
1.875000e+00,1.833333e+00,1.916667e+00,7.914175e-04,8.471265e-06,8728
1.958333e+00,1.916667e+00,2.000000e+00,6.337325e-04,7.580510e-06,6989
