ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10001,1.000100e+01,9.999999e-01,2.152895e+04,3.901449e+03
HI 1215Å,17052,1.705200e+01,4.579577e-02,8.854100e+03,1.129592e+00
