statistic,value
mean_flux,0.9399487423280362
median_flux,0.9935343861579895
std_flux,0.15834205406837054
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,405.51104907727057
median_tau,0.006486581638455391
effective_tau,0.06192993464313075
deep_absorption_frac,0.011406716583226263
moderate_absorption_frac,0.023606083026892915
weak_absorption_frac,0.9649872003898808
tau_eff_err,0.0009831219567286314
tau_eff_std,0.09831219567286315
mean_flux_err,0.0004900586225479131
mean_flux_std,0.04900586225479131
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,13.667065495382396
hi_fraction_eff,0.004531326389706278
