ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.144568e+05,3.927648e+04
HI 1215Å,91733,9.173300e+01,2.787891e-01,5.842802e+03,1.657100e+00
