# n_pixels = 338020000
# n_pixels_in_grid = 333457019
# n_bins = 60
# grid = fixed, log10(tau) in [-3, 2]
# frac_tau_zero = 0.000000e+00
# frac_tau_underflow = 0.000000e+00
# frac_tau_overflow = 1.349915e-02
# density: normalised over the in-grid pixels only
# density_err: Poisson, sqrt(count) / (n_pixels_in_grid * bin_width)
#
log_tau_bin_center,log_tau_bin_low,log_tau_bin_high,density,density_err,count
-2.958333e+00,-3.000000e+00,-2.916667e+00,1.511439e-06,2.332201e-07,42
-2.875000e+00,-2.916667e+00,-2.833333e+00,2.447092e-06,2.967535e-07,68
-2.791667e+00,-2.833333e+00,-2.750000e+00,2.231172e-06,2.833591e-07,62
-2.708333e+00,-2.750000e+00,-2.666667e+00,2.770972e-06,3.157815e-07,77
-2.625000e+00,-2.666667e+00,-2.583333e+00,2.123212e-06,2.764187e-07,59
-2.541667e+00,-2.583333e+00,-2.500000e+00,3.886558e-06,3.739842e-07,108
-2.458333e+00,-2.500000e+00,-2.416667e+00,8.672782e-06,5.586630e-07,241
-2.375000e+00,-2.416667e+00,-2.333333e+00,1.651787e-05,7.709882e-07,459
-2.291667e+00,-2.333333e+00,-2.250000e+00,2.134008e-05,8.763321e-07,593
-2.208333e+00,-2.250000e+00,-2.166667e+00,2.393112e-05,9.280090e-07,665
-2.125000e+00,-2.166667e+00,-2.083333e+00,4.483936e-05,1.270283e-06,1246
-2.041667e+00,-2.083333e+00,-2.000000e+00,7.139751e-05,1.602921e-06,1984
-1.958333e+00,-2.000000e+00,-1.916667e+00,1.197995e-04,2.076339e-06,3329
-1.875000e+00,-1.916667e+00,-1.833333e+00,1.970989e-04,2.663255e-06,5477
-1.791667e+00,-1.833333e+00,-1.750000e+00,3.421610e-04,3.509021e-06,9508
-1.708333e+00,-1.750000e+00,-1.666667e+00,6.423616e-04,4.807956e-06,17850
-1.625000e+00,-1.666667e+00,-1.583333e+00,1.160533e-03,6.462484e-06,32249
-1.541667e+00,-1.583333e+00,-1.500000e+00,2.434605e-03,9.360195e-06,67653
-1.458333e+00,-1.500000e+00,-1.416667e+00,5.044032e-03,1.347285e-05,140164
-1.375000e+00,-1.416667e+00,-1.333333e+00,1.074993e-02,1.966860e-05,298720
-1.291667e+00,-1.333333e+00,-1.250000e+00,2.238769e-02,2.838411e-05,622111
-1.208333e+00,-1.250000e+00,-1.166667e+00,4.442987e-02,3.998602e-05,1234621
-1.125000e+00,-1.166667e+00,-1.083333e+00,8.105586e-02,5.400860e-05,2252387
-1.041667e+00,-1.083333e+00,-1.000000e+00,1.360813e-01,6.997935e-05,3781438
-9.583333e-01,-1.000000e+00,-9.166667e-01,2.122660e-01,8.739990e-05,5898466
-8.750000e-01,-9.166667e-01,-8.333333e-01,3.059019e-01,1.049208e-04,8500428
-7.916667e-01,-8.333333e-01,-7.500000e-01,4.073123e-01,1.210694e-04,11318430
-7.083333e-01,-7.500000e-01,-6.666667e-01,5.064462e-01,1.350011e-04,14073170
-6.250000e-01,-6.666667e-01,-5.833333e-01,5.936599e-01,1.461637e-04,16496672
-5.416667e-01,-5.833333e-01,-5.000000e-01,6.629651e-01,1.544600e-04,18422530
-4.583333e-01,-5.000000e-01,-4.166667e-01,7.021150e-01,1.589552e-04,19510432
-3.750000e-01,-4.166667e-01,-3.333333e-01,7.171508e-01,1.606482e-04,19928246
-2.916667e-01,-3.333333e-01,-2.500000e-01,7.085642e-01,1.596836e-04,19689642
-2.083333e-01,-2.500000e-01,-1.666667e-01,6.831576e-01,1.567946e-04,18983642
-1.250000e-01,-1.666667e-01,-8.333333e-02,6.460804e-01,1.524804e-04,17953337
-4.166667e-02,-8.333333e-02,0.000000e+00,5.990297e-01,1.468233e-04,16645888
4.166667e-02,0.000000e+00,8.333333e-02,5.539132e-01,1.411860e-04,15392188
1.250000e-01,8.333333e-02,1.666667e-01,5.031875e-01,1.345661e-04,13982617
2.083333e-01,1.666667e-01,2.500000e-01,4.548714e-01,1.279426e-04,12640005
2.916667e-01,2.500000e-01,3.333333e-01,4.082845e-01,1.212138e-04,11345443
3.750000e-01,3.333333e-01,4.166667e-01,3.666931e-01,1.148741e-04,10189700
4.583333e-01,4.166667e-01,5.000000e-01,3.301375e-01,1.089979e-04,9173890
5.416667e-01,5.000000e-01,5.833333e-01,2.972566e-01,1.034276e-04,8260191
6.250000e-01,5.833333e-01,6.666667e-01,2.690923e-01,9.840595e-05,7477561
7.083333e-01,6.666667e-01,7.500000e-01,2.460951e-01,9.410706e-05,6838512
7.916667e-01,7.500000e-01,8.333333e-01,2.227312e-01,8.952848e-05,6189273
8.750000e-01,8.333333e-01,9.166667e-01,2.004968e-01,8.494237e-05,5571421
9.583333e-01,9.166667e-01,1.000000e+00,1.815570e-01,8.083085e-05,5045120
1.041667e+00,1.000000e+00,1.083333e+00,1.612953e-01,7.618711e-05,4482087
1.125000e+00,1.083333e+00,1.166667e+00,1.409078e-01,7.120955e-05,3915559
1.208333e+00,1.166667e+00,1.250000e+00,1.225551e-01,6.641045e-05,3405572
1.291667e+00,1.250000e+00,1.333333e+00,1.039890e-01,6.117364e-05,2889654
1.375000e+00,1.333333e+00,1.416667e+00,8.723678e-02,5.602998e-05,2424143
