statistic,value
mean_flux,0.940554154969051
median_flux,0.9940661191940308
std_flux,0.15821658839444036
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,821.9797247974398
median_tau,0.005951608996838331
effective_tau,0.061286050857786545
deep_absorption_frac,0.011523552345930619
moderate_absorption_frac,0.023386137078552124
weak_absorption_frac,0.9650903105755173
tau_eff_err,0.001573397509377224
tau_eff_std,0.1573397509377224
mean_flux_err,0.0005302807940675505
mean_flux_std,0.05302807940675505
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,13.218694740078764
hi_fraction_eff,0.004636316365640236
