# n_pixels = 225710000
# n_bins = 50
# grid = fixed, [0, 1]
# density: normalised so sum(density * bin_width) = 1
# density_err: Poisson, sqrt(count) / (n_pixels * bin_width)
#
flux_bin_center,flux_bin_low,flux_bin_high,density,density_err,count
1.000000e-02,0.000000e+00,2.000000e-02,3.373973e-01,2.733886e-04,1523079
3.000000e-02,2.000000e-02,4.000000e-02,7.281556e-02,1.270053e-04,328704
5.000000e-02,4.000000e-02,6.000000e-02,6.037393e-02,1.156470e-04,272540
7.000000e-02,6.000000e-02,8.000000e-02,5.417040e-02,1.095445e-04,244536
9.000000e-02,8.000000e-02,1.000000e-01,5.142041e-02,1.067278e-04,232122
1.100000e-01,1.000000e-01,1.200000e-01,4.950179e-02,1.047177e-04,223461
1.300000e-01,1.200000e-01,1.400000e-01,4.792100e-02,1.030321e-04,216325
1.500000e-01,1.400000e-01,1.600000e-01,4.804461e-02,1.031649e-04,216883
1.700000e-01,1.600000e-01,1.800000e-01,4.898188e-02,1.041663e-04,221114
1.900000e-01,1.800000e-01,2.000000e-01,4.862279e-02,1.037838e-04,219493
2.100000e-01,2.000000e-01,2.200000e-01,4.853197e-02,1.036868e-04,219083
2.300000e-01,2.200000e-01,2.400000e-01,4.972420e-02,1.049527e-04,224465
2.500000e-01,2.400000e-01,2.600000e-01,4.964800e-02,1.048722e-04,224121
2.700000e-01,2.600000e-01,2.800000e-01,5.132360e-02,1.066272e-04,231685
2.900000e-01,2.800000e-01,3.000000e-01,5.355323e-02,1.089187e-04,241750
3.100000e-01,3.000000e-01,3.200000e-01,5.584046e-02,1.112203e-04,252075
3.300000e-01,3.200000e-01,3.400000e-01,5.770945e-02,1.130663e-04,260512
3.500000e-01,3.400000e-01,3.600000e-01,6.017279e-02,1.154542e-04,271632
3.700000e-01,3.600000e-01,3.800000e-01,6.270723e-02,1.178605e-04,283073
3.900000e-01,3.800000e-01,4.000000e-01,6.491737e-02,1.199196e-04,293050
4.100000e-01,4.000000e-01,4.200000e-01,6.795158e-02,1.226901e-04,306747
4.300000e-01,4.200000e-01,4.400000e-01,7.106841e-02,1.254723e-04,320817
4.500000e-01,4.400000e-01,4.600000e-01,7.413207e-02,1.281482e-04,334647
4.700000e-01,4.600000e-01,4.800000e-01,7.771720e-02,1.312104e-04,350831
4.900000e-01,4.800000e-01,5.000000e-01,8.123721e-02,1.341489e-04,366721
5.100000e-01,5.000000e-01,5.200000e-01,8.595897e-02,1.379924e-04,388036
5.300000e-01,5.200000e-01,5.400000e-01,9.204621e-02,1.427949e-04,415515
5.500000e-01,5.400000e-01,5.600000e-01,9.774667e-02,1.471501e-04,441248
5.700000e-01,5.600000e-01,5.800000e-01,1.051967e-01,1.526549e-04,474879
5.900000e-01,5.800000e-01,6.000000e-01,1.126344e-01,1.579592e-04,508454
6.100000e-01,6.000000e-01,6.200000e-01,1.202545e-01,1.632151e-04,542853
6.300000e-01,6.200000e-01,6.400000e-01,1.286332e-01,1.688053e-04,580676
6.500000e-01,6.400000e-01,6.600000e-01,1.381230e-01,1.749213e-04,623515
6.700000e-01,6.600000e-01,6.800000e-01,1.488095e-01,1.815620e-04,671756
6.900000e-01,6.800000e-01,7.000000e-01,1.631902e-01,1.901326e-04,736673
7.100000e-01,7.000000e-01,7.200000e-01,1.786487e-01,1.989342e-04,806456
7.300000e-01,7.200000e-01,7.400000e-01,1.984691e-01,2.096795e-04,895929
7.500000e-01,7.400000e-01,7.600000e-01,2.188596e-01,2.201874e-04,987976
7.700000e-01,7.600000e-01,7.800000e-01,2.440977e-01,2.325367e-04,1101906
7.900000e-01,7.800000e-01,8.000000e-01,2.795725e-01,2.488610e-04,1262046
8.100000e-01,8.000000e-01,8.200000e-01,3.209665e-01,2.666487e-04,1448907
8.300000e-01,8.200000e-01,8.400000e-01,3.730074e-01,2.874540e-04,1683830
8.500000e-01,8.400000e-01,8.600000e-01,4.390915e-01,3.118797e-04,1982147
8.700000e-01,8.600000e-01,8.800000e-01,5.303334e-01,3.427552e-04,2394031
8.900000e-01,8.800000e-01,9.000000e-01,6.620573e-01,3.829635e-04,2988659
9.100000e-01,9.000000e-01,9.200000e-01,8.610460e-01,4.367398e-04,3886934
9.300000e-01,9.200000e-01,9.400000e-01,1.208738e+00,5.174588e-04,5456487
9.500000e-01,9.400000e-01,9.600000e-01,1.914026e+00,6.511537e-04,8640296
9.700000e-01,9.600000e-01,9.800000e-01,4.065661e+00,9.490197e-04,18353209
9.900000e-01,9.800000e-01,1.000000e+00,3.556735e+01,2.806954e-03,160558116
