k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err,P_k_rescaled,P_k_rescaled_std,P_k_rescaled_err
0.000000e+00,6.061834e+01,1.227547e+02,1.227547e+00,2.199312e+01,6.124065e+01,6.124065e-01
2.726408e-03,6.592726e+01,6.385091e+01,6.385091e-01,2.551978e+01,2.818459e+01,2.818459e-01
5.452817e-03,5.789455e+01,5.589256e+01,5.589256e-01,2.192193e+01,2.190485e+01,2.190485e-01
8.179225e-03,4.477363e+01,4.337175e+01,4.337175e-01,1.717701e+01,1.705525e+01,1.705525e-01
1.090563e-02,3.783135e+01,3.653575e+01,3.653575e-01,1.501294e+01,1.487024e+01,1.487024e-01
1.363204e-02,3.250080e+01,3.200426e+01,3.200426e-01,1.304117e+01,1.337685e+01,1.337685e-01
1.635845e-02,2.871387e+01,2.813848e+01,2.813848e-01,1.167062e+01,1.192073e+01,1.192073e-01
1.908486e-02,2.451226e+01,2.416410e+01,2.416410e-01,9.994832e+00,1.012674e+01,1.012674e-01
2.181127e-02,2.249755e+01,2.295617e+01,2.295617e-01,9.408024e+00,9.494103e+00,9.494103e-02
2.453768e-02,1.831575e+01,1.787682e+01,1.787682e-01,7.661575e+00,7.597784e+00,7.597784e-02
2.726408e-02,1.632872e+01,1.645599e+01,1.645599e-01,6.848154e+00,6.911795e+00,6.911795e-02
2.999049e-02,1.455322e+01,1.452460e+01,1.452460e-01,6.098936e+00,6.149181e+00,6.149181e-02
3.271690e-02,1.272280e+01,1.290269e+01,1.290269e-01,5.400588e+00,5.474767e+00,5.474767e-02
3.544331e-02,1.120199e+01,1.124204e+01,1.124204e-01,4.755634e+00,4.816405e+00,4.816405e-02
3.816972e-02,9.764621e+00,9.717016e+00,9.717016e-02,4.128189e+00,4.119491e+00,4.119491e-02
4.089613e-02,8.813677e+00,9.017871e+00,9.017871e-02,3.859680e+00,3.950497e+00,3.950497e-02
4.362253e-02,7.698449e+00,8.057870e+00,8.057870e-02,3.351213e+00,3.486838e+00,3.486838e-02
4.634894e-02,6.837614e+00,6.953699e+00,6.953699e-02,2.981078e+00,3.033591e+00,3.033591e-02
4.907535e-02,5.856795e+00,6.009924e+00,6.009924e-02,2.536610e+00,2.573332e+00,2.573332e-02
5.180176e-02,5.165551e+00,5.332828e+00,5.332828e-02,2.245612e+00,2.315482e+00,2.315482e-02
5.452817e-02,4.582121e+00,4.711632e+00,4.711632e-02,2.004732e+00,2.026843e+00,2.026843e-02
5.725458e-02,3.997415e+00,4.104029e+00,4.104029e-02,1.754579e+00,1.786981e+00,1.786981e-02
5.998099e-02,3.517478e+00,3.654625e+00,3.654625e-02,1.551725e+00,1.568580e+00,1.568580e-02
6.270739e-02,3.072359e+00,3.118139e+00,3.118139e-02,1.373549e+00,1.391767e+00,1.391767e-02
6.543380e-02,2.664005e+00,2.759771e+00,2.759771e-02,1.231793e+00,1.250874e+00,1.250874e-02
