statistic,value
mean_flux,0.4692077149153657
median_flux,0.5274542570114136
std_flux,0.3091119451058131
min_flux,2.9382650407717056e-39
max_flux,0.9880780577659607
mean_tau,1124.9433184273832
median_tau,0.6396931409835815
effective_tau,0.7567097196368759
deep_absorption_frac,0.2099499414189629
moderate_absorption_frac,0.26597937079626816
weak_absorption_frac,0.524070687784769
tau_eff_err,0.002247648064848229
tau_eff_std,0.2247648064848229
mean_flux_err,0.0007609790367409987
mean_flux_std,0.07609790367409987
n_sightlines,10000.0
tau_eff_obs_target,0.3620014421674397
mean_flux_target,0.6962813636867353
tau_scale_factor,0.3106150754720053
tau_eff_H_total,
hi_fraction_eff,
