statistic,value
mean_flux,0.5902663194860431
median_flux,0.7158567309379578
std_flux,0.3289942431065157
min_flux,2.9382650407717056e-39
max_flux,0.9997972249984741
mean_tau,3149.826477148668
median_tau,0.3342752456665039
effective_tau,0.5271814549683264
deep_absorption_frac,0.15991490026886762
moderate_absorption_frac,0.17372155630588382
weak_absorption_frac,0.6663635434252485
tau_eff_err,0.0028942967365387685
tau_eff_std,0.28942967365387684
mean_flux_err,0.0007763806482470227
mean_flux_std,0.07763806482470227
n_sightlines,10000.0
tau_eff_obs_target,0.3620014421674397
mean_flux_target,0.6962813636867353
tau_scale_factor,0.5268783613528614
tau_eff_H_total,
hi_fraction_eff,
