k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err,P_k_rescaled,P_k_rescaled_std,P_k_rescaled_err
0.000000e+00,5.533700e+01,1.859136e+02,1.859136e+00,3.438613e+01,1.404166e+02,1.404166e+00
1.964344e-03,5.085518e+01,5.221787e+01,5.221787e-01,3.191178e+01,3.590183e+01,3.590183e-01
3.928689e-03,4.653547e+01,4.539704e+01,4.539704e-01,2.866308e+01,2.857007e+01,2.857007e-01
5.893033e-03,3.776680e+01,3.714792e+01,3.714792e-01,2.344729e+01,2.350957e+01,2.350957e-01
7.857378e-03,3.313801e+01,3.203558e+01,3.203558e-01,2.077257e+01,2.044565e+01,2.044565e-01
9.821722e-03,2.910119e+01,2.908610e+01,2.908610e-01,1.830864e+01,1.865694e+01,1.865694e-01
1.178607e-02,2.664139e+01,2.667968e+01,2.667968e-01,1.697411e+01,1.735192e+01,1.735192e-01
1.375041e-02,2.318082e+01,2.286727e+01,2.286727e-01,1.479151e+01,1.481838e+01,1.481838e-01
1.571476e-02,2.180930e+01,2.198054e+01,2.198054e-01,1.413477e+01,1.412630e+01,1.412630e-01
1.767910e-02,1.830874e+01,1.803409e+01,1.803409e-01,1.180811e+01,1.183162e+01,1.183162e-01
1.964344e-02,1.674611e+01,1.679891e+01,1.679891e-01,1.087552e+01,1.092075e+01,1.092075e-01
2.160779e-02,1.507102e+01,1.511614e+01,1.511614e-01,9.826391e+00,9.931068e+00,9.931068e-02
2.357213e-02,1.339837e+01,1.328575e+01,1.328575e-01,8.742372e+00,8.636611e+00,8.636611e-02
2.553648e-02,1.223128e+01,1.221873e+01,1.221873e-01,7.952544e+00,8.062552e+00,8.062552e-02
2.750082e-02,1.086989e+01,1.072407e+01,1.072407e-01,7.118033e+00,7.065444e+00,7.065444e-02
2.946517e-02,1.024038e+01,1.019375e+01,1.019375e-01,6.723299e+00,6.724307e+00,6.724307e-02
3.142951e-02,9.215082e+00,9.378710e+00,9.378710e-02,6.022435e+00,6.110469e+00,6.110469e-02
3.339386e-02,8.375330e+00,8.511686e+00,8.511686e-02,5.477954e+00,5.563248e+00,5.563248e-02
3.535820e-02,7.422040e+00,7.684996e+00,7.684996e-02,4.846587e+00,4.982176e+00,4.982176e-02
3.732254e-02,6.785520e+00,7.093055e+00,7.093055e-02,4.432059e+00,4.616100e+00,4.616100e-02
3.928689e-02,6.206123e+00,6.277035e+00,6.277035e-02,4.047770e+00,4.109865e+00,4.109865e-02
4.125123e-02,5.634429e+00,5.699195e+00,5.699195e-02,3.670250e+00,3.692106e+00,3.692106e-02
4.321558e-02,5.177994e+00,5.303544e+00,5.303544e-02,3.373221e+00,3.460677e+00,3.460677e-02
4.517992e-02,4.774041e+00,4.936058e+00,4.936058e-02,3.116447e+00,3.229182e+00,3.229182e-02
4.714427e-02,4.211371e+00,4.262553e+00,4.262553e-02,2.801862e+00,2.844191e+00,2.844191e-02
4.910861e-02,3.895605e+00,3.983617e+00,3.983617e-02,2.573260e+00,2.632578e+00,2.632578e-02
5.107296e-02,3.459572e+00,3.502975e+00,3.502975e-02,2.295358e+00,2.323740e+00,2.323740e-02
5.303730e-02,3.233843e+00,3.308796e+00,3.308796e-02,2.134847e+00,2.177273e+00,2.177273e-02
5.500165e-02,2.928244e+00,3.022608e+00,3.022608e-02,1.911633e+00,1.973873e+00,1.973873e-02
5.696599e-02,2.605826e+00,2.727954e+00,2.727954e-02,1.732102e+00,1.812763e+00,1.812763e-02
5.893033e-02,2.395292e+00,2.511906e+00,2.511906e-02,1.590056e+00,1.635270e+00,1.635270e-02
6.089468e-02,2.269774e+00,2.336467e+00,2.336467e-02,1.496264e+00,1.542527e+00,1.542527e-02
6.285902e-02,1.988004e+00,2.066894e+00,2.066894e-02,1.322429e+00,1.355870e+00,1.355870e-02
6.482337e-02,1.806240e+00,1.885431e+00,1.885431e-02,1.212029e+00,1.253348e+00,1.253348e-02
6.678771e-02,1.669539e+00,1.744773e+00,1.744773e-02,1.113533e+00,1.152935e+00,1.152935e-02
6.875206e-02,1.522970e+00,1.591157e+00,1.591157e-02,1.021268e+00,1.070992e+00,1.070992e-02
7.071640e-02,1.407018e+00,1.444368e+00,1.444368e-02,9.412222e-01,9.499373e-01,9.499373e-03
7.268075e-02,1.279270e+00,1.333256e+00,1.333256e-02,8.473877e-01,8.786659e-01,8.786659e-03
7.464509e-02,1.148409e+00,1.215661e+00,1.215661e-02,7.635395e-01,7.940551e-01,7.940551e-03
7.660943e-02,1.058193e+00,1.086521e+00,1.086521e-02,7.077995e-01,7.163648e-01,7.163648e-03
7.857378e-02,9.598158e-01,1.006629e+00,1.006629e-02,6.427499e-01,6.706082e-01,6.706082e-03
8.053812e-02,8.765867e-01,9.289956e-01,9.289956e-03,5.849887e-01,6.081264e-01,6.081264e-03
8.250247e-02,8.061546e-01,8.560959e-01,8.560959e-03,5.410093e-01,5.653259e-01,5.653259e-03
8.446681e-02,7.342792e-01,7.755499e-01,7.755499e-03,4.934183e-01,5.137204e-01,5.137204e-03
8.643116e-02,6.788467e-01,6.866332e-01,6.866332e-03,4.559731e-01,4.586221e-01,4.586221e-03
8.839550e-02,6.035020e-01,6.304206e-01,6.304206e-03,3.964235e-01,4.102280e-01,4.102280e-03
9.035985e-02,5.635613e-01,5.946579e-01,5.946579e-03,3.742717e-01,3.891171e-01,3.891171e-03
9.232419e-02,5.147991e-01,5.334350e-01,5.334350e-03,3.411373e-01,3.430283e-01,3.430283e-03
9.428853e-02,4.658400e-01,4.805969e-01,4.805969e-03,3.067153e-01,3.161690e-01,3.161690e-03
9.625288e-02,4.274065e-01,4.510851e-01,4.510851e-03,2.838894e-01,2.989183e-01,2.989183e-03
9.821722e-02,3.910564e-01,4.018197e-01,4.018197e-03,2.583208e-01,2.634001e-01,2.634001e-03
1.001816e-01,3.673525e-01,3.834425e-01,3.834425e-03,2.396416e-01,2.489132e-01,2.489132e-03
1.021459e-01,3.411862e-01,3.531839e-01,3.531839e-03,2.208259e-01,2.270714e-01,2.270714e-03
1.041103e-01,3.180353e-01,3.231674e-01,3.231674e-03,2.026133e-01,2.072940e-01,2.072940e-03
1.060746e-01,2.837151e-01,2.900556e-01,2.900556e-03,1.821487e-01,1.872812e-01,1.872812e-03
1.080389e-01,2.670135e-01,2.815275e-01,2.815275e-03,1.704493e-01,1.801586e-01,1.801586e-03
1.100033e-01,2.453930e-01,2.564521e-01,2.564521e-03,1.560755e-01,1.618395e-01,1.618395e-03
1.119676e-01,2.255467e-01,2.355217e-01,2.355217e-03,1.412914e-01,1.470136e-01,1.470136e-03
1.139320e-01,2.097266e-01,2.150142e-01,2.150142e-03,1.312759e-01,1.355292e-01,1.355292e-03
1.158963e-01,1.956562e-01,2.043578e-01,2.043578e-03,1.208300e-01,1.268212e-01,1.268212e-03
1.178607e-01,1.850942e-01,1.955977e-01,1.955977e-03,1.128530e-01,1.193436e-01,1.193436e-03
1.198250e-01,1.730314e-01,1.804967e-01,1.804967e-03,1.034861e-01,1.080911e-01,1.080911e-03
1.217894e-01,1.588144e-01,1.661060e-01,1.661060e-03,9.466192e-02,1.006777e-01,1.006777e-03
1.237537e-01,1.488694e-01,1.548489e-01,1.548489e-03,8.803992e-02,9.178248e-02,9.178248e-04
1.257180e-01,1.394793e-01,1.468214e-01,1.468214e-03,8.113621e-02,8.484057e-02,8.484057e-04
1.276824e-01,1.317820e-01,1.357249e-01,1.357249e-03,7.550666e-02,7.767958e-02,7.767958e-04
1.296467e-01,1.261655e-01,1.331540e-01,1.331540e-03,7.144652e-02,7.460042e-02,7.460042e-04
1.316111e-01,1.155818e-01,1.226796e-01,1.226796e-03,6.527535e-02,6.818625e-02,6.818625e-04
1.335754e-01,1.105338e-01,1.178397e-01,1.178397e-03,6.038538e-02,6.284303e-02,6.284303e-04
1.355398e-01,1.041670e-01,1.084214e-01,1.084214e-03,5.612601e-02,5.863063e-02,5.863063e-04
1.375041e-01,9.915232e-02,1.042004e-01,1.042004e-03,5.297224e-02,5.572338e-02,5.572338e-04
1.394685e-01,9.228272e-02,9.632714e-02,9.632714e-04,4.876779e-02,5.111500e-02,5.111500e-04
1.414328e-01,8.974808e-02,9.469508e-02,9.469508e-04,4.703879e-02,4.910133e-02,4.910133e-04
1.433971e-01,8.350698e-02,8.837503e-02,8.837503e-04,4.292823e-02,4.512209e-02,4.512209e-04
1.453615e-01,8.027387e-02,8.393873e-02,8.393873e-04,4.023222e-02,4.241776e-02,4.241776e-04
1.473258e-01,7.647164e-02,8.245957e-02,8.245957e-04,3.820275e-02,4.044324e-02,4.044324e-04
1.492902e-01,7.369263e-02,7.780485e-02,7.780485e-04,3.630824e-02,3.841374e-02,3.841374e-04
1.512545e-01,7.002742e-02,7.494090e-02,7.494090e-04,3.379204e-02,3.588419e-02,3.588419e-04
1.532189e-01,6.724734e-02,7.324706e-02,7.324706e-04,3.190291e-02,3.435729e-02,3.435729e-04
1.551832e-01,6.425679e-02,6.913204e-02,6.913204e-04,3.032995e-02,3.248697e-02,3.248697e-04
1.571476e-01,6.172923e-02,6.684298e-02,6.684298e-04,2.810846e-02,3.015627e-02,3.015627e-04
1.591119e-01,5.849835e-02,6.168475e-02,6.168475e-04,2.667180e-02,2.855541e-02,2.855541e-04
1.610762e-01,5.478363e-02,5.918009e-02,5.918009e-04,2.468053e-02,2.649995e-02,2.649995e-04
1.630406e-01,5.236707e-02,5.534801e-02,5.534801e-04,2.326547e-02,2.447324e-02,2.447324e-04
1.650049e-01,5.000016e-02,5.235546e-02,5.235546e-04,2.183681e-02,2.334224e-02,2.334224e-04
1.669693e-01,4.799596e-02,5.040890e-02,5.040890e-04,2.078618e-02,2.240011e-02,2.240011e-04
1.689336e-01,4.625499e-02,5.014060e-02,5.014060e-04,1.976989e-02,2.125605e-02,2.125605e-04
1.708980e-01,4.354699e-02,4.553209e-02,4.553209e-04,1.856124e-02,1.950547e-02,1.950547e-04
1.728623e-01,4.159279e-02,4.517403e-02,4.517403e-04,1.706729e-02,1.813161e-02,1.813161e-04
