k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err
0.000000e+00,5.745380e+00,6.880005e+01,6.880005e-01
2.783676e-03,2.664372e+00,7.107068e+00,7.107068e-02
5.567352e-03,2.221282e+00,4.383399e+00,4.383399e-02
8.351028e-03,1.856467e+00,3.440864e+00,3.440864e-02
1.113470e-02,1.606047e+00,2.805471e+00,2.805471e-02
1.391838e-02,1.329030e+00,2.243363e+00,2.243363e-02
1.670206e-02,1.164738e+00,1.938032e+00,1.938032e-02
1.948573e-02,9.996118e-01,1.641901e+00,1.641901e-02
2.226941e-02,8.653321e-01,1.407742e+00,1.407742e-02
2.505308e-02,7.523339e-01,1.157683e+00,1.157683e-02
2.783676e-02,6.353155e-01,9.470158e-01,9.470158e-03
3.062044e-02,5.386920e-01,8.050895e-01,8.050895e-03
3.340411e-02,4.778170e-01,6.926291e-01,6.926291e-03
3.618779e-02,4.070929e-01,5.934425e-01,5.934425e-03
3.897146e-02,3.540156e-01,5.016206e-01,5.016206e-03
4.175514e-02,3.012105e-01,4.251871e-01,4.251871e-03
4.453882e-02,2.637517e-01,3.764261e-01,3.764261e-03
4.732249e-02,2.317638e-01,3.357707e-01,3.357707e-03
5.010617e-02,2.061375e-01,2.939644e-01,2.939644e-03
5.288985e-02,1.797381e-01,2.523746e-01,2.523746e-03
5.567352e-02,1.583614e-01,2.245914e-01,2.245914e-03
5.845720e-02,1.374516e-01,2.002255e-01,2.002255e-03
6.124087e-02,1.197060e-01,1.633940e-01,1.633940e-03
6.402455e-02,1.078726e-01,1.538493e-01,1.538493e-03
6.680823e-02,9.440777e-02,1.306657e-01,1.306657e-03
6.959190e-02,8.376430e-02,1.146277e-01,1.146277e-03
7.237558e-02,7.655565e-02,1.094085e-01,1.094085e-03
7.515925e-02,6.757789e-02,9.445834e-02,9.445834e-04
7.794293e-02,5.967230e-02,8.303061e-02,8.303061e-04
8.072661e-02,5.230983e-02,7.224123e-02,7.224123e-04
8.351028e-02,4.714606e-02,6.602169e-02,6.602169e-04
8.629396e-02,4.165912e-02,5.775528e-02,5.775528e-04
8.907763e-02,3.623453e-02,4.958454e-02,4.958454e-04
9.186131e-02,3.288546e-02,4.525048e-02,4.525048e-04
9.464499e-02,2.890336e-02,4.027604e-02,4.027604e-04
9.742866e-02,2.566557e-02,3.603148e-02,3.603148e-04
1.002123e-01,2.294355e-02,3.165644e-02,3.165644e-04
1.029960e-01,2.063601e-02,2.870393e-02,2.870393e-04
1.057797e-01,1.812857e-02,2.482035e-02,2.482035e-04
1.085634e-01,1.640010e-02,2.290536e-02,2.290536e-04
1.113470e-01,1.467473e-02,2.074464e-02,2.074464e-04
1.141307e-01,1.300341e-02,1.755936e-02,1.755936e-04
1.169144e-01,1.178461e-02,1.640069e-02,1.640069e-04
1.196981e-01,1.054374e-02,1.467735e-02,1.467735e-04
1.224817e-01,9.272483e-03,1.310826e-02,1.310826e-04
1.252654e-01,8.279547e-03,1.151906e-02,1.151906e-04
1.280491e-01,7.491006e-03,1.068450e-02,1.068450e-04
1.308328e-01,6.609478e-03,9.176374e-03,9.176374e-05
1.336165e-01,5.976743e-03,8.436715e-03,8.436715e-05
1.364001e-01,5.187060e-03,7.119381e-03,7.119381e-05
1.391838e-01,4.826845e-03,6.792655e-03,6.792655e-05
1.419675e-01,4.212176e-03,5.937982e-03,5.937982e-05
1.447512e-01,3.762918e-03,5.323144e-03,5.323144e-05
1.475348e-01,3.401723e-03,4.809620e-03,4.809620e-05
1.503185e-01,2.956377e-03,4.327704e-03,4.327704e-05
1.531022e-01,2.642815e-03,3.848685e-03,3.848685e-05
1.558859e-01,2.359212e-03,3.412522e-03,3.412522e-05
1.586695e-01,2.132370e-03,3.114594e-03,3.114594e-05
1.614532e-01,1.916605e-03,2.774712e-03,2.774712e-05
1.642369e-01,1.730892e-03,2.545529e-03,2.545529e-05
1.670206e-01,1.535818e-03,2.302044e-03,2.302044e-05
