# n_pixels = 261930000
# n_bins = 50
# grid = fixed, [0, 1]
# density: normalised so sum(density * bin_width) = 1
# density_err: Poisson, sqrt(count) / (n_pixels * bin_width)
# computed from RESCALED optical depths
# tau_scale_factor = 0.4388093362216291
# mean_flux_target = 0.8069154337537775
#
flux_bin_center,flux_bin_low,flux_bin_high,density,density_err,count
1.000000e-02,0.000000e+00,2.000000e-02,1.832394e+00,5.914278e-04,9599177
3.000000e-02,2.000000e-02,4.000000e-02,3.203633e-01,2.472941e-04,1678255
5.000000e-02,4.000000e-02,6.000000e-02,2.560558e-01,2.210852e-04,1341374
7.000000e-02,6.000000e-02,8.000000e-02,2.250525e-01,2.072690e-04,1178960
9.000000e-02,8.000000e-02,1.000000e-01,2.076181e-01,1.990788e-04,1087628
1.100000e-01,1.000000e-01,1.200000e-01,1.983893e-01,1.946039e-04,1039282
1.300000e-01,1.200000e-01,1.400000e-01,1.928351e-01,1.918604e-04,1010186
1.500000e-01,1.400000e-01,1.600000e-01,1.900691e-01,1.904795e-04,995696
1.700000e-01,1.600000e-01,1.800000e-01,1.873682e-01,1.891212e-04,981547
1.900000e-01,1.800000e-01,2.000000e-01,1.844363e-01,1.876357e-04,966188
2.100000e-01,2.000000e-01,2.200000e-01,1.852797e-01,1.880643e-04,970606
2.300000e-01,2.200000e-01,2.400000e-01,1.863017e-01,1.885822e-04,975960
2.500000e-01,2.400000e-01,2.600000e-01,1.878973e-01,1.893881e-04,984319
2.700000e-01,2.600000e-01,2.800000e-01,1.898261e-01,1.903577e-04,994423
2.900000e-01,2.800000e-01,3.000000e-01,1.932932e-01,1.920882e-04,1012586
3.100000e-01,3.000000e-01,3.200000e-01,1.973415e-01,1.940893e-04,1033793
3.300000e-01,3.200000e-01,3.400000e-01,2.008077e-01,1.957864e-04,1051951
3.500000e-01,3.400000e-01,3.600000e-01,2.048015e-01,1.977238e-04,1072873
3.700000e-01,3.600000e-01,3.800000e-01,2.092809e-01,1.998744e-04,1096339
3.900000e-01,3.800000e-01,4.000000e-01,2.149662e-01,2.025711e-04,1126122
4.100000e-01,4.000000e-01,4.200000e-01,2.208815e-01,2.053393e-04,1157110
4.300000e-01,4.200000e-01,4.400000e-01,2.292658e-01,2.092002e-04,1201032
4.500000e-01,4.400000e-01,4.600000e-01,2.365338e-01,2.124902e-04,1239106
4.700000e-01,4.600000e-01,4.800000e-01,2.440935e-01,2.158591e-04,1278708
4.900000e-01,4.800000e-01,5.000000e-01,2.517245e-01,2.192074e-04,1318684
5.100000e-01,5.000000e-01,5.200000e-01,2.628576e-01,2.240024e-04,1377006
5.300000e-01,5.200000e-01,5.400000e-01,2.753257e-01,2.292534e-04,1442321
5.500000e-01,5.400000e-01,5.600000e-01,2.878532e-01,2.344110e-04,1507948
5.700000e-01,5.600000e-01,5.800000e-01,3.012162e-01,2.397902e-04,1577951
5.900000e-01,5.800000e-01,6.000000e-01,3.167398e-01,2.458916e-04,1659273
6.100000e-01,6.000000e-01,6.200000e-01,3.335693e-01,2.523396e-04,1747436
6.300000e-01,6.200000e-01,6.400000e-01,3.516552e-01,2.590902e-04,1842181
6.500000e-01,6.400000e-01,6.600000e-01,3.773312e-01,2.683822e-04,1976687
6.700000e-01,6.600000e-01,6.800000e-01,4.063194e-01,2.785006e-04,2128545
6.900000e-01,6.800000e-01,7.000000e-01,4.366092e-01,2.886947e-04,2287221
7.100000e-01,7.000000e-01,7.200000e-01,4.731989e-01,3.005483e-04,2478900
7.300000e-01,7.200000e-01,7.400000e-01,5.182732e-01,3.145370e-04,2715026
7.500000e-01,7.400000e-01,7.600000e-01,5.722873e-01,3.305213e-04,2997984
7.700000e-01,7.600000e-01,7.800000e-01,6.362988e-01,3.485162e-04,3333315
7.900000e-01,7.800000e-01,8.000000e-01,7.171527e-01,3.699970e-04,3756876
8.100000e-01,8.000000e-01,8.200000e-01,8.272166e-01,3.973763e-04,4333457
8.300000e-01,8.200000e-01,8.400000e-01,9.695004e-01,4.301960e-04,5078825
8.500000e-01,8.400000e-01,8.600000e-01,1.163991e+00,4.713758e-04,6097685
8.700000e-01,8.600000e-01,8.800000e-01,1.434266e+00,5.232477e-04,7513548
8.900000e-01,8.800000e-01,9.000000e-01,1.828836e+00,5.908534e-04,9580538
9.100000e-01,9.000000e-01,9.200000e-01,2.450312e+00,6.839165e-04,12836204
9.300000e-01,9.200000e-01,9.400000e-01,3.509466e+00,8.184891e-04,18384688
9.500000e-01,9.400000e-01,9.600000e-01,5.531600e+00,1.027585e-03,28977841
9.700000e-01,9.600000e-01,9.800000e-01,9.656361e+00,1.357685e-03,50585811
9.900000e-01,9.800000e-01,1.000000e+00,9.414887e+00,1.340602e-03,49320828
