statistic,value
mean_flux,0.7089033859431052
median_flux,0.8645371794700623
std_flux,0.31910929951234207
min_flux,2.9382650407717056e-39
max_flux,0.999413013458252
mean_tau,1751.7702772432895
median_tau,0.14556099474430084
effective_tau,0.34403602979866693
deep_absorption_frac,0.10764777230557783
moderate_absorption_frac,0.11689743824685984
weak_absorption_frac,0.7754547894475623
tau_eff_err,0.002049629165258981
tau_eff_std,0.2049629165258981
mean_flux_err,0.0008710521487933589
mean_flux_std,0.0871052148793359
n_sightlines,10000.0
tau_eff_obs_target,0.21453640709064936
mean_flux_target,0.8069154337537775
tau_scale_factor,0.4388093362216291
tau_eff_H_total,
hi_fraction_eff,
