k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err
0.000000e+00,1.466521e+01,5.723574e+01,5.723574e-01
4.008389e-03,1.580745e+01,1.821980e+01,1.821980e-01
8.016779e-03,1.326331e+01,1.386874e+01,1.386874e-01
1.202517e-02,1.007263e+01,1.040832e+01,1.040832e-01
1.603356e-02,8.452615e+00,8.674692e+00,8.674692e-02
2.004195e-02,6.969029e+00,7.184246e+00,7.184246e-02
2.405034e-02,5.838950e+00,6.198796e+00,6.198796e-02
2.805872e-02,4.765442e+00,4.964049e+00,4.964049e-02
3.206711e-02,4.238124e+00,4.302890e+00,4.302890e-02
3.607550e-02,3.450210e+00,3.657339e+00,3.657339e-02
4.008389e-02,2.896021e+00,3.113501e+00,3.113501e-02
4.409228e-02,2.348222e+00,2.451683e+00,2.451683e-02
4.810067e-02,2.038232e+00,2.070765e+00,2.070765e-02
5.210906e-02,1.673493e+00,1.737173e+00,1.737173e-02
5.611745e-02,1.377880e+00,1.420300e+00,1.420300e-02
6.012584e-02,1.175017e+00,1.200749e+00,1.200749e-02
6.413423e-02,9.998113e-01,1.025359e+00,1.025359e-02
6.814262e-02,8.376033e-01,8.431811e-01,8.431811e-03
7.215101e-02,6.992488e-01,7.167018e-01,7.167018e-03
7.615940e-02,5.629883e-01,5.856312e-01,5.856312e-03
8.016779e-02,4.759242e-01,4.871491e-01,4.871491e-03
8.417617e-02,3.835260e-01,4.005859e-01,4.005859e-03
8.818456e-02,3.214898e-01,3.322029e-01,3.322029e-03
9.219295e-02,2.626835e-01,2.693489e-01,2.693489e-03
9.620134e-02,2.161583e-01,2.267715e-01,2.267715e-03
1.002097e-01,1.841947e-01,1.891795e-01,1.891795e-03
1.042181e-01,1.472523e-01,1.517277e-01,1.517277e-03
1.082265e-01,1.217988e-01,1.257098e-01,1.257098e-03
1.122349e-01,9.935791e-02,9.963449e-02,9.963449e-04
1.162433e-01,8.529651e-02,8.717849e-02,8.717849e-04
1.202517e-01,7.070527e-02,7.387327e-02,7.387327e-04
1.242601e-01,6.019544e-02,6.381804e-02,6.381804e-04
1.282685e-01,4.912851e-02,5.180544e-02,5.180544e-04
1.322768e-01,4.216485e-02,4.461443e-02,4.461443e-04
1.362852e-01,3.619448e-02,3.818770e-02,3.818770e-04
1.402936e-01,3.033892e-02,3.204351e-02,3.204351e-04
1.443020e-01,2.608434e-02,2.819125e-02,2.819125e-04
1.483104e-01,2.222670e-02,2.388009e-02,2.388009e-04
1.523188e-01,1.895042e-02,2.037380e-02,2.037380e-04
1.563272e-01,1.653271e-02,1.811514e-02,1.811514e-04
1.603356e-01,1.428453e-02,1.549740e-02,1.549740e-04
1.643440e-01,1.188373e-02,1.301285e-02,1.301285e-04
1.683523e-01,1.044492e-02,1.146561e-02,1.146561e-04
1.723607e-01,8.998926e-03,1.019488e-02,1.019488e-04
1.763691e-01,7.838416e-03,8.897513e-03,8.897513e-05
1.803775e-01,6.616647e-03,7.456414e-03,7.456414e-05
1.843859e-01,5.727204e-03,6.346736e-03,6.346736e-05
1.883943e-01,4.943090e-03,5.455510e-03,5.455510e-05
1.924027e-01,4.307196e-03,4.899553e-03,4.899553e-05
1.964111e-01,3.655936e-03,4.095475e-03,4.095475e-05
2.004195e-01,3.101921e-03,3.529848e-03,3.529848e-05
2.044279e-01,2.665839e-03,3.105104e-03,3.105104e-05
2.084362e-01,2.319641e-03,2.678947e-03,2.678947e-05
2.124446e-01,1.950329e-03,2.305697e-03,2.305697e-05
2.164530e-01,1.709976e-03,2.036795e-03,2.036795e-05
2.204614e-01,1.486488e-03,1.805126e-03,1.805126e-05
2.244698e-01,1.272968e-03,1.531343e-03,1.531343e-05
2.284782e-01,1.080931e-03,1.273171e-03,1.273171e-05
2.324866e-01,9.207825e-04,1.109777e-03,1.109777e-05
2.364950e-01,7.963531e-04,9.790315e-04,9.790315e-06
2.405034e-01,6.963817e-04,8.643427e-04,8.643427e-06
2.445117e-01,5.967128e-04,7.611003e-04,7.611003e-06
2.485201e-01,5.147662e-04,6.684949e-04,6.684949e-06
2.525285e-01,4.523544e-04,5.978684e-04,5.978684e-06
2.565369e-01,3.829935e-04,5.077934e-04,5.077934e-06
2.605453e-01,3.339048e-04,4.644453e-04,4.644453e-06
2.645537e-01,2.884879e-04,4.261979e-04,4.261979e-06
2.685621e-01,2.438609e-04,3.659266e-04,3.659266e-06
2.725705e-01,2.171156e-04,3.161118e-04,3.161118e-06
2.765789e-01,1.872615e-04,2.901561e-04,2.901561e-06
2.805872e-01,1.577416e-04,2.370061e-04,2.370061e-06
2.845956e-01,1.383778e-04,2.148747e-04,2.148747e-06
2.886040e-01,1.197135e-04,1.913534e-04,1.913534e-06
2.926124e-01,1.020682e-04,1.677073e-04,1.677073e-06
2.966208e-01,8.951123e-05,1.536468e-04,1.536468e-06
3.006292e-01,7.855282e-05,1.401722e-04,1.401722e-06
3.046376e-01,6.699353e-05,1.210743e-04,1.210743e-06
3.086460e-01,5.880134e-05,1.111624e-04,1.111624e-06
3.126544e-01,5.140261e-05,9.790224e-05,9.790224e-07
3.166628e-01,4.471789e-05,8.996815e-05,8.996815e-07
3.206711e-01,3.936582e-05,8.629557e-05,8.629557e-07
3.246795e-01,3.426142e-05,7.862104e-05,7.862104e-07
3.286879e-01,3.015822e-05,7.240890e-05,7.240890e-07
