# n_sightlines = 10000
# X = 5.642227e-02 (absorption distance, dimensionless)
# dX_comoving_mpc = 37.252272
# X_absorption = 5.642227e-02
# redshift = 1.601151
# n_absorbers = 470000
# absorber_mode = 2
# cell_dv = 50.0
# colden_mode = 1
# norm_mode = 1
# log_N_min = 13.0
# log_N_max = 22.8
# n_bins = 49
# fit_log_N_min = 13.5
# fit_log_N_max = 15.0
# min_N_gate = 0.0
# dx_mode = 1
# beta_fit = 1.894692
# beta_fit_err = 0.029812
# beta_fit_n_bins = 8
# f_N_HI units: [cm^2]  (f(N) = dn/dN dX)
#
log10_N_HI,f_N_HI,counts,f_N_HI_err,delta_log_N,bin_center
1.311141e+01,6.782824e-12,22384,4.533584e-14,2.000000e-01,1.292447e+13
1.331141e+01,3.256406e-12,17032,2.495202e-14,2.000000e-01,2.048390e+13
1.351141e+01,1.557396e-12,12910,1.370680e-14,2.000000e-01,3.246479e+13
1.371141e+01,7.371021e-13,9684,7.490318e-15,2.000000e-01,5.145323e+13
1.391141e+01,3.260458e-13,6789,3.957088e-15,2.000000e-01,8.154787e+13
1.411141e+01,1.433896e-13,4732,2.084468e-15,2.000000e-01,1.292447e+14
1.431141e+01,5.808455e-14,3038,1.053821e-15,2.000000e-01,2.048390e+14
1.451141e+01,2.290856e-14,1899,5.256968e-16,2.000000e-01,3.246479e+14
1.471141e+01,9.407870e-15,1236,2.675975e-16,2.000000e-01,5.145323e+14
1.491141e+01,3.534685e-15,736,1.302902e-16,2.000000e-01,8.154787e+14
1.511141e+01,1.339353e-15,442,6.370653e-17,2.000000e-01,1.292447e+15
1.531141e+01,6.003472e-16,314,3.387955e-17,2.000000e-01,2.048390e+15
1.551141e+01,2.279999e-16,189,1.658455e-17,2.000000e-01,3.246479e+15
1.571141e+01,1.126509e-16,148,9.259845e-18,2.000000e-01,5.145323e+15
1.591141e+01,4.898612e-17,102,4.850348e-18,2.000000e-01,8.154787e+15
1.611141e+01,2.181752e-17,72,2.571219e-18,2.000000e-01,1.292447e+16
1.631141e+01,9.559669e-18,50,1.351941e-18,2.000000e-01,2.048390e+16
1.651141e+01,5.911108e-18,49,8.444441e-19,2.000000e-01,3.246479e+16
1.671141e+01,3.272965e-18,43,4.991224e-19,2.000000e-01,5.145323e+16
1.691141e+01,1.872999e-18,39,2.999198e-19,2.000000e-01,8.154787e+16
1.711141e+01,8.484590e-19,28,1.603437e-19,2.000000e-01,1.292447e+17
1.731141e+01,6.691768e-19,35,1.131115e-19,2.000000e-01,2.048390e+17
1.751141e+01,3.136507e-19,26,6.151195e-20,2.000000e-01,3.246479e+17
1.771141e+01,1.598425e-19,21,3.488048e-20,2.000000e-01,5.145323e+17
1.791141e+01,1.056563e-19,22,2.252601e-20,2.000000e-01,8.154787e+17
1.811141e+01,4.545316e-20,15,1.173596e-20,2.000000e-01,1.292447e+18
1.831141e+01,1.911934e-20,10,6.046066e-21,2.000000e-01,2.048390e+18
1.851141e+01,1.326984e-20,11,4.001006e-21,2.000000e-01,3.246479e+18
1.871141e+01,1.217847e-20,16,3.044618e-21,2.000000e-01,5.145323e+18
1.891141e+01,7.684097e-21,16,1.921024e-21,2.000000e-01,8.154787e+18
1.911141e+01,5.151358e-21,17,1.249388e-21,2.000000e-01,1.292447e+19
1.931141e+01,1.720740e-21,9,5.735801e-22,2.000000e-01,2.048390e+19
1.951141e+01,2.292062e-21,19,5.258352e-22,2.000000e-01,3.246479e+19
1.971141e+01,9.133855e-22,12,2.636717e-22,2.000000e-01,5.145323e+19
1.991141e+01,8.644609e-22,18,2.037554e-22,2.000000e-01,8.154787e+19
2.011141e+01,4.242295e-22,14,1.133801e-22,2.000000e-01,1.292447e+20
2.031141e+01,2.485514e-22,13,6.893575e-23,2.000000e-01,2.048390e+20
2.051141e+01,1.930158e-22,16,4.825395e-23,2.000000e-01,3.246479e+20
2.071141e+01,1.522309e-23,2,1.076435e-23,2.000000e-01,5.145323e+20
2.091141e+01,4.802561e-23,10,1.518703e-23,2.000000e-01,8.154787e+20
2.111141e+01,1.515105e-23,5,6.775757e-24,2.000000e-01,1.292447e+21
2.131141e+01,1.338354e-23,7,5.058501e-24,2.000000e-01,2.048390e+21
2.151141e+01,4.825395e-24,4,2.412697e-24,2.000000e-01,3.246479e+21
2.171141e+01,1.522309e-24,2,1.076435e-24,2.000000e-01,5.145323e+21
2.191141e+01,1.440768e-24,3,8.318279e-25,2.000000e-01,8.154787e+21
2.211141e+01,6.060422e-25,2,4.285365e-25,2.000000e-01,1.292447e+22
2.231141e+01,0.000000e+00,0,,2.000000e-01,2.048390e+22
2.251141e+01,0.000000e+00,0,,2.000000e-01,3.246479e+22
2.271141e+01,0.000000e+00,0,,2.000000e-01,5.145323e+22
