statistic,value
mean_flux,0.8547848885755526
median_flux,0.9704784154891968
std_flux,0.24968387160545397
min_flux,2.9382650407717056e-39
max_flux,0.9998993277549744
mean_tau,5394.082953189495
median_tau,0.029966140165925026
effective_tau,0.1569054340093266
deep_absorption_frac,0.04086332227044507
moderate_absorption_frac,0.06282258531188835
weak_absorption_frac,0.8963140924176666
tau_eff_err,0.00512443368656955
tau_eff_std,0.512443368656955
mean_flux_err,0.0008702470849206153
mean_flux_std,0.08702470849206154
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,
hi_fraction_eff,
