# n_pixels = 217570000
# n_pixels_in_grid = 178972209
# n_bins = 60
# grid = fixed, log10(tau) in [-3, 2]
# frac_tau_zero = 0.000000e+00
# frac_tau_underflow = 1.764997e-01
# frac_tau_overflow = 9.042791e-04
# density: normalised over the in-grid pixels only
# density_err: Poisson, sqrt(count) / (n_pixels_in_grid * bin_width)
#
log_tau_bin_center,log_tau_bin_low,log_tau_bin_high,density,density_err,count
-2.958333e+00,-3.000000e+00,-2.916667e+00,5.773217e-01,1.967464e-04,8610378
-2.875000e+00,-2.916667e+00,-2.833333e+00,6.116868e-01,2.025174e-04,9122912
-2.791667e+00,-2.833333e+00,-2.750000e+00,6.372289e-01,2.067024e-04,9503855
-2.708333e+00,-2.750000e+00,-2.666667e+00,6.391372e-01,2.070117e-04,9532316
-2.625000e+00,-2.666667e+00,-2.583333e+00,6.283395e-01,2.052556e-04,9371276
-2.541667e+00,-2.583333e+00,-2.500000e+00,6.078297e-01,2.018779e-04,9065386
-2.458333e+00,-2.500000e+00,-2.416667e+00,5.826249e-01,1.976480e-04,8689472
-2.375000e+00,-2.416667e+00,-2.333333e+00,5.516594e-01,1.923239e-04,8227642
-2.291667e+00,-2.333333e+00,-2.250000e+00,5.147853e-01,1.857851e-04,7677688
-2.208333e+00,-2.250000e+00,-2.166667e+00,4.751723e-01,1.784939e-04,7086886
-2.125000e+00,-2.166667e+00,-2.083333e+00,4.407212e-01,1.719016e-04,6573071
-2.041667e+00,-2.083333e+00,-2.000000e+00,4.064612e-01,1.650849e-04,6062105
-1.958333e+00,-2.000000e+00,-1.916667e+00,3.742144e-01,1.584011e-04,5581165
-1.875000e+00,-1.916667e+00,-1.833333e+00,3.484999e-01,1.528619e-04,5197649
-1.791667e+00,-1.833333e+00,-1.750000e+00,3.256445e-01,1.477644e-04,4856776
-1.708333e+00,-1.750000e+00,-1.666667e+00,3.037658e-01,1.427142e-04,4530469
-1.625000e+00,-1.666667e+00,-1.583333e+00,2.848833e-01,1.382074e-04,4248849
-1.541667e+00,-1.583333e+00,-1.500000e+00,2.708086e-01,1.347501e-04,4038935
-1.458333e+00,-1.500000e+00,-1.416667e+00,2.584273e-01,1.316337e-04,3854275
-1.375000e+00,-1.416667e+00,-1.333333e+00,2.455237e-01,1.283053e-04,3661827
-1.291667e+00,-1.333333e+00,-1.250000e+00,2.344471e-01,1.253777e-04,3496626
-1.208333e+00,-1.250000e+00,-1.166667e+00,2.265418e-01,1.232458e-04,3378724
-1.125000e+00,-1.166667e+00,-1.083333e+00,2.170902e-01,1.206474e-04,3237759
