# n_sightlines = 10000
# X = 1.333354e-01 (absorption distance, dimensionless)
# dX_comoving_mpc = 37.252272
# X_absorption = 1.333354e-01
# redshift = 2.998646
# n_absorbers = 710000
# absorber_mode = 2
# cell_dv = 50.0
# colden_mode = 1
# norm_mode = 1
# log_N_min = 13.0
# log_N_max = 22.8
# n_bins = 49
# fit_log_N_min = 13.5
# fit_log_N_max = 15.0
# min_N_gate = 0.0
# dx_mode = 1
# beta_fit = 1.780406
# beta_fit_err = 0.025528
# beta_fit_n_bins = 8
# f_N_HI units: [cm^2]  (f(N) = dn/dN dX)
#
log10_N_HI,f_N_HI,counts,f_N_HI_err,delta_log_N,bin_center
1.311141e+01,1.280843e-11,99889,4.052630e-14,2.000000e-01,1.292447e+13
1.331141e+01,6.940237e-12,85782,2.369606e-14,2.000000e-01,2.048390e+13
1.351141e+01,3.449564e-12,67575,1.327001e-14,2.000000e-01,3.246479e+13
1.371141e+01,1.644691e-12,51063,7.278322e-15,2.000000e-01,5.145323e+13
1.391141e+01,7.690458e-13,37842,3.953349e-15,2.000000e-01,8.154787e+13
1.411141e+01,3.474428e-13,27096,2.110720e-15,2.000000e-01,1.292447e+14
1.431141e+01,1.545943e-13,19108,1.118371e-15,2.000000e-01,2.048390e+14
1.451141e+01,6.604070e-14,12937,5.806239e-16,2.000000e-01,3.246479e+14
1.471141e+01,2.731973e-14,8482,2.966383e-16,2.000000e-01,5.145323e+14
1.491141e+01,1.104327e-14,5434,1.498090e-16,2.000000e-01,8.154787e+14
1.511141e+01,4.527681e-15,3531,7.619509e-17,2.000000e-01,1.292447e+15
1.531141e+01,1.847073e-15,2283,3.865726e-17,2.000000e-01,2.048390e+15
1.551141e+01,7.304958e-16,1431,1.931070e-17,2.000000e-01,3.246479e+15
1.571141e+01,3.430265e-16,1065,1.051121e-17,2.000000e-01,5.145323e+15
1.591141e+01,1.562804e-16,769,5.635615e-18,2.000000e-01,8.154787e+15
1.611141e+01,8.014162e-17,625,3.205665e-18,2.000000e-01,1.292447e+16
1.631141e+01,3.851102e-17,476,1.765150e-18,2.000000e-01,2.048390e+16
1.651141e+01,1.842830e-17,361,9.699106e-19,2.000000e-01,3.246479e+16
1.671141e+01,9.018538e-18,280,5.389607e-19,2.000000e-01,5.145323e+16
1.691141e+01,4.857088e-18,239,3.141789e-19,2.000000e-01,8.154787e+16
1.711141e+01,2.231143e-18,174,1.691425e-19,2.000000e-01,1.292447e+17
1.731141e+01,1.375394e-18,170,1.054879e-19,2.000000e-01,2.048390e+17
1.751141e+01,5.615272e-19,110,5.353952e-20,2.000000e-01,3.246479e+17
1.771141e+01,3.381952e-19,105,3.300447e-20,2.000000e-01,5.145323e+17
1.791141e+01,1.402256e-19,69,1.688117e-20,2.000000e-01,8.154787e+17
1.811141e+01,1.012990e-19,79,1.139703e-20,2.000000e-01,1.292447e+18
1.831141e+01,5.258858e-20,65,6.522811e-21,2.000000e-01,2.048390e+18
1.851141e+01,2.603444e-20,51,3.645551e-21,2.000000e-01,3.246479e+18
1.871141e+01,1.384990e-20,43,2.112090e-21,2.000000e-01,5.145323e+18
1.891141e+01,9.348371e-21,46,1.378342e-21,2.000000e-01,8.154787e+18
1.911141e+01,4.231478e-21,33,7.366057e-22,2.000000e-01,1.292447e+19
1.931141e+01,2.265354e-21,28,4.281117e-22,2.000000e-01,2.048390e+19
1.951141e+01,2.144013e-21,42,3.308284e-22,2.000000e-01,3.246479e+19
1.971141e+01,1.159526e-21,36,1.932544e-22,2.000000e-01,5.145323e+19
1.991141e+01,4.267735e-22,21,9.312960e-23,2.000000e-01,8.154787e+19
2.011141e+01,2.179852e-22,17,5.286918e-23,2.000000e-01,1.292447e+20
2.031141e+01,1.618110e-22,20,3.618205e-23,2.000000e-01,2.048390e+20
2.051141e+01,8.167668e-23,16,2.041917e-23,2.000000e-01,3.246479e+20
2.071141e+01,4.509269e-23,14,1.205153e-23,2.000000e-01,5.145323e+20
2.091141e+01,2.641931e-23,13,7.327398e-24,2.000000e-01,8.154787e+20
2.111141e+01,6.411330e-24,5,2.867234e-24,2.000000e-01,1.292447e+21
2.131141e+01,2.427165e-24,3,1.401325e-24,2.000000e-01,2.048390e+21
2.151141e+01,0.000000e+00,0,,2.000000e-01,3.246479e+21
2.171141e+01,6.441813e-25,2,4.555050e-25,2.000000e-01,5.145323e+21
2.191141e+01,2.032255e-25,1,2.032255e-25,2.000000e-01,8.154787e+21
2.211141e+01,1.282266e-25,1,1.282266e-25,2.000000e-01,1.292447e+22
2.231141e+01,0.000000e+00,0,,2.000000e-01,2.048390e+22
2.251141e+01,0.000000e+00,0,,2.000000e-01,3.246479e+22
2.271141e+01,0.000000e+00,0,,2.000000e-01,5.145323e+22
