# n_pixels = 356240000
# n_pixels_in_grid = 352854618
# n_bins = 60
# grid = fixed, log10(tau) in [-3, 2]
# frac_tau_zero = 0.000000e+00
# frac_tau_underflow = 7.629688e-06
# frac_tau_overflow = 9.495464e-03
# density: normalised over the in-grid pixels only
# density_err: Poisson, sqrt(count) / (n_pixels_in_grid * bin_width)
#
log_tau_bin_center,log_tau_bin_low,log_tau_bin_high,density,density_err,count
-2.958333e+00,-3.000000e+00,-2.916667e+00,3.098160e-05,1.026466e-06,911
-2.875000e+00,-2.916667e+00,-2.833333e+00,4.805379e-05,1.278370e-06,1413
-2.791667e+00,-2.833333e+00,-2.750000e+00,6.699643e-05,1.509449e-06,1970
-2.708333e+00,-2.750000e+00,-2.666667e+00,9.216260e-05,1.770395e-06,2710
-2.625000e+00,-2.666667e+00,-2.583333e+00,1.358633e-04,2.149532e-06,3995
-2.541667e+00,-2.583333e+00,-2.500000e+00,1.926232e-04,2.559452e-06,5664
-2.458333e+00,-2.500000e+00,-2.416667e+00,3.160735e-04,3.278587e-06,9294
-2.375000e+00,-2.416667e+00,-2.333333e+00,5.494047e-04,4.322539e-06,16155
-2.291667e+00,-2.333333e+00,-2.250000e+00,9.711762e-04,5.747007e-06,28557
-2.208333e+00,-2.250000e+00,-2.166667e+00,1.709157e-03,7.624015e-06,50257
-2.125000e+00,-2.166667e+00,-2.083333e+00,3.246844e-03,1.050808e-05,95472
-2.041667e+00,-2.083333e+00,-2.000000e+00,6.041344e-03,1.433374e-05,177643
-1.958333e+00,-2.000000e+00,-1.916667e+00,1.133583e-02,1.963448e-05,333325
-1.875000e+00,-1.916667e+00,-1.833333e+00,2.150898e-02,2.704598e-05,632462
-1.791667e+00,-1.833333e+00,-1.750000e+00,4.010087e-02,3.692917e-05,1179148
-1.708333e+00,-1.750000e+00,-1.666667e+00,7.083934e-02,4.908287e-05,2082999
-1.625000e+00,-1.666667e+00,-1.583333e+00,1.152395e-01,6.260275e-05,3388566
-1.541667e+00,-1.583333e+00,-1.500000e+00,1.757025e-01,7.730039e-05,5166453
-1.458333e+00,-1.500000e+00,-1.416667e+00,2.495713e-01,9.212767e-05,7338533
-1.375000e+00,-1.416667e+00,-1.333333e+00,3.341862e-01,1.066073e-04,9826595
-1.291667e+00,-1.333333e+00,-1.250000e+00,4.192071e-01,1.194007e-04,12326596
