k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err,P_k_rescaled,P_k_rescaled_std,P_k_rescaled_err
0.000000e+00,7.441483e+01,2.245746e+02,2.245746e+00,4.413034e+01,1.773526e+02,1.773526e+00
2.253923e-03,5.540545e+01,5.421998e+01,5.421998e-01,3.200880e+01,3.480493e+01,3.480493e-01
4.507846e-03,5.199077e+01,4.856584e+01,4.856584e-01,2.983195e+01,2.870073e+01,2.870073e-01
6.761769e-03,3.663501e+01,3.665264e+01,3.665264e-01,2.156864e+01,2.258265e+01,2.258265e-01
9.015691e-03,3.371138e+01,3.381481e+01,3.381481e-01,1.979967e+01,2.014695e+01,2.014695e-01
1.126961e-02,2.913673e+01,2.916145e+01,2.916145e-01,1.717253e+01,1.722757e+01,1.722757e-01
1.352354e-02,2.442891e+01,2.439185e+01,2.439185e-01,1.456417e+01,1.446114e+01,1.446114e-01
1.577746e-02,2.181221e+01,2.216869e+01,2.216869e-01,1.296833e+01,1.326046e+01,1.326046e-01
1.803138e-02,1.960348e+01,1.961979e+01,1.961979e-01,1.170177e+01,1.199261e+01,1.199261e-01
2.028531e-02,1.669086e+01,1.661661e+01,1.661661e-01,1.009490e+01,1.020655e+01,1.020655e-01
2.253923e-02,1.508046e+01,1.527319e+01,1.527319e-01,9.142347e+00,9.233567e+00,9.233567e-02
2.479315e-02,1.365843e+01,1.378491e+01,1.378491e-01,8.261179e+00,8.532674e+00,8.532674e-02
2.704707e-02,1.180108e+01,1.211080e+01,1.211080e-01,7.106303e+00,7.342201e+00,7.342201e-02
2.930100e-02,1.060491e+01,1.086397e+01,1.086397e-01,6.381626e+00,6.542091e+00,6.542091e-02
3.155492e-02,9.344503e+00,9.511948e+00,9.511948e-02,5.642430e+00,5.783239e+00,5.783239e-02
3.380884e-02,8.690393e+00,8.878589e+00,8.878589e-02,5.236434e+00,5.388379e+00,5.388379e-02
3.606277e-02,7.846037e+00,8.011618e+00,8.011618e-02,4.727136e+00,4.935546e+00,4.935546e-02
3.831669e-02,7.004471e+00,7.371015e+00,7.371015e-02,4.258000e+00,4.510871e+00,4.510871e-02
4.057061e-02,6.496508e+00,6.633478e+00,6.633478e-02,3.943241e+00,4.049839e+00,4.049839e-02
4.282453e-02,5.898916e+00,6.082015e+00,6.082015e-02,3.583794e+00,3.700936e+00,3.700936e-02
4.507846e-02,5.248136e+00,5.508349e+00,5.508349e-02,3.181784e+00,3.328145e+00,3.328145e-02
4.733238e-02,4.701909e+00,4.909270e+00,4.909270e-02,2.823610e+00,2.936635e+00,2.936635e-02
4.958630e-02,4.254250e+00,4.473434e+00,4.473434e-02,2.591145e+00,2.759400e+00,2.759400e-02
5.184023e-02,3.894172e+00,4.038127e+00,4.038127e-02,2.363171e+00,2.483221e+00,2.483221e-02
5.409415e-02,3.398535e+00,3.518949e+00,3.518949e-02,2.084049e+00,2.168614e+00,2.168614e-02
5.634807e-02,3.210345e+00,3.369793e+00,3.369793e-02,1.955028e+00,2.036812e+00,2.036812e-02
5.860199e-02,2.949573e+00,3.134548e+00,3.134548e-02,1.775212e+00,1.886325e+00,1.886325e-02
6.085592e-02,2.636713e+00,2.705694e+00,2.705694e-02,1.606219e+00,1.650817e+00,1.650817e-02
6.310984e-02,2.392710e+00,2.558996e+00,2.558996e-02,1.456785e+00,1.529451e+00,1.529451e-02
6.536376e-02,2.164912e+00,2.280286e+00,2.280286e-02,1.313702e+00,1.372052e+00,1.372052e-02
6.761769e-02,1.986393e+00,2.078035e+00,2.078035e-02,1.207476e+00,1.245908e+00,1.245908e-02
6.987161e-02,1.805643e+00,1.934395e+00,1.934395e-02,1.085113e+00,1.165675e+00,1.165675e-02
7.212553e-02,1.632461e+00,1.732610e+00,1.732610e-02,9.876803e-01,1.041434e+00,1.041434e-02
7.437945e-02,1.485260e+00,1.600232e+00,1.600232e-02,8.946085e-01,9.608447e-01,9.608447e-03
7.663338e-02,1.361539e+00,1.424408e+00,1.424408e-02,8.256265e-01,8.613345e-01,8.613345e-03
7.888730e-02,1.224953e+00,1.270507e+00,1.270507e-02,7.404532e-01,7.668016e-01,7.668016e-03
8.114122e-02,1.115411e+00,1.187994e+00,1.187994e-02,6.741637e-01,7.065837e-01,7.065837e-03
8.339515e-02,1.033037e+00,1.087944e+00,1.087944e-02,6.186468e-01,6.431908e-01,6.431908e-03
8.564907e-02,9.206089e-01,9.601819e-01,9.601819e-03,5.505824e-01,5.716792e-01,5.716792e-03
8.790299e-02,8.489510e-01,8.959705e-01,8.959705e-03,5.060275e-01,5.266970e-01,5.266970e-03
9.015691e-02,7.648943e-01,8.019071e-01,8.019071e-03,4.561244e-01,4.779014e-01,4.779014e-03
9.241084e-02,6.980359e-01,7.368573e-01,7.368573e-03,4.175937e-01,4.449676e-01,4.449676e-03
9.466476e-02,6.382215e-01,6.616131e-01,6.616131e-03,3.807380e-01,3.952731e-01,3.952731e-03
9.691868e-02,5.887835e-01,6.109245e-01,6.109245e-03,3.498593e-01,3.586655e-01,3.586655e-03
9.917261e-02,5.317341e-01,5.675097e-01,5.675097e-03,3.146343e-01,3.316613e-01,3.316613e-03
1.014265e-01,4.792272e-01,4.999591e-01,4.999591e-03,2.832989e-01,2.955216e-01,2.955216e-03
1.036805e-01,4.460473e-01,4.648204e-01,4.648204e-03,2.640394e-01,2.803185e-01,2.803185e-03
1.059344e-01,4.070437e-01,4.281241e-01,4.281241e-03,2.365640e-01,2.505525e-01,2.505525e-03
1.081883e-01,3.746796e-01,3.940649e-01,3.940649e-03,2.182142e-01,2.289022e-01,2.289022e-03
1.104422e-01,3.424041e-01,3.650144e-01,3.650144e-03,1.986663e-01,2.098846e-01,2.098846e-03
1.126961e-01,3.172682e-01,3.376381e-01,3.376381e-03,1.835408e-01,1.931621e-01,1.931621e-03
1.149501e-01,2.959110e-01,3.129641e-01,3.129641e-03,1.679383e-01,1.768990e-01,1.768990e-03
1.172040e-01,2.690278e-01,2.842536e-01,2.842536e-03,1.513765e-01,1.567879e-01,1.567879e-03
1.194579e-01,2.442491e-01,2.582783e-01,2.582783e-03,1.388005e-01,1.446633e-01,1.446633e-03
1.217118e-01,2.285342e-01,2.425553e-01,2.425553e-03,1.296147e-01,1.363161e-01,1.363161e-03
1.239658e-01,2.084094e-01,2.178373e-01,2.178373e-03,1.165270e-01,1.213217e-01,1.213217e-03
1.262197e-01,1.964564e-01,2.077248e-01,2.077248e-03,1.058651e-01,1.112200e-01,1.112200e-03
1.284736e-01,1.756865e-01,1.847271e-01,1.847271e-03,9.410842e-02,9.883384e-02,9.883384e-04
1.307275e-01,1.647155e-01,1.722738e-01,1.722738e-03,8.769801e-02,9.327684e-02,9.327684e-04
1.329814e-01,1.532607e-01,1.615813e-01,1.615813e-03,8.086169e-02,8.435386e-02,8.435386e-04
1.352354e-01,1.394838e-01,1.445767e-01,1.445767e-03,7.306984e-02,7.599066e-02,7.599066e-04
1.374893e-01,1.304424e-01,1.379256e-01,1.379256e-03,6.796203e-02,7.229169e-02,7.229169e-04
1.397432e-01,1.239263e-01,1.290964e-01,1.290964e-03,6.269050e-02,6.494018e-02,6.494018e-04
1.419971e-01,1.137443e-01,1.186357e-01,1.186357e-03,5.668193e-02,5.912073e-02,5.912073e-04
1.442511e-01,1.087155e-01,1.154337e-01,1.154337e-03,5.279298e-02,5.549394e-02,5.549394e-04
1.465050e-01,1.005309e-01,1.060324e-01,1.060324e-03,4.877472e-02,5.134386e-02,5.134386e-04
1.487589e-01,9.553075e-02,1.016788e-01,1.016788e-03,4.504658e-02,4.842473e-02,4.842473e-04
1.510128e-01,8.943429e-02,9.527656e-02,9.527656e-04,4.148264e-02,4.389477e-02,4.389477e-04
1.532668e-01,8.210025e-02,8.771486e-02,8.771486e-04,3.796552e-02,4.086778e-02,4.086778e-04
1.555207e-01,7.704755e-02,8.107302e-02,8.107302e-04,3.490510e-02,3.750409e-02,3.750409e-04
1.577746e-01,7.313292e-02,7.673413e-02,7.673413e-04,3.260200e-02,3.477677e-02,3.477677e-04
1.600285e-01,6.987221e-02,7.424972e-02,7.424972e-04,3.061159e-02,3.308733e-02,3.308733e-04
1.622824e-01,6.613063e-02,7.027816e-02,7.027816e-04,2.799971e-02,2.972147e-02,2.972147e-04
1.645364e-01,6.318964e-02,6.792469e-02,6.792469e-04,2.660551e-02,2.880188e-02,2.880188e-04
1.667903e-01,5.688284e-02,5.958763e-02,5.958763e-04,2.362562e-02,2.480980e-02,2.480980e-04
1.690442e-01,5.436092e-02,5.649357e-02,5.649357e-04,2.218470e-02,2.333661e-02,2.333661e-04
1.712981e-01,5.193973e-02,5.449891e-02,5.449891e-04,2.066923e-02,2.162003e-02,2.162003e-04
1.735521e-01,4.908166e-02,5.247795e-02,5.247795e-04,1.943719e-02,2.071491e-02,2.071491e-04
1.758060e-01,4.599278e-02,4.871854e-02,4.871854e-04,1.817512e-02,1.965977e-02,1.965977e-04
1.780599e-01,4.379553e-02,4.604067e-02,4.604067e-04,1.653037e-02,1.777874e-02,1.777874e-04
1.803138e-01,4.217287e-02,4.478839e-02,4.478839e-04,1.559651e-02,1.664415e-02,1.664415e-04
1.825678e-01,3.922731e-02,4.212408e-02,4.212408e-04,1.441852e-02,1.592814e-02,1.592814e-04
1.848217e-01,3.651693e-02,3.926206e-02,3.926206e-04,1.347962e-02,1.462166e-02,1.462166e-04
1.870756e-01,3.458115e-02,3.735341e-02,3.735341e-04,1.252231e-02,1.352170e-02,1.352170e-04
1.893295e-01,3.249099e-02,3.518795e-02,3.518795e-04,1.148726e-02,1.248974e-02,1.248974e-04
1.915834e-01,3.064583e-02,3.219070e-02,3.219070e-04,1.080921e-02,1.173416e-02,1.173416e-04
1.938374e-01,2.822970e-02,3.067849e-02,3.067849e-04,9.913133e-03,1.083028e-02,1.083028e-04
1.960913e-01,2.704842e-02,2.891294e-02,2.891294e-04,9.348503e-03,1.006245e-02,1.006245e-04
1.983452e-01,2.549846e-02,2.647853e-02,2.647853e-04,8.881279e-03,9.800015e-03,9.800015e-05
2.005991e-01,2.356989e-02,2.516630e-02,2.516630e-04,8.133478e-03,9.008610e-03,9.008610e-05
2.028531e-01,2.193915e-02,2.362305e-02,2.362305e-04,7.482237e-03,8.141454e-03,8.141454e-05
2.051070e-01,2.083252e-02,2.204488e-02,2.204488e-04,6.841971e-03,7.393314e-03,7.393314e-05
2.073609e-01,1.964987e-02,2.089228e-02,2.089228e-04,6.510080e-03,7.070957e-03,7.070957e-05
2.096148e-01,1.822329e-02,1.918796e-02,1.918796e-04,5.961202e-03,6.526775e-03,6.526775e-05
2.118687e-01,1.680536e-02,1.778917e-02,1.778917e-04,5.492629e-03,6.090360e-03,6.090360e-05
2.141227e-01,1.574374e-02,1.682376e-02,1.682376e-04,5.162226e-03,5.553878e-03,5.553878e-05
2.163766e-01,1.492356e-02,1.610952e-02,1.610952e-04,4.790548e-03,5.212456e-03,5.212456e-05
