# n_pixels = 278760000
# n_pixels_in_grid = 275826348
# n_bins = 60
# grid = fixed, log10(tau) in [-3, 2]
# frac_tau_zero = 0.000000e+00
# frac_tau_underflow = 0.000000e+00
# frac_tau_overflow = 1.052393e-02
# density: normalised over the in-grid pixels only
# density_err: Poisson, sqrt(count) / (n_pixels_in_grid * bin_width)
#
log_tau_bin_center,log_tau_bin_low,log_tau_bin_high,density,density_err,count
-2.958333e+00,-3.000000e+00,-2.916667e+00,1.522697e-06,2.573828e-07,35
-2.875000e+00,-2.916667e+00,-2.833333e+00,1.044135e-06,2.131332e-07,24
-2.791667e+00,-2.833333e+00,-2.750000e+00,1.696720e-06,2.716926e-07,39
-2.708333e+00,-2.750000e+00,-2.666667e+00,2.697349e-06,3.425637e-07,62
-2.625000e+00,-2.666667e+00,-2.583333e+00,2.479821e-06,3.284603e-07,57
-2.541667e+00,-2.583333e+00,-2.500000e+00,5.916766e-06,5.073585e-07,136
-2.458333e+00,-2.500000e+00,-2.416667e+00,7.961531e-06,5.885333e-07,183
-2.375000e+00,-2.416667e+00,-2.333333e+00,1.070239e-05,6.823592e-07,246
-2.291667e+00,-2.333333e+00,-2.250000e+00,1.735875e-05,8.690243e-07,399
-2.208333e+00,-2.250000e+00,-2.166667e+00,3.711031e-05,1.270633e-06,853
-2.125000e+00,-2.166667e+00,-2.083333e+00,8.609765e-05,1.935390e-06,1979
-2.041667e+00,-2.083333e+00,-2.000000e+00,1.829412e-04,2.821165e-06,4205
-1.958333e+00,-2.000000e+00,-1.916667e+00,4.640746e-04,4.493313e-06,10667
-1.875000e+00,-1.916667e+00,-1.833333e+00,1.272366e-03,7.440099e-06,29246
-1.791667e+00,-1.833333e+00,-1.750000e+00,3.213544e-03,1.182401e-05,73865
-1.708333e+00,-1.750000e+00,-1.666667e+00,7.845110e-03,1.847448e-05,180324
-1.625000e+00,-1.666667e+00,-1.583333e+00,1.841493e-02,2.830465e-05,423277
-1.541667e+00,-1.583333e+00,-1.500000e+00,3.760888e-02,4.044995e-05,864460
-1.458333e+00,-1.500000e+00,-1.416667e+00,7.119323e-02,5.565345e-05,1636414
-1.375000e+00,-1.416667e+00,-1.333333e+00,1.226967e-01,7.306159e-05,2820248
-1.291667e+00,-1.333333e+00,-1.250000e+00,1.916126e-01,9.130294e-05,4404317
-1.208333e+00,-1.250000e+00,-1.166667e+00,2.784182e-01,1.100580e-04,6399589
-1.125000e+00,-1.166667e+00,-1.083333e+00,3.773127e-01,1.281219e-04,8672732
-1.041667e+00,-1.083333e+00,-1.000000e+00,4.729535e-01,1.434439e-04,10871087
-9.583333e-01,-1.000000e+00,-9.166667e-01,5.622634e-01,1.564021e-04,12923921
-8.750000e-01,-9.166667e-01,-8.333333e-01,6.334432e-01,1.660071e-04,14560028
-7.916667e-01,-8.333333e-01,-7.500000e-01,6.771245e-01,1.716355e-04,15564064
-7.083333e-01,-7.500000e-01,-6.666667e-01,6.973625e-01,1.741815e-04,16029247
-6.250000e-01,-6.666667e-01,-5.833333e-01,6.950780e-01,1.738960e-04,15976735
-5.416667e-01,-5.833333e-01,-5.000000e-01,6.722966e-01,1.710225e-04,15453094
-4.583333e-01,-5.000000e-01,-4.166667e-01,6.346683e-01,1.661675e-04,14588187
-3.750000e-01,-4.166667e-01,-3.333333e-01,5.850267e-01,1.595367e-04,13447148
-2.916667e-01,-3.333333e-01,-2.500000e-01,5.375732e-01,1.529296e-04,12356405
-2.083333e-01,-2.500000e-01,-1.666667e-01,4.876469e-01,1.456550e-04,11208822
-1.250000e-01,-1.666667e-01,-8.333333e-02,4.406226e-01,1.384542e-04,10127943
-4.166667e-02,-8.333333e-02,0.000000e+00,3.963803e-01,1.313194e-04,9111011
4.166667e-02,0.000000e+00,8.333333e-02,3.573957e-01,1.246945e-04,8214930
1.250000e-01,8.333333e-02,1.666667e-01,3.224095e-01,1.184341e-04,7410753
2.083333e-01,1.666667e-01,2.500000e-01,2.935976e-01,1.130183e-04,6748495
2.916667e-01,2.500000e-01,3.333333e-01,2.698249e-01,1.083462e-04,6202067
3.750000e-01,3.333333e-01,4.166667e-01,2.504597e-01,1.043859e-04,5756948
4.583333e-01,4.166667e-01,5.000000e-01,2.318131e-01,1.004250e-04,5328346
5.416667e-01,5.000000e-01,5.833333e-01,2.163496e-01,9.701767e-05,4972911
6.250000e-01,5.833333e-01,6.666667e-01,2.000080e-01,9.328169e-05,4597289
7.083333e-01,6.666667e-01,7.500000e-01,1.835172e-01,8.935341e-05,4218240
7.916667e-01,7.500000e-01,8.333333e-01,1.656284e-01,8.488680e-05,3807057
8.750000e-01,8.333333e-01,9.166667e-01,1.485986e-01,8.040446e-05,3415618
9.583333e-01,9.166667e-01,1.000000e+00,1.319184e-01,7.575746e-05,3032214
1.041667e+00,1.000000e+00,1.083333e+00,1.149448e-01,7.071595e-05,2642067
1.125000e+00,1.083333e+00,1.166667e+00,9.755460e-02,6.514733e-05,2242344
1.208333e+00,1.166667e+00,1.250000e+00,8.243843e-02,5.988770e-05,1894891
1.291667e+00,1.250000e+00,1.333333e+00,6.968711e-02,5.506162e-05,1601795
1.375000e+00,1.333333e+00,1.416667e+00,5.772641e-02,5.011411e-05,1326872
1.458333e+00,1.416667e+00,1.500000e+00,4.698552e-02,4.521211e-05,1079987
1.541667e+00,1.500000e+00,1.583333e+00,3.905127e-02,4.121832e-05,897614
1.625000e+00,1.583333e+00,1.666667e+00,3.292950e-02,3.784995e-05,756902
1.708333e+00,1.666667e+00,1.750000e+00,2.694434e-02,3.423786e-05,619330
1.791667e+00,1.750000e+00,1.833333e+00,2.251364e-02,3.129649e-05,517488
1.875000e+00,1.833333e+00,1.916667e+00,1.889824e-02,2.867368e-05,434386
1.958333e+00,1.916667e+00,2.000000e+00,1.595591e-02,2.634714e-05,366755
