k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err,P_k_rescaled,P_k_rescaled_std,P_k_rescaled_err
0.000000e+00,2.365462e+02,3.723870e+02,3.723870e+00,1.028901e+02,2.157215e+02,2.157215e+00
2.033942e-03,1.877854e+02,1.852322e+02,1.852322e+00,8.332429e+01,7.983046e+01,7.983046e-01
4.067884e-03,1.701250e+02,1.742901e+02,1.742901e+00,7.625390e+01,7.164773e+01,7.164773e-01
6.101825e-03,1.269141e+02,1.265686e+02,1.265686e+00,5.493540e+01,5.324991e+01,5.324991e-01
8.135767e-03,1.155489e+02,1.211918e+02,1.211918e+00,5.066963e+01,5.114177e+01,5.114177e-01
1.016971e-02,9.832148e+01,1.017492e+02,1.017492e+00,4.382772e+01,4.431695e+01,4.431695e-01
1.220365e-02,8.105774e+01,8.300613e+01,8.300613e-01,3.617007e+01,3.592016e+01,3.592016e-01
1.423759e-02,7.414378e+01,7.728887e+01,7.728887e-01,3.275752e+01,3.296772e+01,3.296772e-01
1.627153e-02,6.500180e+01,6.599140e+01,6.599140e-01,2.949692e+01,2.896273e+01,2.896273e-01
1.830548e-02,5.864979e+01,5.947251e+01,5.947251e-01,2.657784e+01,2.618518e+01,2.618518e-01
2.033942e-02,5.099231e+01,5.166542e+01,5.166542e-01,2.330117e+01,2.276631e+01,2.276631e-01
2.237336e-02,4.559915e+01,4.692170e+01,4.692170e-01,2.077593e+01,2.107078e+01,2.107078e-01
2.440730e-02,4.090265e+01,4.242245e+01,4.242245e-01,1.885867e+01,1.888821e+01,1.888821e-01
2.644124e-02,3.683322e+01,3.899619e+01,3.899619e-01,1.714504e+01,1.753084e+01,1.753084e-01
2.847519e-02,3.257481e+01,3.392087e+01,3.392087e-01,1.528632e+01,1.545005e+01,1.545005e-01
3.050913e-02,3.027367e+01,3.263551e+01,3.263551e-01,1.433681e+01,1.487002e+01,1.487002e-01
3.254307e-02,2.693050e+01,2.775651e+01,2.775651e-01,1.270578e+01,1.278210e+01,1.278210e-01
3.457701e-02,2.419851e+01,2.538001e+01,2.538001e-01,1.177727e+01,1.194832e+01,1.194832e-01
3.661095e-02,2.243315e+01,2.420037e+01,2.420037e-01,1.093948e+01,1.125849e+01,1.125849e-01
3.864489e-02,2.020937e+01,2.172541e+01,2.172541e-01,9.827851e+00,1.008123e+01,1.008123e-01
4.067884e-02,1.784445e+01,1.901387e+01,1.901387e-01,8.932792e+00,9.157322e+00,9.157322e-02
4.271278e-02,1.626606e+01,1.682634e+01,1.682634e-01,8.108740e+00,8.129219e+00,8.129219e-02
4.474672e-02,1.457337e+01,1.523634e+01,1.523634e-01,7.320908e+00,7.334591e+00,7.334591e-02
4.678066e-02,1.336215e+01,1.423660e+01,1.423660e-01,6.829173e+00,6.936842e+00,6.936842e-02
4.881460e-02,1.203392e+01,1.307237e+01,1.307237e-01,6.149837e+00,6.262588e+00,6.262588e-02
5.084854e-02,1.085462e+01,1.182049e+01,1.182049e-01,5.601730e+00,5.750114e+00,5.750114e-02
5.288249e-02,9.762740e+00,1.066155e+01,1.066155e-01,5.128097e+00,5.407659e+00,5.407659e-02
5.491643e-02,8.966385e+00,9.735974e+00,9.735974e-02,4.693403e+00,4.851874e+00,4.851874e-02
5.695037e-02,8.220701e+00,8.805300e+00,8.805300e-02,4.301125e+00,4.383595e+00,4.383595e-02
5.898431e-02,7.490567e+00,8.212867e+00,8.212867e-02,3.988237e+00,4.201235e+00,4.201235e-02
6.101825e-02,6.724343e+00,7.429664e+00,7.429664e-02,3.617956e+00,3.845019e+00,3.845019e-02
6.305220e-02,6.019509e+00,6.514658e+00,6.514658e-02,3.287602e+00,3.433348e+00,3.433348e-02
6.508614e-02,5.486892e+00,6.051373e+00,6.051373e-02,3.012542e+00,3.156917e+00,3.156917e-02
6.712008e-02,5.031266e+00,5.480793e+00,5.480793e-02,2.785032e+00,2.929109e+00,2.929109e-02
6.915402e-02,4.641726e+00,5.131565e+00,5.131565e-02,2.526935e+00,2.654221e+00,2.654221e-02
7.118796e-02,4.183646e+00,4.662845e+00,4.662845e-02,2.354614e+00,2.548136e+00,2.548136e-02
7.322190e-02,3.738449e+00,4.053348e+00,4.053348e-02,2.124123e+00,2.249981e+00,2.249981e-02
7.525585e-02,3.431360e+00,3.745643e+00,3.745643e-02,1.962962e+00,2.073733e+00,2.073733e-02
7.728979e-02,3.140035e+00,3.470031e+00,3.470031e-02,1.759045e+00,1.887041e+00,1.887041e-02
7.932373e-02,2.851125e+00,3.121913e+00,3.121913e-02,1.610014e+00,1.702870e+00,1.702870e-02
8.135767e-02,2.591571e+00,2.819512e+00,2.819512e-02,1.473925e+00,1.549496e+00,1.549496e-02
8.339161e-02,2.385233e+00,2.619115e+00,2.619115e-02,1.366542e+00,1.462865e+00,1.462865e-02
8.542556e-02,2.256334e+00,2.506730e+00,2.506730e-02,1.286355e+00,1.361561e+00,1.361561e-02
8.745950e-02,2.040189e+00,2.184326e+00,2.184326e-02,1.169707e+00,1.236384e+00,1.236384e-02
8.949344e-02,1.867043e+00,2.006682e+00,2.006682e-02,1.078995e+00,1.117544e+00,1.117544e-02
9.152738e-02,1.739848e+00,1.900037e+00,1.900037e-02,9.844822e-01,1.034658e+00,1.034658e-02
9.356132e-02,1.584369e+00,1.763156e+00,1.763156e-02,8.866816e-01,9.425586e-01,9.425586e-03
9.559526e-02,1.450603e+00,1.582244e+00,1.582244e-02,8.341273e-01,8.747909e-01,8.747909e-03
9.762921e-02,1.349583e+00,1.441138e+00,1.441138e-02,7.591838e-01,7.751870e-01,7.751870e-03
9.966315e-02,1.248696e+00,1.353424e+00,1.353424e-02,7.097007e-01,7.372154e-01,7.372154e-03
1.016971e-01,1.191547e+00,1.272881e+00,1.272881e-02,6.601098e-01,6.772467e-01,6.772467e-03
1.037310e-01,1.092220e+00,1.175924e+00,1.175924e-02,5.938875e-01,6.196918e-01,6.196918e-03
1.057650e-01,1.014047e+00,1.110155e+00,1.110155e-02,5.587507e-01,5.952966e-01,5.952966e-03
1.077989e-01,9.555391e-01,1.046842e+00,1.046842e-02,5.172764e-01,5.362096e-01,5.362096e-03
1.098329e-01,9.040676e-01,9.783837e-01,9.783837e-03,4.666533e-01,4.860706e-01,4.860706e-03
1.118668e-01,8.621340e-01,9.222849e-01,9.222849e-03,4.461720e-01,4.596648e-01,4.596648e-03
1.139007e-01,8.081656e-01,8.898462e-01,8.898462e-03,4.148255e-01,4.360891e-01,4.360891e-03
1.159347e-01,7.523843e-01,7.999987e-01,7.999987e-03,3.811306e-01,3.932976e-01,3.932976e-03
1.179686e-01,7.251699e-01,7.798541e-01,7.798541e-03,3.565017e-01,3.741024e-01,3.741024e-03
1.200026e-01,6.881452e-01,7.596221e-01,7.596221e-03,3.270006e-01,3.398321e-01,3.398321e-03
1.220365e-01,6.615905e-01,7.484433e-01,7.484433e-03,3.106495e-01,3.200655e-01,3.200655e-03
1.240704e-01,6.313357e-01,7.068323e-01,7.068323e-03,2.915112e-01,3.041031e-01,3.041031e-03
1.261044e-01,6.197200e-01,7.171220e-01,7.171220e-03,2.782463e-01,2.873065e-01,2.873065e-03
1.281383e-01,5.916385e-01,6.639398e-01,6.639398e-03,2.564191e-01,2.680648e-01,2.680648e-03
1.301723e-01,5.764743e-01,6.365955e-01,6.365955e-03,2.423497e-01,2.548662e-01,2.548662e-03
1.322062e-01,5.588451e-01,6.365469e-01,6.365469e-03,2.292510e-01,2.383431e-01,2.383431e-03
1.342402e-01,5.501693e-01,6.451034e-01,6.451034e-03,2.168483e-01,2.274981e-01,2.274981e-03
1.362741e-01,5.372096e-01,6.358395e-01,6.358395e-03,2.094210e-01,2.185609e-01,2.185609e-03
1.383080e-01,5.364933e-01,6.443772e-01,6.443772e-03,2.014118e-01,2.105794e-01,2.105794e-03
1.403420e-01,5.250351e-01,6.166809e-01,6.166809e-03,1.884268e-01,1.987979e-01,1.987979e-03
1.423759e-01,5.116906e-01,6.274561e-01,6.274561e-03,1.765532e-01,1.863254e-01,1.863254e-03
1.444099e-01,4.917729e-01,6.051043e-01,6.051043e-03,1.691921e-01,1.839052e-01,1.839052e-03
1.464438e-01,4.915159e-01,5.888562e-01,5.888562e-03,1.648017e-01,1.732253e-01,1.732253e-03
1.484778e-01,4.809227e-01,5.828182e-01,5.828182e-03,1.557945e-01,1.646141e-01,1.646141e-03
