k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err,P_k_rescaled,P_k_rescaled_std,P_k_rescaled_err
0.000000e+00,6.726453e+01,1.738019e+02,1.738019e+00,3.739000e+01,1.204048e+02,1.204048e+00
2.253923e-03,5.600143e+01,5.443501e+01,5.443501e-01,3.232664e+01,3.506144e+01,3.506144e-01
4.507846e-03,5.231033e+01,4.860473e+01,4.860473e-01,3.005104e+01,2.868866e+01,2.868866e-01
6.761769e-03,3.682350e+01,3.675764e+01,3.675764e-01,2.169291e+01,2.265736e+01,2.265736e-01
9.015691e-03,3.385847e+01,3.379932e+01,3.379932e-01,1.996387e+01,2.022334e+01,2.022334e-01
1.126961e-02,2.920592e+01,2.913368e+01,2.913368e-01,1.727669e+01,1.726848e+01,1.726848e-01
1.352354e-02,2.453123e+01,2.445182e+01,2.445182e-01,1.468976e+01,1.458703e+01,1.458703e-01
1.577746e-02,2.183709e+01,2.214471e+01,2.214471e-01,1.306717e+01,1.331737e+01,1.331737e-01
1.803138e-02,1.960349e+01,1.952717e+01,1.952717e-01,1.177609e+01,1.202173e+01,1.202173e-01
2.028531e-02,1.664680e+01,1.651380e+01,1.651380e-01,1.011978e+01,1.018655e+01,1.018655e-01
2.253923e-02,1.500408e+01,1.512552e+01,1.512552e-01,9.158583e+00,9.196846e+00,9.196846e-02
2.479315e-02,1.352037e+01,1.360189e+01,1.360189e-01,8.231493e+00,8.464827e+00,8.464827e-02
2.704707e-02,1.170824e+01,1.197020e+01,1.197020e-01,7.090923e+00,7.296703e+00,7.296703e-02
2.930100e-02,1.048400e+01,1.072239e+01,1.072239e-01,6.339379e+00,6.493898e+00,6.493898e-02
3.155492e-02,9.268954e+00,9.422546e+00,9.422546e-02,5.624744e+00,5.750432e+00,5.750432e-02
3.380884e-02,8.644645e+00,8.812230e+00,8.812230e-02,5.238149e+00,5.392855e+00,5.392855e-02
