k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err
0.000000e+00,1.464877e+01,7.650056e+01,7.650056e-01
2.673387e-03,1.375507e+01,1.833500e+01,1.833500e-01
5.346774e-03,1.203772e+01,1.342287e+01,1.342287e-01
8.020162e-03,9.685152e+00,1.074029e+01,1.074029e-01
1.069355e-02,8.518148e+00,9.319261e+00,9.319261e-02
1.336694e-02,7.131767e+00,7.812250e+00,7.812250e-02
1.604032e-02,6.186571e+00,6.728368e+00,6.728368e-02
1.871371e-02,5.294269e+00,5.839160e+00,5.839160e-02
2.138710e-02,4.863841e+00,5.041594e+00,5.041594e-02
2.406048e-02,4.061978e+00,4.385333e+00,4.385333e-02
2.673387e-02,3.558275e+00,3.862115e+00,3.862115e-02
2.940726e-02,3.069835e+00,3.274371e+00,3.274371e-02
3.208065e-02,2.691980e+00,2.788676e+00,2.788676e-02
3.475403e-02,2.316294e+00,2.472495e+00,2.472495e-02
3.742742e-02,2.072057e+00,2.183128e+00,2.183128e-02
4.010081e-02,1.831945e+00,1.905159e+00,1.905159e-02
4.277419e-02,1.612673e+00,1.688595e+00,1.688595e-02
4.544758e-02,1.430557e+00,1.478504e+00,1.478504e-02
4.812097e-02,1.295364e+00,1.378317e+00,1.378317e-02
5.079436e-02,1.107470e+00,1.175878e+00,1.175878e-02
5.346774e-02,1.011662e+00,1.072870e+00,1.072870e-02
5.614113e-02,8.474985e-01,9.019407e-01,9.019407e-03
5.881452e-02,7.621395e-01,8.063181e-01,8.063181e-03
6.148791e-02,6.802976e-01,7.132018e-01,7.132018e-03
6.416129e-02,6.065049e-01,6.481699e-01,6.481699e-03
6.683468e-02,5.517198e-01,5.936148e-01,5.936148e-03
6.950807e-02,4.828232e-01,5.189978e-01,5.189978e-03
7.218145e-02,4.163150e-01,4.414485e-01,4.414485e-03
7.485484e-02,3.678664e-01,3.869780e-01,3.869780e-03
7.752823e-02,3.278296e-01,3.439817e-01,3.439817e-03
8.020162e-02,2.984571e-01,3.209564e-01,3.209564e-03
8.287500e-02,2.644581e-01,2.760480e-01,2.760480e-03
8.554839e-02,2.292656e-01,2.399228e-01,2.399228e-03
8.822178e-02,2.051196e-01,2.159178e-01,2.159178e-03
9.089516e-02,1.856708e-01,1.955110e-01,1.955110e-03
9.356855e-02,1.609697e-01,1.699895e-01,1.699895e-03
9.624194e-02,1.449320e-01,1.554020e-01,1.554020e-03
9.891533e-02,1.286735e-01,1.344358e-01,1.344358e-03
1.015887e-01,1.134963e-01,1.206502e-01,1.206502e-03
1.042621e-01,9.850500e-02,1.033823e-01,1.033823e-03
1.069355e-01,9.059255e-02,9.550795e-02,9.550795e-04
1.096089e-01,7.885247e-02,8.236199e-02,8.236199e-04
1.122823e-01,6.948078e-02,7.365248e-02,7.365248e-04
1.149556e-01,6.287496e-02,6.820218e-02,6.820218e-04
1.176290e-01,5.470726e-02,5.740805e-02,5.740805e-04
1.203024e-01,4.854423e-02,5.204105e-02,5.204105e-04
1.229758e-01,4.398967e-02,4.695591e-02,4.695591e-04
1.256492e-01,3.752261e-02,3.959922e-02,3.959922e-04
1.283226e-01,3.381672e-02,3.591451e-02,3.591451e-04
1.309960e-01,3.036561e-02,3.226303e-02,3.226303e-04
1.336694e-01,2.677689e-02,2.885721e-02,2.885721e-04
1.363427e-01,2.331961e-02,2.502283e-02,2.502283e-04
1.390161e-01,2.104777e-02,2.251434e-02,2.251434e-04
1.416895e-01,1.862196e-02,1.989451e-02,1.989451e-04
1.443629e-01,1.645631e-02,1.807227e-02,1.807227e-04
1.470363e-01,1.496563e-02,1.630605e-02,1.630605e-04
1.497097e-01,1.338451e-02,1.479636e-02,1.479636e-04
1.523831e-01,1.210446e-02,1.313788e-02,1.313788e-04
1.550565e-01,1.067679e-02,1.159500e-02,1.159500e-04
1.577298e-01,9.463168e-03,1.037806e-02,1.037806e-04
1.604032e-01,8.444940e-03,9.166741e-03,9.166741e-05
1.630766e-01,7.561639e-03,8.476767e-03,8.476767e-05
1.657500e-01,6.810360e-03,7.573949e-03,7.573949e-05
1.684234e-01,6.081408e-03,6.689432e-03,6.689432e-05
1.710968e-01,5.432747e-03,6.072235e-03,6.072235e-05
1.737702e-01,4.861489e-03,5.431255e-03,5.431255e-05
1.764436e-01,4.455476e-03,5.121052e-03,5.121052e-05
1.791169e-01,3.923119e-03,4.408200e-03,4.408200e-05
1.817903e-01,3.561109e-03,4.050922e-03,4.050922e-05
1.844637e-01,3.195233e-03,3.630866e-03,3.630866e-05
1.871371e-01,2.898463e-03,3.241372e-03,3.241372e-05
1.898105e-01,2.561894e-03,2.928426e-03,2.928426e-05
1.924839e-01,2.315823e-03,2.611816e-03,2.611816e-05
1.951573e-01,2.126080e-03,2.395643e-03,2.395643e-05
1.978307e-01,1.903488e-03,2.192238e-03,2.192238e-05
2.005040e-01,1.767586e-03,2.053093e-03,2.053093e-05
2.031774e-01,1.586377e-03,1.843141e-03,1.843141e-05
2.058508e-01,1.452182e-03,1.731730e-03,1.731730e-05
2.085242e-01,1.319009e-03,1.564891e-03,1.564891e-05
2.111976e-01,1.192371e-03,1.417518e-03,1.417518e-05
2.138710e-01,1.089366e-03,1.323323e-03,1.323323e-05
2.165444e-01,9.793760e-04,1.177945e-03,1.177945e-05
2.192177e-01,9.056391e-04,1.072338e-03,1.072338e-05
2.218911e-01,8.250205e-04,1.033223e-03,1.033223e-05
2.245645e-01,7.491975e-04,9.426662e-04,9.426662e-06
2.272379e-01,6.898570e-04,8.732938e-04,8.732938e-06
2.299113e-01,6.154412e-04,7.677941e-04,7.677941e-06
2.325847e-01,5.594076e-04,7.201577e-04,7.201577e-06
2.352581e-01,5.230595e-04,6.691326e-04,6.691326e-06
2.379315e-01,4.767103e-04,5.894629e-04,5.894629e-06
2.406048e-01,4.321982e-04,5.500822e-04,5.500822e-06
2.432782e-01,3.949636e-04,5.087662e-04,5.087662e-06
2.459516e-01,3.569264e-04,4.665121e-04,4.665121e-06
2.486250e-01,3.236557e-04,4.186653e-04,4.186653e-06
2.512984e-01,3.008496e-04,4.024898e-04,4.024898e-06
2.539718e-01,2.683737e-04,3.617060e-04,3.617060e-06
2.566452e-01,2.448786e-04,3.522495e-04,3.522495e-06
2.593186e-01,2.252968e-04,3.090757e-04,3.090757e-06
