ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.815464e+04,3.729526e+03
HI 1215Å,16572,1.657200e+01,4.171930e-02,1.007532e+04,1.107729e+00
