ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,2.095912e+05,1.052627e+05
HI 1215Å,70538,7.053800e+01,8.280278e-01,1.799109e+03,1.823602e+00
