# n_sightlines = 10000
# X = 3.496315e-02 (absorption distance, dimensionless)
# dX_comoving_mpc = 37.252272
# X_absorption = 3.496315e-02
# redshift = 1.047602
# n_absorbers = 440000
# absorber_mode = 2
# cell_dv = 50.0
# colden_mode = 1
# norm_mode = 1
# log_N_min = 13.0
# log_N_max = 22.8
# n_bins = 49
# fit_log_N_min = 13.5
# fit_log_N_max = 15.0
# min_N_gate = 0.0
# dx_mode = 1
# beta_fit = 1.938967
# beta_fit_err = 0.026978
# beta_fit_n_bins = 8
# f_N_HI units: [cm^2]  (f(N) = dn/dN dX)
#
log10_N_HI,f_N_HI,counts,f_N_HI_err,delta_log_N,bin_center
1.311141e+01,8.102805e-12,16570,6.294687e-14,2.000000e-01,1.292447e+13
1.331141e+01,3.760189e-12,12187,3.406131e-14,2.000000e-01,2.048390e+13
1.351141e+01,1.720743e-12,8839,1.830267e-14,2.000000e-01,3.246479e+13
1.371141e+01,7.803542e-13,6353,9.790443e-15,2.000000e-01,5.145323e+13
1.391141e+01,3.437989e-13,4436,5.161889e-15,2.000000e-01,8.154787e+13
1.411141e+01,1.399042e-13,2861,2.615603e-15,2.000000e-01,1.292447e+14
1.431141e+01,5.741948e-14,1861,1.331025e-15,2.000000e-01,2.048390e+14
1.451141e+01,2.332221e-14,1198,6.738160e-16,2.000000e-01,3.246479e+14
1.471141e+01,9.052747e-15,737,3.334622e-16,2.000000e-01,5.145323e+14
1.491141e+01,3.317085e-15,428,1.603374e-16,2.000000e-01,8.154787e+14
1.511141e+01,1.246962e-15,255,7.808776e-17,2.000000e-01,1.292447e+15
1.531141e+01,4.813240e-16,156,3.853676e-17,2.000000e-01,2.048390e+15
1.551141e+01,2.452920e-16,126,2.185235e-17,2.000000e-01,3.246479e+15
1.571141e+01,1.056359e-16,86,1.139101e-17,2.000000e-01,5.145323e+15
1.591141e+01,5.425140e-17,70,6.484282e-18,2.000000e-01,8.154787e+15
1.611141e+01,2.053819e-17,42,3.169112e-18,2.000000e-01,1.292447e+16
1.631141e+01,1.388435e-17,45,2.069756e-18,2.000000e-01,2.048390e+16
1.651141e+01,7.592372e-18,39,1.215753e-18,2.000000e-01,3.246479e+16
1.671141e+01,4.790463e-18,39,7.670880e-19,2.000000e-01,5.145323e+16
1.691141e+01,1.472538e-18,19,3.378234e-19,2.000000e-01,8.154787e+16
1.711141e+01,6.846064e-19,14,1.829687e-19,2.000000e-01,1.292447e+17
1.731141e+01,4.628115e-19,15,1.194974e-19,2.000000e-01,2.048390e+17
1.751141e+01,4.088201e-19,21,8.921185e-20,2.000000e-01,3.246479e+17
1.771141e+01,2.088151e-19,17,5.064509e-20,2.000000e-01,5.145323e+17
1.791141e+01,1.085028e-19,14,2.899859e-20,2.000000e-01,8.154787e+17
1.811141e+01,4.890045e-20,10,1.546368e-20,2.000000e-01,1.292447e+18
1.831141e+01,2.776869e-20,9,9.256230e-21,2.000000e-01,2.048390e+18
1.851141e+01,9.733811e-21,5,4.353093e-21,2.000000e-01,3.246479e+18
1.871141e+01,1.351156e-20,11,4.073889e-21,2.000000e-01,5.145323e+18
1.891141e+01,2.325060e-21,3,1.342374e-21,2.000000e-01,8.154787e+18
1.911141e+01,2.934027e-21,6,1.197812e-21,2.000000e-01,1.292447e+19
1.931141e+01,6.170820e-22,2,4.363429e-22,2.000000e-01,2.048390e+19
1.951141e+01,9.733811e-22,5,4.353093e-22,2.000000e-01,3.246479e+19
1.971141e+01,1.228324e-22,1,1.228324e-22,2.000000e-01,5.145323e+19
1.991141e+01,6.200160e-22,8,2.192088e-22,2.000000e-01,8.154787e+19
2.011141e+01,4.890045e-22,10,1.546368e-22,2.000000e-01,1.292447e+20
2.031141e+01,9.256230e-23,3,5.344087e-23,2.000000e-01,2.048390e+20
2.051141e+01,7.787049e-23,4,3.893524e-23,2.000000e-01,3.246479e+20
2.071141e+01,2.456648e-23,2,1.737112e-23,2.000000e-01,5.145323e+20
2.091141e+01,7.750200e-24,1,7.750200e-24,2.000000e-01,8.154787e+20
2.111141e+01,9.780091e-24,2,6.915569e-24,2.000000e-01,1.292447e+21
2.131141e+01,3.085410e-24,1,3.085410e-24,2.000000e-01,2.048390e+21
2.151141e+01,0.000000e+00,0,,2.000000e-01,3.246479e+21
2.171141e+01,0.000000e+00,0,,2.000000e-01,5.145323e+21
2.191141e+01,0.000000e+00,0,,2.000000e-01,8.154787e+21
2.211141e+01,0.000000e+00,0,,2.000000e-01,1.292447e+22
2.231141e+01,0.000000e+00,0,,2.000000e-01,2.048390e+22
2.251141e+01,0.000000e+00,0,,2.000000e-01,3.246479e+22
2.271141e+01,0.000000e+00,0,,2.000000e-01,5.145323e+22
