# n_sightlines = 10000
# X = 1.685806e-01 (absorption distance, dimensionless)
# dX_comoving_mpc = 37.252272
# X_absorption = 1.685806e-01
# redshift = 3.496184
# n_absorbers = 580000
# absorber_mode = 2
# cell_dv = 50.0
# colden_mode = 1
# norm_mode = 1
# log_N_min = 13.0
# log_N_max = 22.8
# n_bins = 49
# fit_log_N_min = 13.5
# fit_log_N_max = 15.0
# min_N_gate = 0.0
# dx_mode = 1
# beta_fit = 1.661063
# beta_fit_err = 0.048304
# beta_fit_n_bins = 8
# f_N_HI units: [cm^2]  (f(N) = dn/dN dX)
#
log10_N_HI,f_N_HI,counts,f_N_HI_err,delta_log_N,bin_center
1.311141e+01,4.806310e-12,47391,2.207821e-14,2.000000e-01,1.292447e+13
1.331141e+01,5.007325e-12,78251,1.790032e-14,2.000000e-01,2.048390e+13
1.351141e+01,3.792171e-12,93923,1.237377e-14,2.000000e-01,3.246479e+13
1.371141e+01,2.271003e-12,89146,7.606184e-15,2.000000e-01,5.145323e+13
1.391141e+01,1.183024e-12,73600,4.360686e-15,2.000000e-01,8.154787e+13
1.411141e+01,5.587636e-13,55095,2.380521e-15,2.000000e-01,1.292447e+14
1.431141e+01,2.493008e-13,38959,1.263048e-15,2.000000e-01,2.048390e+14
1.451141e+01,1.068008e-13,26452,6.566670e-16,2.000000e-01,3.246479e+14
1.471141e+01,4.629590e-14,18173,3.434229e-16,2.000000e-01,5.145323e+14
1.491141e+01,1.984459e-14,12346,1.785990e-16,2.000000e-01,8.154787e+14
1.511141e+01,7.908591e-15,7798,8.955865e-17,2.000000e-01,1.292447e+15
1.531141e+01,3.125299e-15,4884,4.472020e-17,2.000000e-01,2.048390e+15
1.551141e+01,1.276667e-15,3162,2.270371e-17,2.000000e-01,3.246479e+15
1.571141e+01,5.232586e-16,2054,1.154559e-17,2.000000e-01,5.145323e+15
1.591141e+01,2.052612e-16,1277,5.743959e-18,2.000000e-01,8.154787e+15
1.611141e+01,9.137780e-17,901,3.044236e-18,2.000000e-01,1.292447e+16
1.631141e+01,4.037804e-17,631,1.607425e-18,2.000000e-01,2.048390e+16
1.651141e+01,2.059141e-17,510,9.118030e-19,2.000000e-01,3.246479e+16
1.671141e+01,8.839860e-18,347,4.745485e-19,2.000000e-01,5.145323e+16
1.691141e+01,4.388121e-18,273,2.655811e-19,2.000000e-01,8.154787e+16
1.711141e+01,2.068931e-18,204,1.448542e-19,2.000000e-01,1.292447e+17
1.731141e+01,1.241417e-18,194,8.912854e-20,2.000000e-01,2.048390e+17
1.751141e+01,5.248791e-19,130,4.603494e-20,2.000000e-01,3.246479e+17
1.771141e+01,3.107962e-19,122,2.813817e-20,2.000000e-01,5.145323e+17
1.791141e+01,1.494854e-19,93,1.550092e-20,2.000000e-01,8.154787e+17
1.811141e+01,1.044607e-19,103,1.029282e-20,2.000000e-01,1.292447e+18
1.831141e+01,4.927273e-20,77,5.615149e-21,2.000000e-01,2.048390e+18
1.851141e+01,3.270400e-20,81,3.633778e-21,2.000000e-01,3.246479e+18
1.871141e+01,1.528506e-20,60,1.973293e-21,2.000000e-01,5.145323e+18
1.891141e+01,7.715377e-21,48,1.113619e-21,2.000000e-01,8.154787e+18
1.911141e+01,4.056728e-21,40,6.414250e-22,2.000000e-01,1.292447e+19
1.931141e+01,3.263519e-21,51,4.569840e-22,2.000000e-01,2.048390e+19
1.951141e+01,1.251635e-21,31,2.248002e-22,2.000000e-01,3.246479e+19
1.971141e+01,9.935289e-22,39,1.590920e-22,2.000000e-01,5.145323e+19
1.991141e+01,4.982848e-22,31,8.949459e-23,2.000000e-01,8.154787e+19
2.011141e+01,3.651055e-22,36,6.085092e-23,2.000000e-01,1.292447e+20
2.031141e+01,2.239670e-22,35,3.785733e-23,2.000000e-01,2.048390e+20
2.051141e+01,8.075063e-23,20,1.805639e-23,2.000000e-01,3.246479e+20
2.071141e+01,4.585518e-23,18,1.080817e-23,2.000000e-01,5.145323e+20
2.091141e+01,1.446633e-23,9,4.822111e-24,2.000000e-01,8.154787e+20
2.111141e+01,5.070910e-24,5,2.267780e-24,2.000000e-01,1.292447e+21
2.131141e+01,1.279811e-24,2,9.049632e-25,2.000000e-01,2.048390e+21
2.151141e+01,4.037531e-25,1,4.037531e-25,2.000000e-01,3.246479e+21
2.171141e+01,0.000000e+00,0,,2.000000e-01,5.145323e+21
2.191141e+01,1.607370e-25,1,1.607370e-25,2.000000e-01,8.154787e+21
2.211141e+01,0.000000e+00,0,,2.000000e-01,1.292447e+22
2.231141e+01,0.000000e+00,0,,2.000000e-01,2.048390e+22
2.251141e+01,0.000000e+00,0,,2.000000e-01,3.246479e+22
2.271141e+01,0.000000e+00,0,,2.000000e-01,5.145323e+22
