# n_sightlines = 10000
# X = 1.970671e-02 (absorption distance, dimensionless)
# dX_comoving_mpc = 37.252272
# X_absorption = 1.970671e-02
# redshift = 0.537260
# n_absorbers = 360000
# absorber_mode = 2
# cell_dv = 50.0
# colden_mode = 1
# norm_mode = 1
# log_N_min = 13.0
# log_N_max = 22.8
# n_bins = 49
# fit_log_N_min = 13.5
# fit_log_N_max = 15.0
# min_N_gate = 0.0
# dx_mode = 1
# beta_fit = 1.870603
# beta_fit_err = 0.020384
# beta_fit_n_bins = 8
# f_N_HI units: [cm^2]  (f(N) = dn/dN dX)
#
log10_N_HI,f_N_HI,counts,f_N_HI_err,delta_log_N,bin_center
1.311141e+01,1.046214e-11,12059,9.527195e-14,2.000000e-01,1.292447e+13
1.331141e+01,4.912420e-12,8974,5.185641e-14,2.000000e-01,2.048390e+13
1.351141e+01,2.240543e-12,6487,2.781835e-14,2.000000e-01,3.246479e+13
1.371141e+01,1.000499e-12,4591,1.476601e-14,2.000000e-01,5.145323e+13
1.391141e+01,4.402818e-13,3202,7.780725e-15,2.000000e-01,8.154787e+13
1.411141e+01,1.936438e-13,2232,4.098798e-15,2.000000e-01,1.292447e+14
1.431141e+01,7.537778e-14,1377,2.031311e-15,2.000000e-01,2.048390e+14
1.451141e+01,3.305379e-14,957,1.068477e-15,2.000000e-01,3.246479e+14
1.471141e+01,1.429596e-14,656,5.581633e-16,2.000000e-01,5.145323e+14
1.491141e+01,5.238831e-15,381,2.683934e-16,2.000000e-01,8.154787e+14
1.511141e+01,1.969406e-15,227,1.307141e-16,2.000000e-01,1.292447e+15
1.531141e+01,7.992125e-16,146,6.614329e-17,2.000000e-01,2.048390e+15
1.551141e+01,3.212124e-16,93,3.330818e-17,2.000000e-01,3.246479e+15
1.571141e+01,1.547276e-16,71,1.836279e-17,2.000000e-01,5.145323e+15
1.591141e+01,7.012608e-17,51,9.819615e-18,2.000000e-01,8.154787e+15
1.611141e+01,2.863013e-17,33,4.983866e-18,2.000000e-01,1.292447e+16
1.631141e+01,1.751699e-17,32,3.096595e-18,2.000000e-01,2.048390e+16
1.651141e+01,7.598573e-18,22,1.620021e-18,2.000000e-01,3.246479e+16
1.671141e+01,3.486819e-18,16,8.717047e-19,2.000000e-01,5.145323e+16
1.691141e+01,1.787528e-18,13,4.957709e-19,2.000000e-01,8.154787e+16
1.711141e+01,6.073058e-19,7,2.295400e-19,2.000000e-01,1.292447e+17
1.731141e+01,5.474058e-19,10,1.731049e-19,2.000000e-01,2.048390e+17
1.751141e+01,2.417728e-19,7,9.138153e-20,2.000000e-01,3.246479e+17
1.771141e+01,1.525483e-19,7,5.765784e-20,2.000000e-01,5.145323e+17
1.791141e+01,1.100017e-19,8,3.889147e-20,2.000000e-01,8.154787e+17
1.811141e+01,5.205478e-20,6,2.125128e-20,2.000000e-01,1.292447e+18
1.831141e+01,2.737029e-20,5,1.224037e-20,2.000000e-01,2.048390e+18
1.851141e+01,1.726949e-20,5,7.723149e-21,2.000000e-01,3.246479e+18
1.871141e+01,2.179262e-21,1,2.179262e-21,2.000000e-01,5.145323e+18
1.891141e+01,5.500085e-21,4,2.750042e-21,2.000000e-01,8.154787e+18
1.911141e+01,1.735159e-21,2,1.226943e-21,2.000000e-01,1.292447e+19
1.931141e+01,1.094812e-21,2,7.741487e-22,2.000000e-01,2.048390e+19
1.951141e+01,6.907794e-22,2,4.884548e-22,2.000000e-01,3.246479e+19
1.971141e+01,2.179262e-22,1,2.179262e-22,2.000000e-01,5.145323e+19
1.991141e+01,2.750042e-22,2,1.944574e-22,2.000000e-01,8.154787e+19
2.011141e+01,4.337899e-22,5,1.939967e-22,2.000000e-01,1.292447e+20
2.031141e+01,5.474058e-23,1,5.474058e-23,2.000000e-01,2.048390e+20
2.051141e+01,3.453897e-23,1,3.453897e-23,2.000000e-01,3.246479e+20
2.071141e+01,4.358523e-23,2,3.081941e-23,2.000000e-01,5.145323e+20
2.091141e+01,1.375021e-23,1,1.375021e-23,2.000000e-01,8.154787e+20
2.111141e+01,0.000000e+00,0,,2.000000e-01,1.292447e+21
2.131141e+01,5.474058e-24,1,5.474058e-24,2.000000e-01,2.048390e+21
2.151141e+01,0.000000e+00,0,,2.000000e-01,3.246479e+21
2.171141e+01,0.000000e+00,0,,2.000000e-01,5.145323e+21
2.191141e+01,0.000000e+00,0,,2.000000e-01,8.154787e+21
2.211141e+01,0.000000e+00,0,,2.000000e-01,1.292447e+22
2.231141e+01,0.000000e+00,0,,2.000000e-01,2.048390e+22
2.251141e+01,0.000000e+00,0,,2.000000e-01,3.246479e+22
2.271141e+01,0.000000e+00,0,,2.000000e-01,5.145323e+22
