# n_sightlines = 10000
# X = 7.515343e-02 (absorption distance, dimensionless)
# dX_comoving_mpc = 37.252272
# X_absorption = 7.515343e-02
# redshift = 2.002028
# n_absorbers = 490000
# absorber_mode = 2
# cell_dv = 50.0
# colden_mode = 1
# norm_mode = 1
# log_N_min = 13.0
# log_N_max = 22.8
# n_bins = 49
# fit_log_N_min = 13.5
# fit_log_N_max = 15.0
# min_N_gate = 0.0
# dx_mode = 1
# beta_fit = 1.841746
# beta_fit_err = 0.030069
# beta_fit_n_bins = 8
# f_N_HI units: [cm^2]  (f(N) = dn/dN dX)
#
log10_N_HI,f_N_HI,counts,f_N_HI_err,delta_log_N,bin_center
1.311141e+01,8.007192e-12,35197,4.268030e-14,2.000000e-01,1.292447e+13
1.331141e+01,3.871289e-12,26970,2.357301e-14,2.000000e-01,2.048390e+13
1.351141e+01,1.836447e-12,20277,1.289664e-14,2.000000e-01,3.246479e+13
1.371141e+01,8.658538e-13,15152,7.034117e-15,2.000000e-01,5.145323e+13
1.391141e+01,4.027067e-13,11169,3.810498e-15,2.000000e-01,8.154787e+13
1.411141e+01,1.779022e-13,7820,2.011768e-15,2.000000e-01,1.292447e+14
1.431141e+01,7.617697e-14,5307,1.045681e-15,2.000000e-01,2.048390e+14
1.451141e+01,3.098330e-14,3421,5.297258e-16,2.000000e-01,3.246479e+14
1.471141e+01,1.236607e-14,2164,2.658295e-16,2.000000e-01,5.145323e+14
1.491141e+01,4.918005e-15,1364,1.331625e-16,2.000000e-01,8.154787e+14
1.511141e+01,1.963294e-15,863,6.683131e-17,2.000000e-01,1.292447e+15
1.531141e+01,7.693773e-16,536,3.323204e-17,2.000000e-01,2.048390e+15
1.551141e+01,3.378185e-16,373,1.749158e-17,2.000000e-01,3.246479e+15
1.571141e+01,1.542902e-16,270,9.389803e-18,2.000000e-01,5.145323e+15
1.591141e+01,7.788043e-17,216,5.299092e-18,2.000000e-01,8.154787e+15
1.611141e+01,3.457946e-17,152,2.804764e-18,2.000000e-01,1.292447e+16
1.631141e+01,1.751195e-17,122,1.585457e-18,2.000000e-01,2.048390e+16
1.651141e+01,8.603957e-18,95,8.827473e-19,2.000000e-01,3.246479e+16
1.671141e+01,3.485816e-18,61,4.463130e-19,2.000000e-01,5.145323e+16
1.691141e+01,2.055178e-18,57,2.722150e-19,2.000000e-01,8.154787e+16
1.711141e+01,8.189872e-19,36,1.364979e-19,2.000000e-01,1.292447e+17
1.731141e+01,5.167460e-19,36,8.612433e-20,2.000000e-01,2.048390e+17
1.751141e+01,2.535903e-19,28,4.792406e-20,2.000000e-01,3.246479e+17
1.771141e+01,1.028601e-19,18,2.424437e-20,2.000000e-01,5.145323e+17
1.791141e+01,7.932266e-20,22,1.691165e-20,2.000000e-01,8.154787e+17
1.811141e+01,5.687411e-20,25,1.137482e-20,2.000000e-01,1.292447e+18
1.831141e+01,2.870811e-20,20,6.419329e-21,2.000000e-01,2.048390e+18
1.851141e+01,1.539655e-20,17,3.734213e-21,2.000000e-01,3.246479e+18
1.871141e+01,9.143124e-21,16,2.285781e-21,2.000000e-01,5.145323e+18
1.891141e+01,2.523903e-21,7,9.539456e-22,2.000000e-01,8.154787e+18
1.911141e+01,2.957454e-21,13,8.202501e-22,2.000000e-01,1.292447e+19
1.931141e+01,2.583730e-21,18,6.089910e-22,2.000000e-01,2.048390e+19
1.951141e+01,9.962476e-22,11,3.003800e-22,2.000000e-01,3.246479e+19
1.971141e+01,7.428788e-22,13,2.060375e-22,2.000000e-01,5.145323e+19
1.991141e+01,5.768921e-22,16,1.442230e-22,2.000000e-01,8.154787e+19
2.011141e+01,3.412447e-22,15,8.810899e-23,2.000000e-01,1.292447e+20
2.031141e+01,1.866027e-22,13,5.175428e-23,2.000000e-01,2.048390e+20
2.051141e+01,1.449087e-22,16,3.622719e-23,2.000000e-01,3.246479e+20
2.071141e+01,6.857343e-23,12,1.979544e-23,2.000000e-01,5.145323e+20
2.091141e+01,5.047806e-23,14,1.349083e-23,2.000000e-01,8.154787e+20
2.111141e+01,2.274964e-23,10,7.194069e-24,2.000000e-01,1.292447e+21
2.131141e+01,4.306216e-24,3,2.486195e-24,2.000000e-01,2.048390e+21
2.151141e+01,2.717039e-24,3,1.568683e-24,2.000000e-01,3.246479e+21
2.171141e+01,2.285781e-24,4,1.142890e-24,2.000000e-01,5.145323e+21
2.191141e+01,0.000000e+00,0,,2.000000e-01,8.154787e+21
2.211141e+01,2.274964e-25,1,2.274964e-25,2.000000e-01,1.292447e+22
2.231141e+01,0.000000e+00,0,,2.000000e-01,2.048390e+22
2.251141e+01,0.000000e+00,0,,2.000000e-01,3.246479e+22
2.271141e+01,0.000000e+00,0,,2.000000e-01,5.145323e+22
