ion_name,n_absorbers,dN_dz,covering_fraction,mean_tau,median_tau
H (total) 1215Å,10000,1.000000e+01,1.000000e+00,1.732652e+05,8.443944e+04
HI 1215Å,100547,1.005470e+02,7.766885e-01,1.899399e+03,1.690363e+00
