statistic,value
mean_flux,0.8448441103549421
median_flux,0.9665451049804688
std_flux,0.2576959790762035
min_flux,2.9382650407717056e-39
max_flux,0.9998741149902344
mean_tau,1000.070066193926
median_tau,0.034027308225631714
effective_tau,0.16860315343142554
deep_absorption_frac,0.04482403199727683
moderate_absorption_frac,0.06798564377499787
weak_absorption_frac,0.8871903242277253
tau_eff_err,0.0015693701226955168
tau_eff_std,0.15693701226955167
mean_flux_err,0.0007239988919719542
mean_flux_std,0.07239988919719542
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,192.41981127487855
hi_fraction_eff,0.0008762255412134397
