statistic,value
mean_flux,0.9801344290013445
median_flux,0.9992809295654297
std_flux,0.08383178157307414
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,197.19955066698103
median_tau,0.000719294068403542
effective_tau,0.020065544274448205
deep_absorption_frac,0.002570108
moderate_absorption_frac,0.00570872
weak_absorption_frac,0.991721172
tau_eff_err,0.0005657281356280492
tau_eff_std,0.05657281356280492
mean_flux_err,0.0003377914351423089
mean_flux_std,0.03377914351423089
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,11.50798644127621
hi_fraction_eff,0.0017436188913375241
