k_s_per_km,P_k_mean_km_per_s,P_k_std,P_k_err,P_k_rescaled,P_k_rescaled_std,P_k_rescaled_err
0.000000e+00,9.349613e+01,1.833927e+02,1.833927e+00,4.784846e+01,1.108311e+02,1.108311e+00
2.136747e-03,9.341723e+01,9.017054e+01,9.017054e-01,5.184332e+01,5.258824e+01,5.258824e-01
4.273494e-03,8.484284e+01,8.333196e+01,8.333196e-01,4.605201e+01,4.466855e+01,4.466855e-01
6.410241e-03,6.747206e+01,6.596165e+01,6.596165e-01,3.673243e+01,3.592054e+01,3.592054e-01
8.546988e-03,5.796810e+01,5.633094e+01,5.633094e-01,3.191877e+01,3.082961e+01,3.082961e-01
1.068374e-02,5.080456e+01,5.017433e+01,5.017433e-01,2.800669e+01,2.785348e+01,2.785348e-01
1.282048e-02,4.527134e+01,4.466348e+01,4.466348e-01,2.538752e+01,2.520849e+01,2.520849e-01
1.495723e-02,3.948556e+01,3.885062e+01,3.885062e-01,2.210500e+01,2.180593e+01,2.180593e-01
1.709398e-02,3.630171e+01,3.690425e+01,3.690425e-01,2.087947e+01,2.093176e+01,2.093176e-01
1.923072e-02,3.059261e+01,2.991672e+01,2.991672e-01,1.734607e+01,1.702136e+01,1.702136e-01
2.136747e-02,2.749828e+01,2.783285e+01,2.783285e-01,1.577622e+01,1.583689e+01,1.583689e-01
2.350422e-02,2.471567e+01,2.467099e+01,2.467099e-01,1.428996e+01,1.433461e+01,1.433461e-01
2.564097e-02,2.186197e+01,2.202272e+01,2.202272e-01,1.268743e+01,1.263237e+01,1.263237e-01
2.777771e-02,1.996012e+01,2.000451e+01,2.000451e-01,1.155029e+01,1.153616e+01,1.153616e-01
2.991446e-02,1.757126e+01,1.747205e+01,1.747205e-01,1.022160e+01,1.003634e+01,1.003634e-01
3.205121e-02,1.627951e+01,1.650325e+01,1.650325e-01,9.592281e+00,9.669184e+00,9.669184e-02
3.418795e-02,1.459434e+01,1.503421e+01,1.503421e-01,8.612596e+00,8.848149e+00,8.848149e-02
3.632470e-02,1.314810e+01,1.356463e+01,1.356463e-01,7.781417e+00,7.886329e+00,7.886329e-02
3.846145e-02,1.169039e+01,1.223596e+01,1.223596e-01,6.831873e+00,7.041781e+00,7.041781e-02
4.059819e-02,1.063395e+01,1.103705e+01,1.103705e-01,6.231379e+00,6.461006e+00,6.461006e-02
4.273494e-02,9.557691e+00,9.844590e+00,9.844590e-02,5.647418e+00,5.748635e+00,5.748635e-02
4.487169e-02,8.658465e+00,8.881118e+00,8.881118e-02,5.123453e+00,5.204427e+00,5.204427e-02
4.700844e-02,7.813216e+00,8.126272e+00,8.126272e-02,4.668537e+00,4.804306e+00,4.804306e-02
4.914518e-02,7.043630e+00,7.255895e+00,7.255895e-02,4.249242e+00,4.351203e+00,4.351203e-02
5.128193e-02,6.197289e+00,6.413256e+00,6.413256e-02,3.783384e+00,3.818135e+00,3.818135e-02
5.341868e-02,5.569698e+00,5.783203e+00,5.783203e-02,3.435335e+00,3.523942e+00,3.523942e-02
5.555542e-02,4.916345e+00,5.170594e+00,5.170594e-02,3.030633e+00,3.083921e+00,3.083921e-02
5.769217e-02,4.588289e+00,4.802941e+00,4.802941e-02,2.814926e+00,2.853443e+00,2.853443e-02
5.982892e-02,4.119798e+00,4.276233e+00,4.276233e-02,2.525341e+00,2.605265e+00,2.605265e-02
6.196567e-02,3.646842e+00,3.868627e+00,3.868627e-02,2.251283e+00,2.345682e+00,2.345682e-02
6.410241e-02,3.300563e+00,3.547877e+00,3.547877e-02,2.040037e+00,2.151051e+00,2.151051e-02
6.623916e-02,3.046421e+00,3.207627e+00,3.207627e-02,1.926239e+00,1.980781e+00,1.980781e-02
6.837591e-02,2.668898e+00,2.809063e+00,2.809063e-02,1.667044e+00,1.734840e+00,1.734840e-02
7.051265e-02,2.357131e+00,2.522096e+00,2.522096e-02,1.495270e+00,1.561743e+00,1.561743e-02
7.264940e-02,2.164206e+00,2.313128e+00,2.313128e-02,1.378725e+00,1.437736e+00,1.437736e-02
7.478615e-02,1.960225e+00,2.082419e+00,2.082419e-02,1.248073e+00,1.301228e+00,1.301228e-02
7.692290e-02,1.756808e+00,1.829822e+00,1.829822e-02,1.130559e+00,1.155601e+00,1.155601e-02
7.905964e-02,1.615523e+00,1.717791e+00,1.717791e-02,1.020422e+00,1.053329e+00,1.053329e-02
8.119639e-02,1.452415e+00,1.563886e+00,1.563886e-02,9.259548e-01,9.633954e-01,9.633954e-03
8.333314e-02,1.321753e+00,1.384312e+00,1.384312e-02,8.412797e-01,8.686167e-01,8.686167e-03
8.546988e-02,1.184909e+00,1.240828e+00,1.240828e-02,7.619433e-01,7.884984e-01,7.884984e-03
8.760663e-02,1.082093e+00,1.147730e+00,1.147730e-02,6.884029e-01,7.214099e-01,7.214099e-03
8.974338e-02,9.800976e-01,1.030961e+00,1.030961e-02,6.219444e-01,6.455198e-01,6.455198e-03
9.188012e-02,8.817104e-01,9.384614e-01,9.384614e-03,5.579332e-01,5.882432e-01,5.882432e-03
9.401687e-02,8.074427e-01,8.311160e-01,8.311160e-03,5.121653e-01,5.256248e-01,5.256248e-03
9.615362e-02,7.494155e-01,7.880437e-01,7.880437e-03,4.654662e-01,4.853752e-01,4.853752e-03
9.829037e-02,6.832225e-01,7.226571e-01,7.226571e-03,4.231851e-01,4.366137e-01,4.366137e-03
