# n_pixels = 294050000
# n_pixels_in_grid = 289495395
# n_bins = 60
# grid = fixed, log10(tau) in [-3, 2]
# frac_tau_zero = 0.000000e+00
# frac_tau_underflow = 0.000000e+00
# frac_tau_overflow = 1.548922e-02
# density: normalised over the in-grid pixels only
# density_err: Poisson, sqrt(count) / (n_pixels_in_grid * bin_width)
#
log_tau_bin_center,log_tau_bin_low,log_tau_bin_high,density,density_err,count
-2.958333e+00,-3.000000e+00,-2.916667e+00,0.000000e+00,0.000000e+00,0
-2.875000e+00,-2.916667e+00,-2.833333e+00,0.000000e+00,0.000000e+00,0
-2.791667e+00,-2.833333e+00,-2.750000e+00,0.000000e+00,0.000000e+00,0
-2.708333e+00,-2.750000e+00,-2.666667e+00,0.000000e+00,0.000000e+00,0
-2.625000e+00,-2.666667e+00,-2.583333e+00,7.461259e-07,1.758636e-07,18
-2.541667e+00,-2.583333e+00,-2.500000e+00,7.875773e-07,1.806826e-07,19
-2.458333e+00,-2.500000e+00,-2.416667e+00,1.450800e-06,2.452300e-07,35
-2.375000e+00,-2.416667e+00,-2.333333e+00,3.606275e-06,3.866333e-07,87
-2.291667e+00,-2.333333e+00,-2.250000e+00,3.813532e-06,3.975882e-07,92
-2.208333e+00,-2.250000e+00,-2.166667e+00,6.756584e-06,5.292165e-07,163
-2.125000e+00,-2.166667e+00,-2.083333e+00,1.541993e-05,7.994864e-07,372
-2.041667e+00,-2.083333e+00,-2.000000e+00,1.973088e-05,9.043636e-07,476
-1.958333e+00,-2.000000e+00,-1.916667e+00,3.469485e-05,1.199230e-06,837
-1.875000e+00,-1.916667e+00,-1.833333e+00,7.179389e-05,1.725097e-06,1732
-1.791667e+00,-1.833333e+00,-1.750000e+00,1.570595e-04,2.551537e-06,3789
-1.708333e+00,-1.750000e+00,-1.666667e+00,3.065334e-04,3.564583e-06,7395
-1.625000e+00,-1.666667e+00,-1.583333e+00,5.815222e-04,4.909677e-06,14029
-1.541667e+00,-1.583333e+00,-1.500000e+00,1.261616e-03,7.231583e-06,30436
-1.458333e+00,-1.500000e+00,-1.416667e+00,2.873289e-03,1.091338e-05,69317
-1.375000e+00,-1.416667e+00,-1.333333e+00,6.619587e-03,1.656476e-05,159695
-1.291667e+00,-1.333333e+00,-1.250000e+00,1.434087e-02,2.438134e-05,345968
-1.208333e+00,-1.250000e+00,-1.166667e+00,3.032322e-02,3.545336e-05,731536
-1.125000e+00,-1.166667e+00,-1.083333e+00,5.983407e-02,4.980169e-05,1443474
