statistic,value
mean_flux,0.23410302194782068
median_flux,0.15661630034446716
std_flux,0.2407924820189384
min_flux,2.9382650407717056e-39
max_flux,0.9859282374382019
mean_tau,3337.7287116752987
median_tau,1.8539564609527588
effective_tau,1.4519939957782408
deep_absorption_frac,0.437105444951604
moderate_absorption_frac,0.38016037357159044
weak_absorption_frac,0.18273418147680554
tau_eff_err,0.003412036304935932
tau_eff_std,0.3412036304935932
mean_flux_err,0.0006391890750531247
mean_flux_std,0.06391890750531247
n_sightlines,10000.0
tau_eff_obs_target,0.8160743077493965
mean_flux_target,0.44216405184357616
tau_scale_factor,0.383361256326693
tau_eff_H_total,
hi_fraction_eff,
