statistic,value
mean_flux,0.9587495360000902
median_flux,0.9976539611816406
std_flux,0.1315748850978103
min_flux,2.9382650407717056e-39
max_flux,1.0
mean_tau,903.9964475219423
median_tau,0.0023487904109060764
effective_tau,0.04212541026418831
deep_absorption_frac,0.007724905844299703
moderate_absorption_frac,0.014800128494838052
weak_absorption_frac,0.9774749656608622
tau_eff_err,0.0015369830916663982
tau_eff_std,0.15369830916663982
mean_flux_err,0.0005930396007415366
mean_flux_std,0.05930396007415366
n_sightlines,10000.0
tau_eff_obs_target,
mean_flux_target,
tau_scale_factor,
tau_eff_H_total,
hi_fraction_eff,
