# n_pixels = 225690000
# n_pixels_in_grid = 154729867
# n_bins = 60
# grid = fixed, log10(tau) in [-3, 2]
# frac_tau_zero = 9.304799e-08
# frac_tau_underflow = 3.129805e-01
# frac_tau_overflow = 1.433590e-03
# density: normalised over the in-grid pixels only
# density_err: Poisson, sqrt(count) / (n_pixels_in_grid * bin_width)
#
log_tau_bin_center,log_tau_bin_low,log_tau_bin_high,density,density_err,count
-2.958333e+00,-3.000000e+00,-2.916667e+00,7.724935e-01,2.447659e-04,9960651
-2.875000e+00,-2.916667e+00,-2.833333e+00,7.586404e-01,2.425613e-04,9782027
-2.791667e+00,-2.833333e+00,-2.750000e+00,7.370943e-01,2.390920e-04,9504208
-2.708333e+00,-2.750000e+00,-2.666667e+00,7.008592e-01,2.331411e-04,9036987
-2.625000e+00,-2.666667e+00,-2.583333e+00,6.640078e-01,2.269291e-04,8561820
-2.541667e+00,-2.583333e+00,-2.500000e+00,6.227423e-01,2.197646e-04,8029736
-2.458333e+00,-2.500000e+00,-2.416667e+00,5.767268e-01,2.114894e-04,7436405
-2.375000e+00,-2.416667e+00,-2.333333e+00,5.298939e-01,2.027207e-04,6832534
-2.291667e+00,-2.333333e+00,-2.250000e+00,4.909817e-01,1.951355e-04,6330795
-2.208333e+00,-2.250000e+00,-2.166667e+00,4.500657e-01,1.868278e-04,5803217
-2.125000e+00,-2.166667e+00,-2.083333e+00,4.164640e-01,1.797183e-04,5369951
-2.041667e+00,-2.083333e+00,-2.000000e+00,3.879528e-01,1.734575e-04,5002324
-1.958333e+00,-2.000000e+00,-1.916667e+00,3.630985e-01,1.678092e-04,4681849
-1.875000e+00,-1.916667e+00,-1.833333e+00,3.403724e-01,1.624728e-04,4388815
-1.791667e+00,-1.833333e+00,-1.750000e+00,3.211850e-01,1.578269e-04,4141409
-1.708333e+00,-1.750000e+00,-1.666667e+00,3.031597e-01,1.533343e-04,3908988
-1.625000e+00,-1.666667e+00,-1.583333e+00,2.875788e-01,1.493420e-04,3708086
-1.541667e+00,-1.583333e+00,-1.500000e+00,2.724737e-01,1.453670e-04,3513318
-1.458333e+00,-1.500000e+00,-1.416667e+00,2.611509e-01,1.423145e-04,3367320
-1.375000e+00,-1.416667e+00,-1.333333e+00,2.514683e-01,1.396514e-04,3242471
-1.291667e+00,-1.333333e+00,-1.250000e+00,2.378190e-01,1.358085e-04,3066475
-1.208333e+00,-1.250000e+00,-1.166667e+00,2.226141e-01,1.313953e-04,2870421
-1.125000e+00,-1.166667e+00,-1.083333e+00,2.108073e-01,1.278634e-04,2718182
-1.041667e+00,-1.083333e+00,-1.000000e+00,1.978187e-01,1.238617e-04,2550705
-9.583333e-01,-1.000000e+00,-9.166667e-01,1.823812e-01,1.189306e-04,2351651
-8.750000e-01,-9.166667e-01,-8.333333e-01,1.674398e-01,1.139549e-04,2158995
-7.916667e-01,-8.333333e-01,-7.500000e-01,1.568465e-01,1.102912e-04,2022403
-7.083333e-01,-7.500000e-01,-6.666667e-01,1.429739e-01,1.053009e-04,1843528
-6.250000e-01,-6.666667e-01,-5.833333e-01,1.285784e-01,9.985908e-05,1657910
-5.416667e-01,-5.833333e-01,-5.000000e-01,1.160786e-01,9.488107e-05,1496735
-4.583333e-01,-5.000000e-01,-4.166667e-01,1.044973e-01,9.002352e-05,1347404
-3.750000e-01,-4.166667e-01,-3.333333e-01,9.362180e-02,8.521029e-05,1207174
-2.916667e-01,-3.333333e-01,-2.500000e-01,8.352148e-02,8.048272e-05,1076939
-2.083333e-01,-2.500000e-01,-1.666667e-01,7.156591e-02,7.450006e-05,922782
-1.250000e-01,-1.666667e-01,-8.333333e-02,6.130778e-02,6.895430e-05,790512
-4.166667e-02,-8.333333e-02,0.000000e+00,5.376808e-02,6.457521e-05,693294
4.166667e-02,0.000000e+00,8.333333e-02,4.579656e-02,5.959639e-05,590508
1.250000e-01,8.333333e-02,1.666667e-01,3.841485e-02,5.458246e-05,495327
2.083333e-01,1.666667e-01,2.500000e-01,3.169971e-02,4.958282e-05,408741
2.916667e-01,2.500000e-01,3.333333e-01,2.597960e-02,4.488692e-05,334985
3.750000e-01,3.333333e-01,4.166667e-01,2.088117e-02,4.024213e-05,269245
4.583333e-01,4.166667e-01,5.000000e-01,1.670323e-02,3.599181e-05,215374
5.416667e-01,5.000000e-01,5.833333e-01,1.311276e-02,3.188972e-05,169078
6.250000e-01,5.833333e-01,6.666667e-01,1.069275e-02,2.879707e-05,137874
7.083333e-01,6.666667e-01,7.500000e-01,8.796621e-03,2.611930e-05,113425
7.916667e-01,7.500000e-01,8.333333e-01,7.081658e-03,2.343533e-05,91312
8.750000e-01,8.333333e-01,9.166667e-01,6.042427e-03,2.164758e-05,77912
9.583333e-01,9.166667e-01,1.000000e+00,5.337612e-03,2.034591e-05,68824
1.041667e+00,1.000000e+00,1.083333e+00,4.468459e-03,1.861583e-05,57617
1.125000e+00,1.083333e+00,1.166667e+00,3.795208e-03,1.715621e-05,48936
1.208333e+00,1.166667e+00,1.250000e+00,3.339110e-03,1.609233e-05,43055
1.291667e+00,1.250000e+00,1.333333e+00,2.850671e-03,1.486884e-05,36757
1.375000e+00,1.333333e+00,1.416667e+00,2.531612e-03,1.401206e-05,32643
1.458333e+00,1.416667e+00,1.500000e+00,2.421717e-03,1.370457e-05,31226
1.541667e+00,1.500000e+00,1.583333e+00,2.108242e-03,1.278686e-05,27184
1.625000e+00,1.583333e+00,1.666667e+00,1.830209e-03,1.191390e-05,23599
1.708333e+00,1.666667e+00,1.750000e+00,1.641441e-03,1.128278e-05,21165
1.791667e+00,1.750000e+00,1.833333e+00,1.522473e-03,1.086622e-05,19631
1.875000e+00,1.833333e+00,1.916667e+00,1.510529e-03,1.082351e-05,19477
1.958333e+00,1.916667e+00,2.000000e+00,1.392181e-03,1.039086e-05,17951
